VELOCITY:     AVE_POFV:    PROG_AVE:        ERROR:
     1.73333    0.160185  0.00648412  0.00146802
           2    0.092284   0.0112963  0.00183745
     2.26667    0.111728    0.040103   0.0155964
     2.53333   0.0719136   0.0464338   0.0141591
         2.8   0.0966049   0.0212416  0.00491139
     3.06667    0.091358  0.00806349  0.00145834
     3.33333   0.0743827  0.00392415 0.000950868
         3.6   0.0290123 0.000665521 0.000202799
     3.86667   0.0376543 0.000630628  0.00020908
     4.13333   0.0209877 0.000379291 0.000128749
         4.4   0.0108025 0.000103104 4.59255e-05
     4.66667  0.00277778 5.26659e-05 3.08891e-05
     4.93333 0.000308642 1.06797e-06 1.03608e-06
         5.2           0           0           0
     5.46667           0           0           0
     5.73333           0           0           0
           6           0           0           0
     6.26667           0           0           0
     6.53333           0           0           0
         6.8           0           0           0
     7.06667           0           0           0
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0 1.84148e-05  1.0893e-05
         0.4   0.0141975 0.000335757  0.00010181
    0.666667  0.00432099 0.000418431 0.000108854
    0.933333    0.020679 0.000911115 0.000228077
         1.2   0.0719136  0.00163184 0.000364099
     1.46667    0.110802  0.00311641 0.000581174
     1.73333    0.123765  0.00650588  0.00138663
           2    0.154012   0.0111441  0.00174166
     2.26667   0.0854938   0.0381389   0.0148531
     2.53333   0.0623457   0.0440466   0.0135723
         2.8    0.115123   0.0204168  0.00470728
     3.06667   0.0820988  0.00786891  0.00139024
     3.33333   0.0731481  0.00393191 0.000898073
         3.6   0.0135802 0.000670462 0.000191592
     3.86667   0.0188272 0.000653701 0.000198733
     4.13333   0.0240741 0.000432522 0.000132143
         4.4  0.00679012 0.000118333 4.58296e-05
     4.66667   0.0095679 7.92706e-05 3.89815e-05
     4.93333  0.00925926 2.95866e-05 2.77324e-05
         5.2           0           0           0
     5.46667           0           0           0
     5.73333           0           0           0
           6           0           0           0
     6.26667           0           0           0
     6.53333           0           0           0
         6.8           0           0           0
     7.06667           0           0           0
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0 1.74456e-05 1.03627e-05
         0.4  0.00925926 0.000343735 9.67635e-05
    0.666667  0.00740741 0.000416927 0.000103135
    0.933333   0.0274691 0.000939254 0.000217802
         1.2   0.0895062  0.00179389 0.000379288
     1.46667    0.100926  0.00323196 0.000561956
     1.73333    0.108951  0.00646527  0.00131424
           2    0.148457   0.0109688  0.00165879
     2.26667    0.100926   0.0364112   0.0141715
     2.53333   0.0873457   0.0419703   0.0130158
         2.8   0.0959877   0.0196082  0.00452846
     3.06667   0.0719136  0.00765396  0.00133358
     3.33333   0.0910494  0.00397718 0.000851947
         3.6  0.00524691 0.000649708 0.000182629
     3.86667   0.0169753 0.000666319 0.000188674
     4.13333  0.00771605 0.000431132 0.000125195
         4.4  0.00308642 0.000120655 4.34763e-05
     4.66667   0.0132716 0.000111862 4.86837e-05
     4.93333   0.0145062 6.82127e-05 4.58662e-05
         5.2           0           0           0
     5.46667           0           0           0
     5.73333           0           0           0
           6           0           0           0
     6.26667           0           0           0
     6.53333           0           0           0
         6.8           0           0           0
     7.06667           0           0           0
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333  0.00123457 1.96597e-05 1.00783e-05
         0.4  0.00802469  0.00034661  9.1968e-05
    0.666667    0.016358 0.000436976 9.99077e-05
    0.933333    0.029321 0.000965593 0.000208498
         1.2   0.0725309  0.00188552 0.000371228
     1.46667   0.0848765  0.00328255 0.000536131
     1.73333    0.117284  0.00643522  0.00124887
           2    0.162346   0.0108262  0.00158197
     2.26667     0.10216    0.034846   0.0135491
     2.53333    0.091358   0.0401002   0.0124986
         2.8   0.0725309   0.0188091  0.00437197
     3.06667   0.0635802  0.00743021  0.00128554
     3.33333   0.0787037  0.00397508 0.000809352
         3.6   0.0216049 0.000671235 0.000174762
     3.86667   0.0320988  0.00071325 0.000184985
     4.13333   0.0108025 0.000436581 0.000119054
         4.4   0.0145062 0.000150887 5.07367e-05
     4.66667  0.00648148 0.000122473 4.73917e-05
     4.93333   0.0141975 0.000100296 5.36327e-05
         5.2           0           0           0
     5.46667           0           0           0
     5.73333           0           0           0
           6           0           0           0
     6.26667           0           0           0
     6.53333           0           0           0
         6.8           0           0           0
     7.06667           0           0           0
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333  0.00925926 3.97196e-05 2.18029e-05
         0.4           0 0.000330105 8.90574e-05
    0.666667   0.0262346 0.000475656 0.000102364
    0.933333   0.0367284   0.0010029 0.000201879
         1.2   0.0583333  0.00192801 0.000355973
     1.46667   0.0867284   0.0033229 0.000512117
     1.73333    0.116975  0.00639403  0.00119008
           2    0.123457   0.0105907  0.00152408
     2.26667    0.116667   0.0334512   0.0129755
     2.53333    0.102469    0.038423   0.0120154
         2.8   0.0762346   0.0180863  0.00422311
     3.06667   0.0700617  0.00723527  0.00123901
     3.33333   0.0651235  0.00393346 0.000771881
         3.6   0.0296296 0.000706459 0.000169952
     3.86667   0.0320988 0.000752072 0.000180204
     4.13333  0.00802469 0.000433988 0.000113413
         4.4   0.0290123  0.00020949 7.48706e-05
     4.66667   0.0114198 0.000142536 4.91988e-05
     4.93333  0.00154321 9.90192e-05 5.10939e-05
         5.2           0           0           0
     5.46667           0           0           0
     5.73333           0           0           0
           6           0           0           0
     6.26667           0           0           0
     6.53333           0           0           0
         6.8           0           0           0
     7.06667           0           0           0
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333  0.00925926 5.70449e-05 2.68264e-05
         0.4           0   0.0003151 8.62641e-05
    0.666667   0.0351852 0.000526732 0.000109717
    0.933333    0.029321  0.00101789 0.000193259
         1.2    0.062037  0.00196855 0.000342093
     1.46667   0.0916667  0.00336125 0.000490273
     1.73333    0.101543  0.00631319  0.00113873
           2    0.127469   0.0103726  0.00147031
     2.26667    0.116358   0.0321711   0.0124487
     2.53333    0.106173   0.0368959   0.0115659
         2.8   0.0756173   0.0174204  0.00408331
     3.06667   0.0814815  0.00707474  0.00119305
     3.33333   0.0623457  0.00388348 0.000738412
         3.6   0.0305556 0.000737479 0.000165034
     3.86667   0.0277778 0.000775279   0.0001735
     4.13333   0.0157407 0.000446784 0.000108977
         4.4   0.0231481 0.000247794  8.0673e-05
     4.66667  0.00432099 0.000144984 4.70234e-05
     4.93333           0 9.45184e-05 4.89693e-05
         5.2           0           0           0
     5.46667           0           0           0
     5.73333           0           0           0
           6           0           0           0
     6.26667           0           0           0
     6.53333           0           0           0
         6.8           0           0           0
     7.06667           0           0           0
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333  0.00925926  7.2068e-05 2.95688e-05
         0.4  0.00216049 0.000305484 8.30477e-05
    0.666667   0.0395062 0.000578512 0.000116526
    0.933333   0.0552469  0.00107807    0.000194
         1.2   0.0259259  0.00193197 0.000329169
     1.46667    0.109877  0.00342282 0.000472807
     1.73333   0.0984568  0.00622482  0.00109264
           2       0.125   0.0101579  0.00142198
     2.26667   0.0910494   0.0309445   0.0119677
     2.53333    0.125617   0.0355291   0.0111435
         2.8   0.0756173   0.0168059  0.00395173
     3.06667    0.105864  0.00696726  0.00114601
     3.33333   0.0475309  0.00380449  0.00071052
         3.6   0.0296296 0.000761425 0.000159586
     3.86667   0.0271605 0.000792914 0.000166851
     4.13333  0.00432099 0.000435527 0.000104819
         4.4   0.0277778 0.000289531 8.72966e-05
     4.66667           0 0.000138681 4.53994e-05
     4.93333           0 9.04089e-05 4.70123e-05
         5.2           0           0           0
     5.46667           0           0           0
     5.73333           0           0           0
           6           0           0           0
     6.26667           0           0           0
     6.53333           0           0           0
         6.8           0           0           0
     7.06667           0           0           0
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333  0.00524691 7.81744e-05 2.89605e-05
         0.4   0.0169753 0.000322226 8.12575e-05
    0.666667   0.0246914 0.000597274 0.000113171
    0.933333   0.0475309  0.00111567 0.000189525
         1.2   0.0299383  0.00190345 0.000316687
     1.46667    0.120679  0.00348971 0.000457814
     1.73333    0.112963  0.00616157  0.00104894
           2    0.121605  0.00994581  0.00137846
     2.26667   0.0780864   0.0297907   0.0115245
     2.53333    0.124074   0.0342642   0.0107508
         2.8   0.0833333   0.0162504  0.00382593
     3.06667   0.0904321  0.00683396  0.00110598
     3.33333   0.0549383  0.00374135 0.000683715
         3.6   0.0404321 0.000799894 0.000157505
     3.86667    0.012037 0.000780774  0.00016034
     4.13333   0.0108025 0.000436134 0.000100453
         4.4    0.017284 0.000307474 8.54833e-05
     4.66667  0.00277778 0.000137725 4.35179e-05
     4.93333  0.00432099 9.41436e-05 4.52016e-05
         5.2  0.00185185 3.21502e-06 3.14733e-06
     5.46667           0           0           0
     5.73333           0           0           0
           6           0           0           0
     6.26667           0           0           0
     6.53333           0           0           0
         6.8           0           0           0
     7.06667           0           0           0
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0 7.50474e-05 2.79704e-05
         0.4   0.0231481 0.000346374 8.15164e-05
    0.666667   0.0287037 0.000619309 0.000110769
    0.933333   0.0314815  0.00112141 0.000182031
         1.2   0.0373457  0.00188706 0.000304443
     1.46667     0.10216  0.00351358 0.000440123
     1.73333    0.133951  0.00612943  0.00100748
           2     0.12037  0.00974057  0.00133851
     2.26667    0.105864   0.0287685   0.0111088
     2.53333   0.0981481   0.0330506    0.010389
         2.8   0.0839506   0.0157347  0.00370749
     3.06667    0.079321  0.00668752   0.0010714
     3.33333    0.067284  0.00369935 0.000657655
         3.6   0.0345679 0.000823207  0.00015292
     3.86667   0.0166667  0.00077621 0.000153991
     4.13333   0.0185185 0.000448318 9.71713e-05
         4.4  0.00925926  0.00030999  8.2101e-05
     4.66667           0 0.000132216 4.21244e-05
     4.93333           0 9.03778e-05 4.35501e-05
         5.2  0.00864198 1.69136e-05 1.37577e-05
     5.46667 0.000617284 9.87654e-07   9.677e-07
     5.73333           0           0           0
           6           0           0           0
     6.26667           0           0           0
     6.53333           0           0           0
         6.8           0           0           0
     7.06667           0           0           0
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0  7.2161e-05 2.70431e-05
         0.4   0.0277778 0.000374144 8.29764e-05
    0.666667   0.0185185 0.000622884 0.000106566
    0.933333   0.0447531  0.00114449 0.000176486
         1.2   0.0459877  0.00188251 0.000292768
     1.46667   0.0996914  0.00352592 0.000423368
     1.73333    0.124691  0.00607814 0.000970035
           2    0.115123  0.00953623  0.00130253
     2.26667    0.129012   0.0278528   0.0107192
     2.53333   0.0907407   0.0319137   0.0100514
         2.8   0.0814815     0.01525  0.00359643
     3.06667   0.0490741   0.0065029  0.00104597
     3.33333   0.0598765  0.00364564  0.00063455
         3.6   0.0623457 0.000883772  0.00015858
     3.86667   0.0138889 0.000766901  0.00014835
     4.13333   0.0262346 0.000469884 9.57971e-05
         4.4  0.00154321  0.00030035 7.95072e-05
     4.66667           0 0.000127131   4.081e-05
     4.93333           0 8.69017e-05 4.20136e-05
         5.2  0.00277778 2.03722e-05 1.36564e-05
     5.46667  0.00648148 1.05377e-05 9.41066e-06
     5.73333           0           0           0
           6           0           0           0
     6.26667           0           0           0
     6.53333           0           0           0
         6.8           0           0           0
     7.06667           0           0           0
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0 6.94883e-05 2.61732e-05
         0.4   0.0280864 0.000398814 8.34901e-05
    0.666667   0.0225309  0.00063072 0.000102907
    0.933333    0.042284   0.0011601 0.000170639
         1.2   0.0768519  0.00191821 0.000284093
     1.46667   0.0966049  0.00352784 0.000407692
     1.73333    0.115432  0.00601136 0.000936403
           2    0.106481   0.0093291  0.00127065
     2.26667     0.11142   0.0269741   0.0103581
     2.53333   0.0929012   0.0308591  0.00973433
         2.8   0.0848765   0.0148016  0.00349107
     3.06667   0.0506173  0.00633148  0.00102118
     3.33333   0.0419753  0.00356819 0.000615756
         3.6   0.0641975 0.000939102 0.000162072
     3.86667   0.0330247 0.000783799 0.000143814
     4.13333   0.0234568 0.000484657 9.33813e-05
         4.4  0.00123457 0.000290919 7.71198e-05
