N  Half_pop_ave        L
0 493.582 438.306
1 475.974 424.126
2 461.619 424.243
3 449.768 412.333
4 436.746 403.342
5 437.067 403.342
6 426.821 398.447
7 426.894 398.447
8 414.271 389.609
9 405.803 384.189
10 405.923 384.189
11 400.241 366.188
12 393.93 357.058
13 389.034 355.297
14 381.569 341.526
15 372.102 343.648
16 366.933 339.135
17 360.693 324.221
18 352.72 329.003
19 346.195 323.973
20 341.051 320.092
21 338.105 316.485
22 338.197 316.485
23 333.103 307.019
24 333.103 307.019
25 326.403 306.507
26 323.559 301.009
27 318.747 301.009
28 319.01 301.009
29 318.942 301.009
30 312.95 298.064
31 313.128 298.064
32 313.413 298.064
33 308.636 298.064
34 308.569 298.064
35 305.456 293.979
36 305.606 293.979
37 305.741 293.979
38 305.938 293.979
39 303.809 291.784
40 299.724 290.426
41 296.953 283.922
42 294.312 278.209
43 294.385 278.209
44 294.56 278.209
45 290.383 274.329
46 287.35 271.801
47 284.216 264.609
48 284.608 267.073
49 283.931 267.073
50 281.941 256.419
51 283.654 259.776
52 282.039 260.73
53 282.195 260.73
54 279.127 254.883
55 273.792 254.626
56 273.88 254.626
57 271.299 253.197
58 271.366 253.197
59 265.106 252.243
60 265.243 252.243
61 262.788 250.612
62 262.822 249.662
63 261.174 247.077
64 257.273 247.077
65 255.73 246.9
66 252.057 244.122
67 250.146 243.716
68 250.235 243.716
69 249.85 243.421
70 248.778 243.421
71 248.335 235.124
72 248.755 235.684
73 247.709 235.439
74 243.73 233.046
75 243.73 233.046
76 241.717 233.046
77 238.008 233.046
78 238.23 233.046
79 236.825 231.511
80 234.326 230.439
81 234.898 230.439
82 234.222 230.065
83 233.233 224.73
84 233.308 224.73
85 233.072 224.73
86 232.733 223.657
87 232.733 223.657
88 230.297 221.648
89 229.592 220.172
90 228.266 219.811
91 227.144 217.02
92 227.537 218.163
93 227.537 218.163
94 225.711 216.603
95 224.984 214.588
96 223.116 211.207
97 223.116 211.207
98 223.186 211.207
