N  Half_pop_ave        L
0 40.4802 34.6576
0 38.5338 31.6662
0 38.5675 31.6662
0 36.5818 31.0448
0 34.8667 28.8202
0 33.0054 26.6752
0 33.0594 26.6752
0 33.1156 26.6752
0 31.7728 26.332
0 30.487 26.332
0 30.5694 26.332
0 30.5767 26.332
0 29.0679 25.7165
0 28.7261 25.7165
0 27.9243 23.5534
0 27.4866 23.5534
0 27.5206 23.5534
0 26.3524 22.3735
0 26.435 22.3735
0 26.096 21.8979
0 24.5817 16.5104
0 23.5603 16.0704
0 22.3011 16.0704
0 20.5497 15.9935
0 20.6441 15.9935
0 19.6433 15.4694
0 18.6516 14.939
0 18.7009 14.939
0 17.8952 14.939
0 17.5929 14.8387
0 17.7103 14.8387
0 17.81 14.8387
0 17.8678 14.8387
0 16.8953 14.3
0 16.367 13.0941
0 15.5097 12.6901
0 14.7096 12.7899
0 14.7505 12.7899
0 14.8466 12.7899
0 14.9327 12.7899
0 14.0051 12.5319
0 13.7402 12.4931
0 13.7131 12.4766
0 13.8117 12.4766
0 13.8848 12.4766
0 13.1503 12.4766
0 12.9358 12.4705
0 12.8118 12.4705
0 12.8861 12.4705
0 12.5771 11.8726
0 12.612 11.8726
0 12.8545 11.8666
0 12.9296 11.8666
0 12.6322 11.8666
0 12.7133 11.8666
0 12.8792 11.8666
0 12.917 11.8666
0 12.3966 11.5641
0 12.5318 11.5387
0 12.2398 11.5387
0 11.8432 10.4448
0 12.0694 10.425
0 12.1617 10.425
0 12.2429 10.425
0 11.8008 10.425
0 11.898 10.425
0 12.0539 10.425
0 12.1442 10.425
0 12.3039 10.425
0 12.3687 10.425
0 12.4928 10.425
0 11.876 10.425
0 11.4506 10.3353
0 11.7612 10.2759
0 11.9336 10.1584
0 11.5466 10.099
0 11.1916 10.0799
0 11.2013 10.0799
0 11.667 10.0609
0 11.2914 10.0609
0 11.2643 9.72689
0 11.252 9.58484
0 10.8181 9.48795
0 10.9512 9.48795
0 11.0325 9.27752
0 11.0981 9.27752
0 10.8647 9.25665
0 10.2941 9.25665
0 10.0058 9.15975
0 10.0296 9.15975
0 9.94372 9.00633
0 9.6957 9.00633
0 9.69643 9.00633
0 9.53164 9.00633
0 9.48806 9.00633
0 9.71605 7.75523
0 9.54399 7.75523
0 9.5576 7.75523
0 9.5521 7.75523
0 9.41135 7.75523
0 8.86478 7.75523
0 8.68505 7.75523
0 8.55377 7.75523
0 8.41347 7.75523
0 8.08483 7.75523
0 8.35361 7.75523
0 8.17542 7.75523
0 8.24525 7.75523
0 8.41047 7.75523
0 8.43149 7.75523
0 8.52169 7.75523
0 7.93228 7.55466
0 8.00157 7.55466
0 8.11209 7.55466
0 7.978 7.55466
0 8.28619 7.55466
0 8.32359 7.55466
0 7.93385 7.55466
0 8.00063 7.55466
0 8.15212 7.55466
0 8.21955 7.55466
0 8.42529 7.55466
0 8.87736 7.55466
0 8.51309 7.55466
0 8.29361 7.55466
0 8.096 7.55466
0 8.67929 7.4783
0 8.39603 7.4783
0 8.53122 7.4783
0 8.2917 7.4783
0 7.8571 7.4783
0 7.7102 7.4783
0 7.76994 7.4783
0 8.31307 7.4783
0 8.14781 7.4783
0 8.22106 7.4783
0 8.01199 7.4783
0 8.2097 7.4783
0 8.27234 7.4783
0 8.50737 7.4783
0 8.23095 7.30857
0 8.73374 7.4654
0 8.37792 7.45651
0 8.44424 7.45651
0 8.44471 7.45651
0 8.32493 7.45651
0 8.22782 7.44362
0 8.2789 7.44362
0 7.62396 7.44362
0 7.69096 7.44362
0 8.09332 7.44362
0 7.81589 7.44362
0 7.65184 7.44362
0 8.20044 7.44362
0 7.69112 7.44362
0 7.79018 7.44362
0 7.84422 7.44362
0 7.98378 7.44362
0 8.00113 7.44362
0 7.90827 7.44362
0 7.80215 6.26484
0 8.33352 7.1257
0 8.65989 7.1257
0 8.81219 7.1257
0 9.32376 7.1257
0 9.37444 7.1257
0 9.87895 7.1257
0 9.96052 7.1257
0 9.72941 7.1257
0 9.73591 7.1257
0 9.87731 7.1257
0 9.048 7.1257
0 9.06674 7.1257
0 9.13697 7.1257
0 9.1805 7.1257
0 8.45405 7.1257
0 8.61068 7.1257
0 8.37764 7.1257
0 8.4657 7.1257
0 7.91455 6.83704
0 7.58517 6.26484
0 7.78755 6.24306
0 7.88989 6.24306
0 7.92745 6.24306
0 8.0142 6.24306
0 7.78164 6.24306
0 7.17056 6.24306
0 7.25364 6.24306
0 6.95699 6.24306
0 6.79076 6.24306
0 6.88863 6.24306
0 7.01412 6.24306
0 6.81749 6.24306
0 6.66727 6.24306
0 6.87562 6.24306
0 6.91721 6.24306
0 7.95186 6.24306
0 7.16946 6.24306
0 7.46648 6.24306
0 7.46851 6.24306
