BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.08682     1.08682           0
           2      1.1021     1.09446  0.00540289
           3     1.10323     1.09739  0.00432062
           4     1.09601     1.09704  0.00325408
           5     1.11153     1.09994  0.00367393
           6     1.09743     1.09952  0.00308527
           7     1.10373     1.10012  0.00270234
           8     1.10442     1.10066  0.00241741
           9     1.10474     1.10111  0.00219082
          10     1.09984     1.10099  0.00197541
          11     1.09995     1.10089  0.00179807
          12     1.10095      1.1009  0.00164824
          13     1.09003     1.10006   0.0017204
          14      1.1071     1.10056  0.00166943
          15     1.09718     1.10034  0.00157327
          16     1.10398     1.10057  0.00149128
          17     1.10291      1.1007  0.00140989
          18     1.10236      1.1008  0.00133454
          19     1.10534     1.10104  0.00128556
          20     1.10976     1.10147  0.00129314
          21     1.09233     1.10104  0.00130273
          22     1.10007     1.10099  0.00124426
          23     1.09343     1.10066  0.00123284
          24     1.09854     1.10057  0.00118465
          25     1.09868      1.1005  0.00113967
          26     1.11198     1.10094  0.00117832
          27     1.11241     1.10137  0.00120883
          28     1.09768     1.10123  0.00117279
          29     1.09724      1.1011  0.00114039
          30     1.11122     1.10143  0.00115126
          31     1.10544     1.10156  0.00112136
          32     1.09068     1.10122  0.00113669
          33     1.09709      1.1011  0.00110913
          34      1.1073     1.10128  0.00109142
          35     1.08806      1.1009  0.00112368
          36     1.11301     1.10124  0.00114171
          37     1.09995      1.1012  0.00111139
          38     1.11207     1.10149  0.00111833
          39     1.09007      1.1012  0.00112734
          40     1.10994     1.10142  0.00112015
          41     1.10635     1.10154  0.00109927
          42     1.11382     1.10183  0.00111133
          43     1.10417     1.10188  0.00108682
          44     1.11768     1.10224  0.00111985
          45     1.10745     1.10236  0.00110092
          46     1.10984     1.10252  0.00108892
          47     1.11827     1.10286  0.00111612
          48     1.11822     1.10318  0.00113783
          49     1.09718     1.10305  0.00112118
          50     1.10513     1.10309  0.00109953
          51     1.12424     1.10351  0.00115351
          52     1.10818      1.1036  0.00113481
          53     1.10393     1.10361  0.00111341
          54     1.11208     1.10376   0.0011038
          55      1.0958     1.10362  0.00109317
          56     1.09115     1.10339  0.00109608
          57     1.09019     1.10316  0.00110105
          58     1.09827     1.10308  0.00108529
          59     1.09698     1.10298  0.00107181
          60     1.10658     1.10304  0.00105563
          61     1.11069     1.10316  0.00104575
          62     1.11407     1.10334  0.00104357
          63     1.11665     1.10355  0.00104818
          64     1.09508     1.10342  0.00104012
          65     1.12256     1.10371    0.001065
          66     1.09809     1.10363  0.00105226
          67     1.10818     1.10369  0.00103875
          68      1.1006     1.10365  0.00102446
          69     1.10347     1.10365  0.00100962
          70     1.10461     1.10366 0.000995291
          71     1.09947      1.1036 0.000983021
          72     1.09713     1.10351 0.000973467
          73     1.10912     1.10359 0.000963157
          74     1.10257     1.10357 0.000950238
          75     1.11475     1.10372  0.00094919
          76      1.1007     1.10368 0.000937532
          77     1.10224     1.10366 0.000925542
          78     1.10352     1.10366 0.000913678
          79     1.10945     1.10374 0.000905041
          80     1.10275     1.10372 0.000893812
          81     1.10842     1.10378 0.000884658
          82     1.10251     1.10377 0.000874005
          83     1.09827      1.1037 0.000865975
          84     1.10456     1.10371 0.000855726
          85     1.10246     1.10369 0.000845785
          86     1.11067     1.10378  0.00083983
          87     1.10595      1.1038 0.000830549
          88     1.09635     1.10372 0.000825412
          89     1.11039     1.10379 0.000819542
          90     1.11194     1.10388 0.000815427
          91     1.10267     1.10387 0.000806576
          92      1.1004     1.10383  0.00079869
          93     1.09243     1.10371 0.000799461
          94     1.10665     1.10374  0.00079157
          95     1.10222     1.10372 0.000783398
          96     1.10473     1.10373 0.000775309
          97     1.10805     1.10378 0.000768591
          98     1.09509     1.10369 0.000765848
          99     1.11111     1.10376 0.000761773
         100     1.09422     1.10367 0.000760106
