N  Half_pop_ave        L
0 492.321 459.221
1 479.862 424.85
2 479.837 424.85
3 471.681 414.655
4 456.331 420.225
5 456.163 420.225
6 441.094 402.383
7 436.305 396.857
8 422.531 387.271
9 414.584 385.214
10 408.287 379.88
11 402.747 370.944
12 400.214 362.217
13 400.216 362.217
14 394.484 358.602
15 384.684 353.58
16 377.63 350.812
17 368.231 349.879
18 363.924 335.468
19 358.626 335.468
20 354.222 330.849
21 347.966 329.302
22 344.049 329.302
23 341.664 328.898
24 337.718 322.807
25 333.468 321.458
26 332.646 321.458
27 328.041 319.071
28 324.511 313.101
29 324.635 313.101
30 321.241 306.682
31 317.18 305.762
32 317.177 305.762
33 313.485 301.593
34 311.667 292.685
35 307.012 285.093
36 301.49 283.76
37 301.365 283.76
38 297.319 282.035
39 297.285 282.035
40 294.436 281.424
41 293.78 277.966
42 288.837 268.914
43 284.258 268.21
44 281.96 266.572
45 276.151 262.465
46 271.471 260.471
47 270.177 260.471
48 269.566 260.153
49 269.089 259.751
50 267.912 256.419
51 265.235 252.089
52 265.371 252.089
53 265.4 252.089
54 264.522 252.089
55 263.864 252.089
56 261.102 251.798
57 261.132 251.798
58 261.244 251.798
59 258.487 248.514
60 256.029 247.639
61 255.397 247.354
62 254.165 245.606
63 254.512 242.175
64 254.368 241.955
65 254.151 241.955
66 252.105 241.287
67 249.833 240.59
68 250.671 236.232
69 249.75 240.59
70 249.343 239.395
71 248.863 235.207
72 248.569 236.232
73 247.15 234.975
74 249.09 234.859
75 249.522 234.859
76 249.609 234.859
77 248.495 234.859
78 245.867 232.433
79 246.144 231.953
80 243.747 231.953
81 244.04 228.684
82 241.821 228.036
83 240.132 226.701
84 238.919 226.022
85 235.844 225.266
86 235.863 225.266
87 233.744 224.999
88 231.362 223.467
89 232.14 222.823
90 230.187 221.296
91 229.35 220.095
92 229.096 214.024
93 226.185 214.024
94 224.072 214.024
95 224.21 214.024
96 224.238 214.024
97 224.249 214.024
98 221.95 214.024
99 221.012 213.787
100 218.161 211.532
101 218.2 211.532
102 217.564 210.301
103 216.933 208.031
104 215.022 207.934
105 214.369 204.718
106 214.299 204.718
107 214.321 204.718
108 215.218 204.718
109 212.896 204.718
110 210.382 202.666
111 210.714 202.666
112 210.153 202.007
113 210.182 202.007
114 208.479 198.905
115 206.243 198.905
116 203.777 198.696
117 203.902 198.696
118 204.001 198.696
119 204.217 198.696
120 203.428 198.696
121 203.392 198.396
122 203.464 198.396
123 203.504 198.396
124 203.119 198.396
125 202.614 195.486
126 204.329 193.779
127 204.376 193.779
128 202.86 193.779
129 201.379 193.379
130 200.468 193.143
131 200.368 192.743
132 200.419 192.971
133 201.533 191.104
134 200.648 189.068
135 200.866 189.068
136 198.198 187.082
137 198.358 187.082
138 198.525 187.082
139 196.494 187.082
140 196.582 187.082
141 196.71 187.082
142 195.94 187.082
143 193.243 185.922
144 193.6 186.526
145 191.239 184.539
146 191.391 184.539
147 191.571 184.539
148 190.729 184.539
149 188.803 184.539
150 188.013 183.206
151 187.067 182.293
152 186.492 180.445
153 186.096 179.522
154 186.155 179.395
155 186.412 179.395
156 186.456 179.395
157 187.206 179.395
158 187.255 178.255
159 187.387 178.255
160 186.067 177.535
161 184.928 174.612
162 184.973 174.612
163 185.06 174.612
164 185.419 174.612
165 185.455 174.612
166 186.279 176.268
167 186.496 171.851
168 186.527 171.851
169 187.852 174.612
170 186.775 174.772
171 185.17 174.194
172 184.761 173.439
173 183.934 173.439
174 181.72 173.218
175 181.999 173.218
176 182.122 173.218
177 182.989 173.218
178 182.953 173
179 182.705 173
180 181.758 172.99
181 181.27 172.199
182 179.995 172.08
183 179.984 172.08
184 180.099 172.08
185 178.443 171.213
186 178.761 171.213
187 179.417 171.203
188 180.433 170.696
189 181.94 170.202
190 181.512 170.202
191 181.234 170.202
192 180.33 170.202
193 179.588 170.202
194 177.997 169.685
195 177.727 169.685
196 177.84 169.685
197 176.843 169.685
198 175.279 169.685
199 176.066 169.685
200 175.746 169.123
201 175.556 168.362
202 173.999 167.5
203 171.951 165.832
204 172.334 165.832
205 172.367 165.832
206 171.317 165.832
207 171.317 165.832
208 171.533 165.832
209 171.698 165.832
210 170.675 165.832
211 168.878 165.346
212 168.72 164.598
213 168.397 163.595
214 168.442 163.595
215 167.737 163.595
216 166.123 163.595
217 165.886 162.366
218 166.24 161.79
219 166.477 161.79
220 166.563 161.79
221 166.737 161.79
222 166.112 161.79
223 164.941 161.066
224 164.799 161.066
225 166.133 160.948
226 165.516 160.948
227 164.35 160.948
228 164.494 160.948
229 165.007 160.49
230 165.638 160.49
231 163.773 157.034
232 162.403 156.259
233 161.696 156.259
234 162.47 156.259
235 162.625 156.259
236 163.775 152.515
237 162.457 151.004
238 162.49 151.004
239 161.023 150.981
240 159.972 150.82
241 158.409 150.82
242 157.449 150.82
243 156.99 150.592
244 157.38 148.919
245 155.27 148.808
246 153.495 148.051
247 153.637 148.051
248 153.836 148.051
249 154.1 148.051
250 154.179 148.051
251 152.802 148.051
252 154.944 146.824
253 154.947 146.824
254 154.126 146.824
255 154.146 146.824
256 154.328 146.824
257 152.664 146.824
258 151.686 146.824
259 150.968 145.935
260 151.277 144.707
261 151.394 144.707
262 151.181 144.707
263 151.732 144.397
264 151.995 144.397
265 152.377 144.397
266 150.97 142.53
267 150.922 142.53
268 148.036 141.783
269 146.12 141.733
270 146.139 141.733
271 143.951 141.733
272 145.695 141.401
273 145.696 141.401
274 143.668 140.935
275 143.352 140.739
276 143.913 139.892
277 144.143 139.892
278 144.631 137.82
279 144.366 137.576
280 143.947 137.19
281 142.207 137.19
282 142.047 136.386
283 142.092 136.386
284 141.681 135.982
285 141.926 135.982
286 141.994 135.982
287 141.994 135.982
288 142.055 135.982
289 142.294 135.982
290 142.447 135.982
291 142.644 135.982
292 142.702 135.982
293 142.873 135.982
294 142.383 135.982
295 141.358 135.982
296 140.035 135.982
297 138.969 135.982
298 139.022 135.982
299 139.698 135.982
300 139.855 135.982
301 138.509 135.982
302 138.601 135.982
303 138.831 135.982
304 138.823 133.158
305 138.437 131.797
306 138.679 131.797
307 136.191 131.797
308 135.451 131.797
309 135.207 131.797
310 134.687 131.797
311 134.892 128.943
312 135.581 128.943
313 136.229 128.943
314 136.499 128.943
315 136.654 128.943
316 135.896 128.943
317 135.99 128.943
318 137.23 128.037
319 137.324 128.037
320 137.481 128.037
321 137.291 128.037
322 136.466 128.037
323 134.87 126.454
324 134.945 126.454
325 133.114 126.454
326 134.744 126.454
327 133.623 125.318
328 132.623 125.318
329 131.013 125.318
330 131.29 125.318
331 130.511 125.225
332 130.733 125.225
333 131.024 125.225
334 129.231 125.225
335 129.524 125.225
336 129.086 123.111
337 129.963 123.018
338 130.646 123.018
339 129.351 123.018
340 127.561 123.018
341 127.136 122.901
342 127.285 122.901
343 125.992 122.082
344 125.476 122.082
345 125.541 122.082
346 125.656 122.082
347 125.903 122.082
348 126.135 122.082
349 123.897 119.492
350 124.159 119.492
351 123.684 119.492
352 123.887 119.492
353 122.835 119.492
354 124.292 119.492
355 122.745 119.492
356 123.022 119.492
357 123.266 119.492
358 123.552 119.492
359 120.915 119.492
360 120.524 119.492
361 120.731 119.492
362 120.556 119.355
363 120.645 119.355
364 120.763 119.355
365 120.878 119.492
366 121.015 119.492
367 121.17 119.492
368 122.85 119.492
369 123.051 119.492
370 121.537 119.492
371 121.758 119.492
372 121.787 116.226
373 120.225 116.226
374 120.2 115.637
375 120.283 115.637
376 120.866 115.637
377 119.353 115.439
378 120.949 115.439
379 120.689 115.439
380 120.743 115.439
381 121.409 115.385
382 121.818 115.385
383 122.135 114.146
384 123.133 114.146
385 121.306 114.092
386 118.829 114.092
387 119.054 114.092
388 119.752 114.092
389 119.622 113.672
390 118.984 113.672
391 117.961 113.672
392 118.214 113.672
393 117.597 113.672
394 117.922 113.672
395 118.126 113.672
396 118.302 113.672
397 119.844 112.596
398 119.846 112.596
399 121.597 112.596
400 118.881 112.596
401 119.008 112.596
402 120.022 112.596
403 119.059 112.596
404 117.691 112.596
405 117.795 112.596
406 117.878 112.596
407 118.126 112.596
408 118.989 111.5
409 116.801 110.576
410 117.266 110.576
411 115.057 110.576
412 115.152 110.576
413 114.898 109.48
414 115.056 109.48
415 113.128 109.48
416 113.555 109.48
417 113.871 109.48
418 113.134 109.48
419 111.552 109.239
420 110.826 109.239
421 110.862 109.239
422 111.745 109.164
423 112.012 108.914
424 111.001 108.914
425 111.867 108.823
426 112.493 108.823
427 112.848 108.823
428 113.02 108.507
429 113.134 108.507
430 113.26 108.823
431 114.178 108.257
432 112.779 108.257
433 114.535 107.452
434 115.641 107.452
435 113.87 107.452
436 112.44 107.452
437 111.798 107.452
438 112.413 107.452
439 112.446 107.452
440 115.071 107.452
441 114.847 107.452
442 112.964 107.452
443 113.491 107.452
444 113.656 107.452
445 112.609 106.987
446 112.639 106.987
447 112.879 106.987
448 113.058 106.987
449 111.221 106.987
450 111.478 106.987
451 111.592 106.987
452 111.881 106.987
453 111.909 106.987
454 110.857 106.987
455 111.081 106.987
456 111.716 106.987
457 111.446 106.987
458 111.785 106.987
459 112.27 106.987
460 111.312 106.987
461 111.542 106.987
462 109.92 106.987
463 110.847 106.987
464 109.067 106.987
465 109.159 106.987
466 109.915 106.987
467 109.991 106.987
468 110.366 106.987
469 110.669 106.987
470 110.309 105.291
471 110.22 105.291
472 110.419 105.291
473 110.302 105.291
474 110.236 105.291
475 110.859 104.996
476 110.859 104.996
477 110.911 104.996
478 109.77 104.384
