N  Half_pop_ave        L
0 17.4284 14.784
0 16.3823 14.2591
0 16.4092 14.2591
0 15.4714 13.7342
0 14.8088 12.9509
0 14.391 12.9509
0 14.1587 12.617
0 14.0149 12.5937
0 13.3601 11.3813
0 13.3601 11.3813
0 12.797 10.9409
0 12.4046 10.9409
0 12.4218 10.9409
0 12.4257 10.9409
0 12.2057 10.6321
0 11.9863 10.5872
0 11.7334 10.3509
0 11.7472 10.3509
0 11.3025 9.91458
0 10.9237 9.67605
0 10.883 9.61712
0 10.8932 9.61712
0 10.5963 9.32397
0 10.5929 9.32397
0 10.2527 8.8009
0 10.2614 8.8009
0 10.0629 8.8009
0 9.82796 8.58883
0 9.86009 8.58883
0 9.56181 8.58883
0 9.56542 8.58883
0 9.59276 8.58883
0 9.41461 8.37921
0 9.1889 8.2447
0 9.17052 8.2447
0 8.83012 8.10496
0 8.59883 8.02987
0 8.62897 8.02987
0 8.44171 8.02987
0 8.34471 7.96571
0 8.30348 7.23462
0 8.3112 7.23462
0 8.2571 7.23462
0 8.21459 7.07544
0 7.93284 7.07544
0 7.73486 6.85276
0 7.5666 6.6535
0 7.32426 6.61531
0 7.19182 6.5056
0 7.01423 6.50086
0 7.03919 6.42809
0 7.03919 6.42809
0 7.04629 6.42809
0 6.82404 6.42809
0 6.77889 6.42809
0 6.80779 6.42809
0 6.86243 6.33859
0 6.69473 6.33859
0 6.70353 6.33859
0 6.63055 6.33859
0 6.61865 6.24888
0 6.65342 6.19053
0 6.6604 6.19053
0 6.62572 6.1095
0 6.55192 6.1095
0 6.56371 6.1095
0 6.31506 6.1095
0 6.32285 6.03322
0 6.34596 6.03322
0 6.38734 6.03322
0 6.36552 6.03322
0 6.37972 6.03322
0 6.43067 6.03322
0 6.43396 6.03322
0 6.47568 6.03322
0 6.28207 6.03322
0 6.31136 6.03322
0 6.40285 6.03322
0 6.45521 6.03322
0 6.33384 5.97702
0 6.29927 5.97702
0 6.26017 5.97702
0 6.36889 5.97702
0 6.41839 5.97702
0 6.38346 5.97702
0 6.31898 5.97702
0 6.32171 5.97702
0 6.33332 5.97702
0 6.34263 5.97702
0 6.21095 5.97702
0 6.22821 5.97702
0 6.24231 5.97702
0 6.32712 5.95923
0 6.37004 5.95923
0 6.39285 5.95923
0 6.42881 5.95923
0 6.32195 5.92208
0 6.35981 5.92208
0 6.34154 5.92208
0 6.3863 5.92208
0 6.36575 5.85381
0 6.38526 5.85381
0 6.34096 5.85381
0 6.36588 5.85381
0 6.28854 5.81666
0 6.3098 5.81666
0 6.24607 5.81666
0 6.2614 5.81666
0 6.32503 5.81666
0 6.36492 5.81666
0 6.39722 5.81666
0 6.34275 5.81666
0 6.29449 5.81666
0 6.13898 5.81666
0 6.05074 5.80292
0 6.08242 5.80292
0 6.098 5.80292
0 6.0591 5.79469
0 6.06315 5.79469
0 6.07039 5.79469
0 5.95487 5.68389
0 6.06658 5.68389
0 6.09316 5.68389
0 6.05607 5.6765
0 6.21004 5.6765
0 6.11087 5.6765
0 6.14554 5.55926
0 6.19434 5.55926
0 6.12561 5.55926
0 6.14945 5.55926
0 5.92811 5.55926
0 5.96445 5.53543
0 6.10548 5.53543
0 6.10378 5.53543
0 6.02138 5.53543
0 5.97285 5.53543
0 5.86441 5.53543
0 5.81311 5.53543
0 5.78591 5.53543
0 5.65016 5.53543
0 5.61959 5.53543
0 5.59409 5.53543
0 5.60209 5.53543
0 5.58335 5.53543
0 5.58857 5.53543
0 5.69777 5.53543
0 5.65811 5.53543
0 5.6589 5.53543
0 5.67685 5.53543
0 5.70128 5.53543
0 5.70661 5.53543
0 5.69341 5.47858
0 5.75137 5.47858
0 5.80073 5.47858
0 5.82662 5.47858
0 5.87131 5.47858
0 5.87276 5.47858
0 5.81059 5.47858
0 5.64304 5.47858
0 5.61466 5.47858
0 5.75625 5.20164
0 5.80677 5.20164
0 5.74314 5.20164
0 5.78475 5.20164
0 5.80566 5.20164
0 5.66656 5.19426
0 5.75027 5.19426
0 5.72983 5.16112
0 5.67659 5.16112
0 5.56928 5.15374
0 5.4427 5.15374
0 5.35635 5.15374
0 5.19394 5.15374
0 5.20444 5.15374
0 5.20308 5.15374
0 5.21008 5.15374
0 5.22642 5.15374
0 5.30037 5.15374
0 5.26507 5.15374
0 5.22114 5.15374
0 5.23047 5.13858
0 5.39746 5.13858
0 5.53932 5.13858
0 5.5671 5.13858
0 5.57944 5.13858
0 5.40017 5.13858
0 5.51687 5.13858
0 5.57167 5.13858
0 5.39614 5.13858
0 5.35356 5.13858
0 5.41969 5.13858
0 5.38085 5.13858
0 5.44043 5.13858
0 5.38884 5.13858
0 5.46257 5.13858
0 5.43016 5.13858
0 5.42986 5.13858
0 5.47867 5.13858
0 5.5356 5.13858
0 5.35041 5.13858
