N  Half_pop_ave        L
0 17.7164 15.2831
0 16.7259 14.6896
0 16.7204 14.6896
0 16.7222 14.6896
0 16.0868 14.2475
0 15.4241 13.9644
0 15.3613 13.4771
0 15.3617 13.4771
0 15.3627 13.4771
0 14.9177 13.4205
0 14.7413 13.0236
0 14.7745 13.0236
0 14.7941 13.0236
0 14.1615 12.0296
0 13.8784 12.0296
0 13.8783 12.0296
0 13.5242 12.0296
0 13.5169 11.7864
0 13.1833 11.7864
0 13.1914 11.4565
0 13.0056 9.61712
0 12.374 9.46341
0 11.5408 9.46341
0 11.1976 9.03287
0 10.7046 9.03287
0 10.2087 8.4622
0 9.75117 8.30848
0 9.54988 8.30848
0 9.10552 8.13685
0 8.775 7.99466
0 8.7863 7.99466
0 8.62633 7.84091
0 8.64925 7.84091
0 8.66112 7.84091
0 8.34671 7.82303
0 8.20438 7.57601
0 8.12039 7.50628
0 7.93969 7.32624
0 7.98962 7.24984
0 7.81563 7.24984
0 7.65925 7.23462
0 7.67247 7.06871
0 7.51527 7.06871
0 7.51752 6.9394
0 7.45985 6.9394
0 7.35512 6.9394
0 7.27201 6.63685
0 7.22223 6.61738
0 7.25927 6.61738
0 7.09412 6.61738
0 7.10927 6.61738
0 6.97325 6.45124
0 6.99206 6.45124
0 7.03473 6.45124
0 7.04633 6.45124
0 6.93213 6.45124
0 6.99464 6.45124
0 6.97822 6.24888
0 6.96649 6.24888
0 7.05968 6.24888
0 7.03669 6.24888
0 6.83088 6.16692
0 6.68628 6.16692
0 6.59484 6.16692
0 6.63415 6.16692
0 6.54846 6.16692
0 6.53494 6.16692
0 6.4048 6.16692
0 6.42263 6.16692
0 6.45011 6.16692
0 6.4496 6.16692
0 6.48978 6.15131
0 6.50599 6.15131
0 6.38039 6.15131
0 6.43295 6.1096
0 6.3552 6.1096
0 6.34239 6.1096
0 6.31662 6.1096
0 6.35222 6.1096
0 6.35664 6.1096
0 6.22071 5.97702
0 6.26387 6.03537
0 6.3559 5.97702
0 6.38716 5.97702
0 6.36084 5.9759
0 6.31207 5.9759
0 6.32961 5.9759
0 6.33282 5.9759
0 6.4751 5.9759
0 6.44092 5.93254
0 6.45584 5.93254
0 6.47766 5.93254
0 6.39892 5.93254
0 6.5105 5.922
0 6.43485 5.922
0 6.36934 5.922
0 6.3977 5.922
0 6.25702 5.922
0 6.2749 5.922
0 6.14088 5.85381
0 6.05495 5.85381
0 6.12969 5.85381
0 6.156 5.85381
0 6.024 5.85381
0 6.02738 5.85381
0 5.97675 5.85381
0 6.02366 5.85381
0 6.04563 5.85381
0 6.16778 5.84007
0 6.24627 5.84007
0 6.2938 5.84007
0 6.06343 5.84007
0 6.13801 5.84007
0 6.18381 5.84007
0 6.09504 5.84007
0 6.2128 5.84007
0 6.16511 5.84007
0 6.1843 5.84007
0 6.18783 5.84007
0 6.29121 5.84007
0 6.09436 5.68389
0 6.01635 5.68389
0 6.14187 5.68389
0 6.19595 5.68389
0 6.08133 5.68389
0 6.10199 5.68389
0 5.86737 5.68389
0 5.89252 5.68389
0 5.83069 5.68389
0 5.8463 5.68389
0 5.92918 5.68389
0 6.03041 5.68389
0 6.06589 5.68389
0 6.08952 5.68389
0 6.14227 5.68389
0 6.18882 5.68389
0 6.12716 5.68389
0 6.18325 5.68389
0 6.19807 5.68389
0 6.20439 5.68389
0 6.07085 5.53543
0 6.05387 5.53543
0 5.92594 5.46269
0 5.8734 5.37044
0 5.80065 5.27438
0 5.8261 5.27438
0 5.88277 5.27438
0 5.83274 5.27438
0 5.8415 5.27438
0 5.86897 5.27438
0 5.89023 5.27438
0 5.64304 5.27438
0 5.67674 5.27438
0 5.54145 5.27438
0 5.61145 5.27438
0 5.39005 5.20164
0 5.35324 5.20164
0 5.41566 5.20164
0 5.42505 5.20164
0 5.39161 5.20164
0 5.29151 5.20164
0 5.36736 5.20164
0 5.33271 5.20164
0 5.37396 5.20164
0 5.52067 5.20164
0 5.73355 5.20164
0 5.584 5.20164
0 5.56428 5.20164
0 5.57522 5.20164
0 5.51667 5.20164
0 5.62874 5.20164
0 5.41033 5.20164
0 5.47526 5.20164
0 5.45143 5.20164
0 5.53142 5.20164
0 5.5374 5.20164
0 5.48379 5.20164
0 5.589 5.20164
0 5.5478 5.20164
0 5.59341 5.20164
0 5.3765 5.13858
0 5.39541 5.13858
0 5.32177 5.13858
0 5.4368 5.13858
0 5.45477 5.13858
0 5.44296 5.13858
0 5.35548 5.13858
0 5.35648 5.13858
0 5.67739 5.13858
0 5.52876 5.13858
0 5.64478 5.13858
0 5.66682 5.13858
0 5.6837 5.13858
0 5.45385 5.13858
0 5.69278 5.13858
0 5.74042 5.13858
0 5.77412 5.13858
0 5.62242 5.12079
0 5.67885 5.12079
0 5.45151 5.12079
