N  Half_pop_ave        L
0 17.5643 14.1155
0 16.6382 13.9092
0 16.6533 13.9092
0 15.6282 13.277
0 15.0205 12.8819
0 15.0343 12.8819
0 14.4922 12.8318
0 14.0687 12.7141
0 13.8207 12.1445
0 13.3257 11.4485
0 13.3445 11.4485
0 13.3579 11.4485
0 13.3737 11.4485
0 13.3764 11.4485
0 13.3961 11.4485
0 12.8355 11.1003
0 12.349 10.5473
0 12.1152 10.5473
0 12.1183 10.5473
0 12.1591 10.5473
0 12.066 9.61712
0 11.7765 9.67605
0 11.5112 9.67605
0 11.1707 9.43742
0 11.1975 9.43742
0 10.8272 9.01667
0 10.602 9.17532
0 10.5754 9.01667
0 10.2374 9.01667
0 10.001 9.01667
0 9.74389 8.85953
0 9.59773 8.75565
0 9.34098 8.4512
0 9.25576 8.41753
0 9.05042 8.22288
0 8.92281 8.01185
0 8.60127 8.01185
0 8.62528 8.01185
0 8.55464 8.01185
0 8.54782 8.01185
0 8.50037 7.23462
0 8.31016 6.92319
0 8.31087 6.92319
0 8.19084 6.92319
0 8.24392 6.92319
0 8.1875 6.92319
0 7.76528 6.92319
0 7.79976 6.92319
0 7.60249 6.84984
0 7.26082 6.69718
0 7.28359 6.69718
0 7.24461 6.69718
0 7.18002 6.54101
0 7.13082 6.54101
0 7.16232 6.54101
0 7.11022 6.54101
0 6.85037 6.54101
0 6.80556 6.54101
0 6.80449 6.54101
0 6.81636 6.54101
0 6.783 6.24888
0 6.7896 6.24888
0 6.76688 6.31601
0 6.78612 6.31601
0 6.71329 6.31601
0 6.79969 6.31601
0 6.76218 6.31601
0 6.79796 6.31601
0 6.83981 6.19995
0 6.88963 6.19995
0 6.76474 6.19995
0 6.77897 6.19995
0 6.75029 6.19995
0 6.55962 6.19995
0 6.44825 6.11799
0 6.45432 6.11799
0 6.60697 6.11799
0 6.27433 6.10975
0 6.30111 6.10975
0 6.37259 6.10975
0 6.29964 5.97702
0 6.327 5.98644
0 6.31686 5.98644
0 6.27149 5.98644
0 6.33019 5.98644
0 6.43399 5.96677
0 6.40701 5.9188
0 6.44359 5.9188
0 6.45878 5.9188
0 6.53807 5.9188
0 6.3628 5.9188
0 6.40117 5.9188
0 6.37396 5.9188
0 6.31366 5.9188
0 6.32549 5.9188
0 6.32225 5.9188
0 6.33652 5.9188
0 6.24562 5.9188
0 6.18543 5.88165
0 5.97695 5.88165
0 6.13329 5.85381
0 6.03816 5.69416
0 6.0754 5.69416
0 6.21092 5.68474
0 6.26728 5.68474
0 6.15751 5.68474
0 6.17146 5.68474
0 6.10372 5.68474
0 5.9843 5.68474
0 6.09084 5.68474
0 5.98194 5.68389
0 6.03673 5.68389
0 6.05715 5.68389
0 6.10484 5.68389
0 5.99316 5.68389
0 5.79099 5.68389
0 5.92724 5.68389
0 5.98457 5.68389
0 6.00766 5.68389
0 5.95981 5.68389
0 5.74224 5.68389
0 5.7528 5.68389
0 5.89905 5.68389
0 5.91399 5.68389
0 6.00667 5.65235
0 6.00901 5.65235
0 6.01005 5.65235
0 6.04649 5.65235
0 5.95827 5.61258
0 5.92491 5.61258
0 5.95237 5.61258
0 5.9583 5.61258
0 5.9958 5.61258
0 5.85926 5.61258
0 5.8941 5.61258
0 5.70998 5.61258
0 5.74902 5.61258
0 5.74902 5.61258
0 5.82527 5.61258
0 5.86156 5.61258
0 5.84959 5.53543
0 5.88336 5.53543
0 5.94809 5.49566
0 5.98093 5.49566
0 5.91239 5.49566
0 6.15723 5.49566
0 6.11472 5.49566
0 6.11583 5.49566
0 6.15789 5.49566
0 5.81033 5.49566
0 5.76756 5.44619
0 5.75288 5.44619
0 5.75946 5.44619
0 5.76024 5.44619
0 5.81846 5.44619
0 5.84059 5.44619
0 5.77417 5.44619
0 5.80573 5.44619
0 5.82045 5.44619
0 5.66735 5.44619
0 5.65905 5.20164
0 5.63339 5.19409
0 5.46557 5.16112
0 5.47891 5.16112
0 5.53829 5.16112
0 5.58626 5.16112
0 5.61039 5.16112
0 5.50835 5.16112
0 5.55494 5.15374
0 5.41494 5.15374
0 5.40255 5.15374
0 5.41742 5.15374
0 5.43013 5.15374
0 5.56858 5.15374
0 5.50487 5.15374
0 5.55142 5.15374
0 5.58106 5.15374
0 5.74356 5.15374
0 5.68585 5.15374
0 5.54137 5.15374
0 5.48958 5.13858
0 5.51841 5.13858
0 5.30886 5.13858
0 5.27534 5.13858
0 5.27561 5.13858
0 5.28361 5.13858
0 5.16532 5.13858
0 5.19598 5.13858
0 5.2201 5.13858
0 5.27273 5.13858
0 5.40617 5.13858
0 5.45839 5.13858
0 5.56231 5.13858
0 5.40578 5.13858
0 5.345 5.13858
0 5.37668 5.13858
0 5.23427 5.13858
0 5.28695 5.13858
0 5.2543 5.13858
0 5.42136 5.13858
