BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        2.05        2.05           0
           2     2.04993     2.04996 2.60843e-05
           3     2.04971     2.04988 7.23319e-05
           4     2.04934     2.04974 0.000128923
           5     2.04882     2.04956 0.000194352
           6     2.04816     2.04932 0.000267689
           7     2.04734     2.04904 0.000348327
           8     2.04638     2.04871 0.000435857
           9     2.04526     2.04832 0.000530006
          10     2.04398     2.04789 0.000630596
          11     2.04254      2.0474 0.000737525
          12     2.04093     2.04686 0.000850751
          13     2.03915     2.04627 0.000970243
          14      2.0372     2.04562    0.001096
          15     2.03507     2.04492  0.00122813
          16     2.03275     2.04416  0.00136673
          17     2.03024     2.04334  0.00151189
          18     2.02752     2.04246  0.00166376
          19      2.0246     2.04152   0.0018225
          20     2.02146     2.04052  0.00198837
          21     2.01809     2.03945  0.00216161
          22     2.01448     2.03832  0.00234245
          23     2.01062     2.03711  0.00253116
          24     2.00651     2.03584  0.00272803
          25     2.00212     2.03449  0.00293336
          26     1.99745     2.03306  0.00314744
          27     1.99249     2.03156  0.00337063
          28     1.98721     2.02998  0.00360324
          29     1.98161     2.02831  0.00384562
          30     1.97568     2.02655  0.00409808
          31      1.9694     2.02471  0.00436099
          32     1.96275     2.02277  0.00463471
          33     1.95571     2.02074  0.00491963
          34     1.94828     2.01861  0.00521613
          35     1.94044     2.01638  0.00552461
          36     1.93216     2.01404  0.00584545
          37     1.92345     2.01159    0.006179
          38     1.91427     2.00903  0.00652559
          39     1.90462     2.00635  0.00688554
          40     1.89449     2.00356  0.00725916
          41     1.88385     2.00064  0.00764673
          42      1.8727     1.99759   0.0080485
          43     1.86103     1.99441  0.00846469
          44     1.84883     1.99111  0.00889546
          45      1.8361     1.98766  0.00934094
          46     1.82282     1.98408   0.0098012
          47     1.80899     1.98035   0.0102763
          48     1.79462     1.97648    0.010766
          49     1.77971     1.97247   0.0112704
          50     1.76428      1.9683   0.0117891
          51     1.74832     1.96399   0.0123218
          52     1.73185     1.95953   0.0128681
          53      1.7149     1.95491   0.0134276
          54     1.69748     1.95014   0.0139996
          55     1.67963     1.94522   0.0145835
          56     1.66136     1.94016   0.0151785
          57     1.64273     1.93494   0.0157836
          58     1.62375     1.92957   0.0163981
          59     1.60448     1.92406   0.0170207
          60     1.58496     1.91841   0.0176504
          61     1.56522     1.91262   0.0182861
          62     1.54532      1.9067   0.0189265
          63      1.5253     1.90064   0.0195704
          64      1.5052     1.89446   0.0202165
          65     1.48509     1.88816   0.0208634
          66       1.465     1.88175   0.0215099
          67     1.44497     1.87523   0.0221548
          68     1.42506     1.86861   0.0227966
          69     1.40531      1.8619   0.0234342
