BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
          70     1.38576      1.8551   0.0240664
          71     1.36645     1.84822    0.024692
          72     1.34742     1.84126   0.0253097
          73     1.32871     1.83424   0.0259186
          74     1.31035     1.82716   0.0265176
          75      1.2924     1.82003   0.0271057
          76     1.27487     1.81286   0.0276819
          77     1.25782     1.80565   0.0282453
          78     1.24126     1.79841   0.0287951
          79     1.22524     1.79116   0.0293304
          80      1.2098     1.78389   0.0298504
          81     1.19496     1.77662   0.0303545
          82     1.18075     1.76935   0.0308418
          83     1.16722      1.7621   0.0313118
          84     1.15438     1.75486   0.0317639
          85     1.14227     1.74766   0.0321974
          86     1.13092     1.74048   0.0326119
          87     1.12035     1.73336   0.0330068
          88     1.11058     1.72628   0.0333818
          89     1.10163     1.71926   0.0337365
          90     1.09352     1.71231   0.0340705
          91     1.08625     1.70543   0.0343837
          92     1.07983     1.69863   0.0346759
          93     1.07426     1.69191   0.0349469
          94     1.06952     1.68529   0.0351968
          95     1.06561     1.67877   0.0354256
          96      1.0625     1.67235   0.0356334
          97     1.06017     1.66604   0.0358206
          98     1.05857     1.65984   0.0359875
          99     1.05767     1.65376   0.0361343
         100     1.05742      1.6478   0.0362617
         101     1.05778     1.64195   0.0363702
         102     1.05867     1.63623   0.0364604
         103     1.06006     1.63064    0.036533
         104     1.06186     1.62517   0.0365888
         105     1.06404     1.61983   0.0366285
         106     1.06652     1.61461    0.036653
         107     1.06925     1.60951   0.0366631
         108     1.07217     1.60454   0.0366597
         109     1.07522     1.59968   0.0366436
         110     1.07837     1.59494   0.0366157
         111     1.08155     1.59032   0.0365767
         112     1.08473      1.5858   0.0365277
         113     1.08787     1.58139   0.0364692
         114     1.09095     1.57709   0.0364022
         115     1.09394     1.57289   0.0363273
         116     1.09681     1.56879   0.0362452
         117     1.09956     1.56478   0.0361566
         118     1.10216     1.56086   0.0360621
         119     1.10462     1.55702   0.0359623
         120     1.10693     1.55327   0.0358577
         121     1.10908      1.5496   0.0357488
         122     1.11108     1.54601    0.035636
         123     1.11294     1.54249   0.0355198
         124     1.11466     1.53904   0.0354005
         125     1.11625     1.53565   0.0352785
         126     1.11772     1.53234   0.0351541
         127     1.11909     1.52908   0.0350276
         128     1.12036     1.52589   0.0348991
         129     1.12154     1.52275   0.0347691
         130     1.12265     1.51968   0.0346376
         131     1.12371     1.51665   0.0345048
         132     1.12471     1.51368   0.0343709
         133     1.12567     1.51077   0.0342361
         134     1.12661      1.5079   0.0341004
         135     1.12751     1.50508    0.033964
         136      1.1284     1.50231    0.033827
         137     1.12928     1.49959   0.0336895
         138     1.13014     1.49691   0.0335516
         139     1.13099     1.49428   0.0334134
         140     1.13183     1.49169   0.0332748
         141     1.13265     1.48914   0.0331361
         142     1.13347     1.48664   0.0329973
         143     1.13426     1.48418   0.0328585
         144     1.13504     1.48175   0.0327196
         145      1.1358     1.47937   0.0325808
         146     1.13653     1.47702   0.0324422
         147     1.13724     1.47471   0.0323037
         148     1.13791     1.47243   0.0321655
         149     1.13855     1.47019   0.0320276
         150     1.13916     1.46798     0.03189
         151     1.13973     1.46581   0.0317528
         152     1.14027     1.46367   0.0316161
         153     1.14079     1.46156   0.0314798
         154     1.14128     1.45948    0.031344
         155     1.14175     1.45743   0.0312087
         156     1.14221     1.45541    0.031074
         157     1.14267     1.45341   0.0309399
         158     1.14314     1.45145   0.0308063
         159     1.14362     1.44951   0.0306733
         160     1.14413     1.44761   0.0305409
         161     1.14468     1.44572   0.0304092
         162     1.14527     1.44387   0.0302779
         163      1.1459     1.44204   0.0301473
         164      1.1466     1.44024   0.0300173
         165     1.14734     1.43847   0.0298878
         166     1.14815     1.43672   0.0297589
         167       1.149     1.43499   0.0296305
         168      1.1499      1.4333   0.0295027
         169     1.15084     1.43163   0.0293754
         170      1.1518     1.42998   0.0292487
         171     1.15277     1.42836   0.0291225
         172     1.15374     1.42676    0.028997
         173     1.15468     1.42519    0.028872
         174     1.15559     1.42364   0.0287476
         175     1.15643     1.42211   0.0286238
         176     1.15719     1.42061   0.0285007
         177     1.15786     1.41912   0.0283784
         178     1.15841     1.41766   0.0282567
         179     1.15883     1.41621   0.0281358
         180     1.15911     1.41478   0.0280157
         181     1.15924     1.41337   0.0278965
         182     1.15922     1.41198   0.0277782
         183     1.15904     1.41059   0.0276607
         184     1.15869     1.40922   0.0275443
         185     1.15818     1.40787   0.0274288
         186     1.15752     1.40652   0.0273143
         187     1.15671     1.40519   0.0272009
         188     1.15576     1.40386   0.0270886
         189     1.15469     1.40254   0.0269773
         190     1.15351     1.40123   0.0268671
         191     1.15223     1.39993   0.0267581
         192     1.15087     1.39863   0.0266501
         193     1.14945     1.39734   0.0265433
         194     1.14797     1.39605   0.0264376
         195     1.14647     1.39477    0.026333
         196     1.14496      1.3935   0.0262294
         197     1.14345     1.39223    0.026127
         198     1.14195     1.39096   0.0260256
         199     1.14049     1.38971   0.0259252
         200     1.13907     1.38845   0.0258259
         201     1.13771     1.38721   0.0257275
         202     1.13641     1.38596   0.0256301
         203      1.1352     1.38473   0.0255336
         204     1.13408      1.3835    0.025438
         205     1.13305     1.38228   0.0253432
         206     1.13213     1.38106   0.0252492
         207     1.13132     1.37986   0.0251561
         208     1.13063     1.37866   0.0250636
         209     1.13007     1.37747   0.0249719
         210     1.12963     1.37629   0.0248809
         211     1.12934     1.37512   0.0247905
         212     1.12918     1.37396   0.0247007
         213     1.12918     1.37281   0.0246114
         214     1.12934     1.37167   0.0245227
         215     1.12967     1.37055   0.0244345
         216     1.13017     1.36943   0.0243467
         217     1.13086     1.36833   0.0242593
         218     1.13174     1.36725   0.0241723
         219     1.13281     1.36618   0.0240856
         220      1.1341     1.36512   0.0239992
         221      1.1356     1.36408   0.0239131
         222     1.13732     1.36306   0.0238271
         223     1.13927     1.36206   0.0237414
         224     1.14143     1.36108   0.0236559
         225     1.14382     1.36011   0.0235704
         226     1.14642     1.35916   0.0234851
         227     1.14923     1.35824   0.0233998
         228     1.15223     1.35734   0.0233146
         229     1.15542     1.35645   0.0232295
         230     1.15876     1.35559   0.0231444
         231     1.16224     1.35476   0.0230593
         232     1.16585     1.35394   0.0229743
         233     1.16954     1.35315   0.0228893
         234      1.1733     1.35238   0.0228044
         235      1.1771     1.35164   0.0227196
         236     1.18091     1.35091   0.0226348
         237     1.18469     1.35021   0.0225502
         238     1.18844     1.34953   0.0224657
         239     1.19211     1.34887   0.0223813
         240     1.19568     1.34824   0.0222972
         241     1.19914     1.34762   0.0222132
         242     1.20247     1.34702   0.0221295
         243     1.20564     1.34644   0.0220461
         244     1.20864     1.34587    0.021963
         245     1.21148     1.34532   0.0218802
         246     1.21412     1.34479   0.0217977
         247     1.21658     1.34427   0.0217157
         248     1.21884     1.34376    0.021634
         249     1.22091     1.34327   0.0215527
         250     1.22279     1.34279   0.0214719
         251     1.22448     1.34232   0.0213915
         252     1.22599     1.34186   0.0213116
         253     1.22732      1.3414   0.0212322
         254     1.22848     1.34096   0.0211533
         255     1.22948     1.34052   0.0210748
         256     1.23032     1.34009   0.0209969
         257     1.23102     1.33967   0.0209195
         258     1.23159     1.33925   0.0208426
         259     1.23203     1.33883   0.0207662
         260     1.23235     1.33842   0.0206904
         261     1.23256     1.33802   0.0206151
         262     1.23268     1.33762   0.0205403
         263      1.2327     1.33722   0.0204661
         264     1.23265     1.33682   0.0203924
         265     1.23251     1.33643   0.0203193
         266     1.23232     1.33604   0.0202467
         267     1.23205     1.33565   0.0201746
         268     1.23174     1.33526    0.020103
         269     1.23138     1.33487    0.020032
         270     1.23097     1.33449   0.0199615
         271     1.23051      1.3341   0.0198915
         272     1.23002     1.33372   0.0198221
         273      1.2295     1.33334   0.0197531
         274     1.22894     1.33296   0.0196847
         275     1.22836     1.33258   0.0196168
         276     1.22774      1.3322   0.0195494
         277     1.22709     1.33182   0.0194825
         278     1.22641     1.33144   0.0194161
         279      1.2257     1.33106   0.0193502
         280     1.22495     1.33068   0.0192848
         281     1.22417      1.3303   0.0192199
         282     1.22336     1.32992   0.0191555
         283      1.2225     1.32954   0.0190916
         284      1.2216     1.32916   0.0190282
         285     1.22065     1.32878   0.0189652
         286     1.21966      1.3284   0.0189027
         287     1.21861     1.32802   0.0188407
         288      1.2175     1.32764   0.0187792
         289     1.21633     1.32725   0.0187182
         290     1.21509     1.32686   0.0186576
         291     1.21378     1.32648   0.0185976
         292      1.2124     1.32608    0.018538
         293     1.21094     1.32569   0.0184789
         294     1.20941      1.3253   0.0184203
         295     1.20779      1.3249   0.0183621
         296      1.2061      1.3245   0.0183045
         297     1.20433     1.32409   0.0182473
         298     1.20247     1.32368   0.0181906
         299     1.20054     1.32327   0.0181345
         300     1.19854     1.32286   0.0180788
         301     1.19646     1.32244   0.0180236
         302     1.19432     1.32201   0.0179689
         303     1.19212     1.32158   0.0179147
         304     1.18987     1.32115    0.017861
         305     1.18756     1.32071   0.0178078
         306     1.18522     1.32027   0.0177551
         307     1.18284     1.31982    0.017703
         308     1.18043     1.31937   0.0176513
         309     1.17801     1.31891   0.0176001
         310     1.17557     1.31845   0.0175494
         311     1.17312     1.31798   0.0174992
         312     1.17066     1.31751   0.0174494
         313     1.16821     1.31703   0.0174002
         314     1.16576     1.31655   0.0173515
         315     1.16331     1.31606   0.0173032
         316     1.16087     1.31557   0.0172554
         317     1.15843     1.31508   0.0172081
         318     1.15599     1.31458   0.0171612
         319     1.15356     1.31407   0.0171149
         320     1.15113     1.31356    0.017069
         321     1.14869     1.31305   0.0170235
         322     1.14625     1.31253   0.0169785
         323      1.1438     1.31201    0.016934
         324     1.14134     1.31148   0.0168899
         325     1.13887     1.31095   0.0168463
         326     1.13639     1.31042   0.0168031
         327      1.1339     1.30988   0.0167604
         328      1.1314     1.30933   0.0167181
         329     1.12889     1.30878   0.0166763
         330     1.12639     1.30823    0.016635
         331     1.12389     1.30767    0.016594
         332     1.12141     1.30711   0.0165535
         333     1.11895     1.30655   0.0165134
         334     1.11653     1.30598   0.0164738
         335     1.11416     1.30541   0.0164346
         336     1.11184     1.30483   0.0163958
         337      1.1096     1.30425   0.0163573
         338     1.10745     1.30367   0.0163193
         339      1.1054     1.30308   0.0162816
         340     1.10347      1.3025   0.0162443
         341     1.10168     1.30191   0.0162074
         342     1.10002     1.30132   0.0161707
         343     1.09853     1.30073   0.0161344
         344      1.0972     1.30013   0.0160983
         345     1.09605     1.29954   0.0160625
         346     1.09509     1.29895    0.016027
         347     1.09432     1.29836   0.0159916
         348     1.09375     1.29777   0.0159565
         349     1.09339     1.29719   0.0159215
         350     1.09323     1.29661   0.0158867
         351     1.09327     1.29603    0.015852
         352     1.09352     1.29545   0.0158174
         353     1.09398     1.29488   0.0157829
         354     1.09463     1.29432   0.0157484
         355     1.09548     1.29375    0.015714
         356     1.09652      1.2932   0.0156796
         357     1.09774     1.29265   0.0156453
         358     1.09912     1.29211   0.0156109
         359     1.10067     1.29158   0.0155765
         360     1.10237     1.29105   0.0155421
         361     1.10422     1.29054   0.0155077
         362     1.10619     1.29003   0.0154732
         363     1.10827     1.28953   0.0154387
         364     1.11046     1.28903   0.0154041
         365     1.11273     1.28855   0.0153695
         366     1.11508     1.28808   0.0153348
         367     1.11749     1.28761      0.0153
         368     1.11995     1.28716   0.0152652
         369     1.12244     1.28671   0.0152304
         370     1.12495     1.28627   0.0151955
         371     1.12747     1.28585   0.0151606
         372     1.12999     1.28543   0.0151256
         373     1.13249     1.28502   0.0150906
         374     1.13497     1.28462   0.0150556
         375     1.13741     1.28422   0.0150206
         376     1.13982     1.28384   0.0149855
         377     1.14217     1.28346   0.0149505
         378     1.14446      1.2831   0.0149155
         379     1.14668     1.28274   0.0148804
         380     1.14884     1.28238   0.0148455
         381     1.15091     1.28204   0.0148105
         382      1.1529      1.2817   0.0147756
         383      1.1548     1.28137   0.0147407
         384      1.1566     1.28104   0.0147059
         385      1.1583     1.28072   0.0146712
         386      1.1599     1.28041   0.0146365
         387     1.16138      1.2801   0.0146019
         388     1.16274      1.2798   0.0145674
         389     1.16398      1.2795    0.014533
         390     1.16509     1.27921   0.0144987
         391     1.16605     1.27892   0.0144645
         392     1.16687     1.27864   0.0144304
         393     1.16753     1.27835   0.0143965
         394     1.16803     1.27807   0.0143627
         395     1.16836     1.27779    0.014329
         396     1.16851     1.27752   0.0142955
         397     1.16847     1.27724   0.0142621
         398     1.16825     1.27697   0.0142289
         399     1.16784      1.2767   0.0141959
         400     1.16723     1.27642    0.014163
         401     1.16643     1.27615   0.0141303
         402     1.16543     1.27587   0.0140979
         403     1.16426      1.2756   0.0140656
         404     1.16291     1.27532   0.0140336
         405      1.1614     1.27504   0.0140017
         406     1.15975     1.27475   0.0139701
         407     1.15797     1.27447   0.0139387
         408     1.15609     1.27418   0.0139076
         409     1.15413     1.27388   0.0138767
         410     1.15213     1.27358    0.013846
         411     1.15011     1.27328   0.0138156
         412     1.14811     1.27298   0.0137854
         413     1.14614     1.27267   0.0137554
         414     1.14425     1.27236   0.0137257
         415     1.14246     1.27205   0.0136962
         416     1.14079     1.27173   0.0136669
         417     1.13927     1.27142   0.0136378
         418      1.1379      1.2711    0.013609
         419      1.1367     1.27078   0.0135803
         420     1.13568     1.27046   0.0135517
         421     1.13482     1.27013   0.0135234
         422     1.13412     1.26981   0.0134952
         423     1.13358     1.26949   0.0134671
         424     1.13316     1.26917   0.0134392
         425     1.13286     1.26885   0.0134114
         426     1.13264     1.26853   0.0133837
         427     1.13249     1.26821   0.0133562
         428     1.13237     1.26789   0.0133287
         429     1.13226     1.26757   0.0133014
         430     1.13214     1.26726   0.0132742
         431     1.13198     1.26695   0.0132471
         432     1.13176     1.26663   0.0132201
         433     1.13147     1.26632   0.0131933
         434      1.1311     1.26601   0.0131666
         435     1.13064      1.2657     0.01314
         436     1.13007     1.26539   0.0131135
         437     1.12941     1.26508   0.0130872
         438     1.12864     1.26476    0.013061
         439     1.12779     1.26445    0.013035
         440     1.12684     1.26414   0.0130091
         441     1.12581     1.26383   0.0129834
         442     1.12471     1.26351   0.0129579
         443     1.12356     1.26319   0.0129325
         444     1.12235     1.26288   0.0129072
         445     1.12112     1.26256   0.0128821
         446     1.11986     1.26224   0.0128572
         447      1.1186     1.26192   0.0128325
         448     1.11733      1.2616   0.0128079
         449     1.11608     1.26127   0.0127835
         450     1.11485     1.26095   0.0127592
         451     1.11365     1.26062   0.0127351
         452     1.11248     1.26029   0.0127111
         453     1.11134     1.25996   0.0126873
         454     1.11023     1.25963   0.0126637
         455     1.10917      1.2593   0.0126402
         456     1.10814     1.25897   0.0126168
         457     1.10714     1.25864   0.0125935
         458     1.10618     1.25831   0.0125704
         459     1.10525     1.25797   0.0125475
         460     1.10434     1.25764   0.0125247
         461     1.10346      1.2573   0.0125019
         462      1.1026     1.25697   0.0124794
         463     1.10177     1.25663   0.0124569
         464     1.10096      1.2563   0.0124346
         465     1.10017     1.25596   0.0124124
         466     1.09941     1.25563   0.0123903
         467     1.09869     1.25529   0.0123683
         468       1.098     1.25495   0.0123465
         469     1.09736     1.25462   0.0123247
         470     1.09677     1.25428    0.012303
         471     1.09624     1.25395   0.0122815
         472     1.09578     1.25361   0.0122601
         473      1.0954     1.25328   0.0122387
         474     1.09509     1.25294   0.0122174
         475     1.09486     1.25261   0.0121962
         476     1.09471     1.25228   0.0121751
         477     1.09465     1.25195   0.0121541
         478     1.09466     1.25162   0.0121331
         479     1.09475     1.25129   0.0121122
         480      1.0949     1.25097   0.0120913
         481     1.09511     1.25064   0.0120706
         482     1.09535     1.25032   0.0120498
         483     1.09563        1.25   0.0120291
         484     1.09591     1.24968   0.0120085
         485     1.09619     1.24936   0.0119879
         486     1.09644     1.24905   0.0119673
         487     1.09666     1.24874   0.0119469
         488     1.09682     1.24843   0.0119264
         489     1.09692     1.24812   0.0119061
         490     1.09693     1.24781   0.0118858
         491     1.09685      1.2475   0.0118655
         492     1.09666     1.24719   0.0118454
         493     1.09636     1.24689   0.0118253
         494     1.09592     1.24658   0.0118053
         495     1.09535     1.24628   0.0117854
         496     1.09465     1.24597   0.0117656
         497      1.0938     1.24566   0.0117459
         498      1.0928     1.24536   0.0117264
         499     1.09164     1.24505   0.0117069
         500     1.09034     1.24474   0.0116876
         501     1.08889     1.24443   0.0116684
         502     1.08729     1.24412   0.0116493
         503     1.08555      1.2438   0.0116304
         504     1.08368     1.24348   0.0116117
         505     1.08168     1.24316   0.0115931
         506     1.07956     1.24284   0.0115747
         507     1.07733     1.24251   0.0115565
         508     1.07501     1.24218   0.0115385
         509     1.07262     1.24185   0.0115206
         510     1.07016     1.24151   0.0115029
         511     1.06766     1.24117   0.0114854
         512     1.06513     1.24083   0.0114682
         513      1.0626     1.24048   0.0114511
         514     1.06007     1.24013   0.0114342
         515     1.05757     1.23978   0.0114175
         516     1.05511     1.23942   0.0114009
         517      1.0527     1.23906   0.0113846
         518     1.05036     1.23869   0.0113685
         519     1.04809     1.23833   0.0113525
         520      1.0459     1.23796   0.0113367
         521      1.0438     1.23758    0.011321
         522     1.04178     1.23721   0.0113056
         523     1.03985     1.23683   0.0112902
         524       1.038     1.23645   0.0112751
         525     1.03623     1.23607     0.01126
         526     1.03453     1.23569   0.0112452
         527      1.0329      1.2353   0.0112304
         528     1.03133     1.23492   0.0112158
         529     1.02983     1.23453   0.0112013
         530     1.02838     1.23414   0.0111869
         531     1.02698     1.23375   0.0111726
         532     1.02565     1.23336   0.0111585
         533     1.02436     1.23297   0.0111444
         534     1.02315     1.23257   0.0111305
         535     1.02199     1.23218   0.0111166
         536     1.02092     1.23178   0.0111029
         537     1.01993     1.23139   0.0110892
         538     1.01905       1.231   0.0110756
         539     1.01827      1.2306   0.0110621
         540     1.01761     1.23021   0.0110486
         541     1.01709     1.22981   0.0110352
         542     1.01672     1.22942   0.0110219
         543     1.01651     1.22903   0.0110085
         544     1.01647     1.22864   0.0109952
         545     1.01662     1.22825   0.0109819
         546     1.01696     1.22786   0.0109686
         547     1.01751     1.22748   0.0109553
         548     1.01826     1.22709    0.010942
         549     1.01922     1.22672   0.0109286
         550      1.0204     1.22634   0.0109152
         551     1.02179     1.22597   0.0109017
         552      1.0234      1.2256   0.0108881
         553     1.02522     1.22524   0.0108744
         554     1.02724     1.22488   0.0108607
         555     1.02947     1.22453   0.0108468
         556     1.03188     1.22418   0.0108328
         557     1.03448     1.22384   0.0108187
         558     1.03725     1.22351   0.0108045
         559     1.04017     1.22318   0.0107902
         560     1.04325     1.22286   0.0107757
         561     1.04646     1.22255   0.0107611
         562     1.04979     1.22224   0.0107463
         563     1.05324     1.22194   0.0107314
         564     1.05677     1.22164   0.0107164
         565     1.06039     1.22136   0.0107012
         566     1.06408     1.22108   0.0106859
         567     1.06783     1.22081   0.0106705
         568     1.07161     1.22055   0.0106549
         569     1.07543     1.22029   0.0106393
         570     1.07927     1.22005   0.0106235
         571     1.08311     1.21981   0.0106076
         572     1.08696     1.21957   0.0105916
         573     1.09081     1.21935   0.0105755
         574     1.09464     1.21913   0.0105593
         575     1.09845     1.21892    0.010543
         576     1.10224     1.21872   0.0105266
         577       1.106     1.21852   0.0105102
         578     1.10972     1.21834   0.0104937
         579     1.11341     1.21815   0.0104772
         580     1.11707     1.21798   0.0104605
         581     1.12069     1.21781   0.0104439
         582     1.12428     1.21765   0.0104272
         583     1.12783      1.2175   0.0104104
         584     1.13135     1.21735   0.0103936
         585     1.13483     1.21721   0.0103768
         586     1.13827     1.21708     0.01036
         587     1.14167     1.21695   0.0103431
         588     1.14504     1.21682   0.0103263
         589     1.14836     1.21671   0.0103094
         590     1.15163      1.2166   0.0102925
         591     1.15486     1.21649   0.0102756
         592     1.15802     1.21639   0.0102587
         593     1.16112      1.2163   0.0102419
         594     1.16415     1.21621    0.010225
         595     1.16709     1.21613   0.0102081
         596     1.16995     1.21605   0.0101913
         597     1.17271     1.21598   0.0101745
         598     1.17537     1.21591   0.0101577
         599     1.17791     1.21585    0.010141
         600     1.18034     1.21579   0.0101242
         601     1.18265     1.21574   0.0101075
         602     1.18483     1.21568   0.0100909
         603     1.18688     1.21564   0.0100743
         604     1.18881     1.21559   0.0100577
         605     1.19061     1.21555   0.0100411
         606     1.19229     1.21551   0.0100246
         607     1.19385     1.21548   0.0100082
         608      1.1953     1.21544  0.00999178
         609     1.19664     1.21541  0.00997542
         610     1.19789     1.21538  0.00995911
         611     1.19906     1.21536  0.00994284
         612     1.20015     1.21533  0.00992663
         613     1.20117     1.21531  0.00991046
         614     1.20214     1.21529  0.00989434
         615     1.20307     1.21527  0.00987827
         616     1.20395     1.21525  0.00986225
         617      1.2048     1.21523  0.00984629
         618     1.20563     1.21522  0.00983037
         619     1.20644      1.2152  0.00981449
         620     1.20723     1.21519  0.00979867
         621     1.20801     1.21518   0.0097829
         622     1.20877     1.21517  0.00976718
         623     1.20952     1.21516   0.0097515
         624     1.21024     1.21515  0.00973588
         625     1.21094     1.21514  0.00972031
         626     1.21161     1.21514  0.00970478
         627     1.21225     1.21513   0.0096893
         628     1.21284     1.21513  0.00967387
         629     1.21338     1.21513  0.00965849
         630     1.21386     1.21513  0.00964316
         631     1.21428     1.21512  0.00962788
         632     1.21463     1.21512  0.00961265
         633     1.21489     1.21512  0.00959746
         634     1.21507     1.21512  0.00958232
         635     1.21516     1.21512  0.00956723
         636     1.21516     1.21512  0.00955219
         637     1.21506     1.21512   0.0095372
         638     1.21487     1.21512  0.00952225
         639     1.21459     1.21512  0.00950734
         640     1.21421     1.21512  0.00949249
         641     1.21375     1.21512  0.00947768
         642      1.2132     1.21512  0.00946292
         643     1.21257     1.21511   0.0094482
         644     1.21188     1.21511  0.00943353
         645     1.21113      1.2151  0.00941891
         646     1.21033     1.21509  0.00940433
         647     1.20949     1.21508   0.0093898
         648     1.20862     1.21507  0.00937532
         649     1.20774     1.21506  0.00936088
         650     1.20685     1.21505  0.00934648
         651     1.20595     1.21504  0.00933214
         652     1.20506     1.21502  0.00931784
         653     1.20418       1.215  0.00930358
         654     1.20332     1.21499  0.00928937
         655     1.20249     1.21497  0.00927521
         656     1.20168     1.21495  0.00926109
         657     1.20089     1.21493  0.00924702
         658     1.20013      1.2149    0.009233
         659     1.19939     1.21488  0.00921902
         660     1.19868     1.21485  0.00920508
         661     1.19798     1.21483  0.00919119
         662      1.1973      1.2148  0.00917734
         663     1.19664     1.21478  0.00916354
         664     1.19598     1.21475  0.00914979
         665     1.19533     1.21472  0.00913607
         666     1.19468     1.21469  0.00912241
         667     1.19404     1.21466  0.00910878
         668     1.19341     1.21463   0.0090952
         669     1.19279     1.21459  0.00908166
         670     1.19217     1.21456  0.00906817
         671     1.19157     1.21452  0.00905472
         672     1.19099     1.21449  0.00904131
         673     1.19044     1.21445  0.00902795
         674     1.18993     1.21442  0.00901463
         675     1.18947     1.21438  0.00900135
         676     1.18906     1.21434  0.00898811
         677     1.18872     1.21431  0.00897492
         678     1.18846     1.21427  0.00896176
         679      1.1883     1.21423  0.00894864
         680     1.18824     1.21419  0.00893556
         681      1.1883     1.21415  0.00892252
         682     1.18848     1.21412  0.00890952
         683     1.18881     1.21408  0.00889655
         684     1.18927     1.21404  0.00888362
         685     1.18989     1.21401  0.00887072
         686     1.19067     1.21397  0.00885786
         687      1.1916     1.21394  0.00884502
         688      1.1927     1.21391  0.00883222
         689     1.19397     1.21388  0.00881945
         690     1.19539     1.21385  0.00880671
         691     1.19697     1.21383    0.008794
         692     1.19869     1.21381  0.00878132
         693     1.20056     1.21379  0.00876866
         694     1.20255     1.21377  0.00875604
         695     1.20465     1.21376  0.00874346
         696     1.20685     1.21375   0.0087309
         697     1.20913     1.21374  0.00871838
         698     1.21147     1.21374  0.00870589
         699     1.21386     1.21374  0.00869343
         700     1.21627     1.21374  0.00868101
         701     1.21868     1.21375  0.00866863
         702     1.22108     1.21376  0.00865629
         703     1.22343     1.21377  0.00864399
         704     1.22573     1.21379  0.00863173
         705     1.22794     1.21381   0.0086195
         706     1.23006     1.21383  0.00860733
         707     1.23205     1.21386  0.00859519
         708     1.23391     1.21389   0.0085831
         709     1.23561     1.21392  0.00857105
         710     1.23715     1.21395  0.00855904
         711      1.2385     1.21399  0.00854707
         712     1.23966     1.21402  0.00853514
         713      1.2406     1.21406  0.00852325
         714     1.24134      1.2141   0.0085114
         715     1.24185     1.21414  0.00849958
         716     1.24214     1.21418   0.0084878
         717      1.2422     1.21421  0.00847605
         718     1.24204     1.21425  0.00846434
         719     1.24164     1.21429  0.00845265
         720     1.24102     1.21433  0.00844099
         721     1.24018     1.21436  0.00842936
         722     1.23914      1.2144  0.00841776
         723     1.23789     1.21443  0.00840618
         724     1.23645     1.21446  0.00839462
         725     1.23483     1.21449  0.00838309
         726     1.23305     1.21452  0.00837158
         727     1.23113     1.21454   0.0083601
         728     1.22906     1.21456  0.00834864
         729     1.22688     1.21457   0.0083372
         730     1.22461     1.21459  0.00832579
         731     1.22225      1.2146  0.00831441
         732     1.21982     1.21461  0.00830305
         733     1.21735     1.21461  0.00829173
         734     1.21485     1.21461  0.00828043
         735     1.21233     1.21461  0.00826917
         736     1.20982      1.2146  0.00825793
