BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -6.79299    -6.79299           0
           2    -6.79267    -6.79283 0.000112682
           3    -6.79214     -6.7926 0.000202278
           4    -6.79139     -6.7923 0.000301466
           5    -6.79044    -6.79192 0.000410857
           6    -6.78926    -6.79148  0.00053015
           7    -6.78787    -6.79097 0.000658992
           8    -6.78626    -6.79038 0.000797106
           9    -6.78442    -6.78972 0.000944299
          10    -6.78235    -6.78898  0.00110046
          11    -6.78004    -6.78817  0.00126555
          12    -6.77748    -6.78727  0.00143958
          13    -6.77438    -6.78628  0.00163546
          14    -6.77131    -6.78521  0.00183517
          15    -6.76783    -6.78405  0.00204624
          16    -6.76377    -6.78279  0.00227737
          17    -6.75943    -6.78141   0.0025241
          18    -6.75494    -6.77994   0.0027795
          19    -6.75029    -6.77838  0.00303992
          20    -6.74487    -6.77671  0.00331783
          21    -6.73956    -6.77494   0.0036007
          22    -6.73344    -6.77305  0.00389983
          23    -6.72711    -6.77105  0.00421075
          24     -6.7201    -6.76893  0.00453902
          25    -6.71284    -6.76669   0.0048805
          26    -6.70517    -6.76432  0.00523502
          27    -6.69691    -6.76182  0.00560502
          28    -6.68819    -6.75919  0.00599006
          29    -6.67916    -6.75643  0.00638774
          30    -6.66933    -6.75353  0.00680274
          31    -6.65915    -6.75049  0.00723263
          32    -6.64827    -6.74729   0.0076796
          33    -6.63685    -6.74395  0.00814357
          34     -6.6253    -6.74046  0.00861939
          35    -6.61314    -6.73682  0.00910837
          36    -6.60067    -6.73304  0.00960845
          37    -6.58696    -6.72909   0.0101274
          38    -6.57274    -6.72497    0.010664
          39    -6.55784    -6.72069   0.0112187
          40    -6.54164    -6.71621   0.0117975
          41    -6.52533    -6.71156   0.0123944
          42    -6.50814    -6.70671   0.0130113
          43    -6.49051    -6.70169   0.0136457
          44    -6.47212    -6.69647   0.0142982
          45    -6.45313    -6.69106   0.0149681
          46    -6.43352    -6.68546   0.0156548
          47     -6.4136    -6.67968   0.0163554
          48    -6.39277     -6.6737    0.017072
          49    -6.37104    -6.66752   0.0178059
          50    -6.34842    -6.66114   0.0185584
          51    -6.32507    -6.65455    0.019329
          52    -6.30102    -6.64775   0.0201174
          53    -6.27616    -6.64074    0.020924
          54     -6.2511    -6.63353   0.0217451
          55    -6.22485     -6.6261   0.0225836
          56     -6.1991    -6.61847   0.0234322
          57    -6.17269    -6.61065   0.0242912
          58    -6.14508    -6.60262   0.0251637
          59    -6.11722     -6.5944   0.0260475
          60    -6.08963    -6.58598   0.0269377
          61    -6.06131    -6.57738   0.0278354
          62    -6.03263     -6.5686   0.0287397
          63    -6.00396    -6.55963   0.0296481
          64    -5.97581    -6.55051    0.030556
          65    -5.94705    -6.54123   0.0314647
          66    -5.91865    -6.53179   0.0323711
          67     -5.8899    -6.52221   0.0332754
          68    -5.86149     -6.5125   0.0341753
          69    -5.83347    -6.50266   0.0350683
          70     -5.8059     -6.4927   0.0359522
          71    -5.77823    -6.48264   0.0368272
          72    -5.75158    -6.47249   0.0376895
          73    -5.72524    -6.46225   0.0385382
          74    -5.69866    -6.45193   0.0393746
          75    -5.67281    -6.44154   0.0401966
          76    -5.64848    -6.43111   0.0409999
          77    -5.62466    -6.42063   0.0417837
          78    -5.60142    -6.41013   0.0425475
          79    -5.57848     -6.3996   0.0432917
          80    -5.55696    -6.38907   0.0440133
          81    -5.53599    -6.37854   0.0447122
          82    -5.51591    -6.36802   0.0453876
          83    -5.49679    -6.35752   0.0460386
          84    -5.47849    -6.34706   0.0466647
          85    -5.46076    -6.33663   0.0472663
          86    -5.44485    -6.32626   0.0478406
          87    -5.43018    -6.31596   0.0483867
          88    -5.41618    -6.30574   0.0489053
          89    -5.40363     -6.2956    0.049395
          90    -5.39209    -6.28556   0.0498559
          91    -5.38189    -6.27563   0.0502873
          92    -5.37287    -6.26582    0.050689
          93    -5.36534    -6.25614   0.0510604
          94    -5.35838    -6.24659   0.0514026
          95    -5.35257    -6.23717   0.0517158
          96    -5.34789    -6.22791   0.0520001
          97     -5.3443     -6.2188   0.0522558
          98    -5.34146    -6.20985   0.0524839
          99    -5.33976    -6.20106   0.0526845
         100    -5.33914    -6.19244    0.052858
         101    -5.33968      -6.184   0.0530047
         102    -5.34086    -6.17573   0.0531256
         103    -5.34306    -6.16765   0.0532214
         104    -5.34512    -6.15974   0.0532941
         105    -5.34819    -6.15201    0.053344
         106    -5.35112    -6.14445   0.0533732
         107    -5.35503    -6.13708   0.0533818
         108    -5.35971    -6.12988   0.0533706
         109    -5.36431    -6.12286   0.0533411
         110    -5.36862      -6.116   0.0532951
         111    -5.37362    -6.10931   0.0532329
         112    -5.37835    -6.10278   0.0531562
         113    -5.38307    -6.09641    0.053066
         114    -5.38756     -6.0902   0.0529636
         115    -5.39196    -6.08413   0.0528499
         116    -5.39606    -6.07819   0.0527261
         117    -5.40031     -6.0724   0.0525928
         118    -5.40422    -6.06674   0.0524511
         119    -5.40808     -6.0612   0.0523015
         120    -5.41189    -6.05579   0.0521448
         121    -5.41518     -6.0505    0.051982
         122    -5.41857    -6.04532   0.0518133
         123    -5.42115    -6.04024     0.05164
         124    -5.42367    -6.03527   0.0514623
         125    -5.42661     -6.0304   0.0512805
         126    -5.42938    -6.02563   0.0510949
         127    -5.43167    -6.02095   0.0509061
         128    -5.43352    -6.01636   0.0507149
         129    -5.43538    -6.01186   0.0505213
         130    -5.43682    -6.00744    0.050326
         131    -5.43846    -6.00309   0.0501289
         132    -5.44032    -5.99883   0.0499301
         133    -5.44195    -5.99464   0.0497299
         134    -5.44322    -5.99053   0.0495288
         135    -5.44428    -5.98648   0.0493269
         136    -5.44561    -5.98251   0.0491243
         137    -5.44676     -5.9786   0.0489211
         138    -5.44757    -5.97475   0.0487177
         139    -5.44896    -5.97096   0.0485138
         140    -5.44988    -5.96724   0.0483099
         141    -5.45168    -5.96359   0.0481054
         142    -5.45271    -5.95999    0.047901
         143    -5.45385    -5.95645   0.0476966
         144    -5.45558    -5.95297    0.047492
         145    -5.45636    -5.94955   0.0472878
         146    -5.45726    -5.94617    0.047084
         147    -5.45842    -5.94286   0.0468805
         148    -5.45924    -5.93959   0.0466775
         149    -5.45986    -5.93637   0.0464751
         150    -5.46074     -5.9332   0.0462733
         151    -5.46157    -5.93007   0.0460721
         152    -5.46235      -5.927   0.0458717
         153    -5.46354    -5.92397   0.0456718
         154    -5.46438    -5.92098   0.0454726
         155    -5.46504    -5.91804   0.0452743
         156    -5.46522    -5.91514    0.045077
         157      -5.466    -5.91228   0.0448806
         158    -5.46631    -5.90946   0.0446852
         159    -5.46709    -5.90667   0.0444907
         160    -5.46774    -5.90393   0.0442971
         161    -5.46828    -5.90122   0.0441045
         162    -5.46961    -5.89856   0.0439127
         163    -5.47115    -5.89594   0.0437215
         164    -5.47201    -5.89335   0.0435313
         165    -5.47264     -5.8908    0.043342
         166    -5.47409    -5.88829   0.0431536
         167    -5.47577    -5.88582   0.0429658
         168    -5.47707    -5.88339   0.0427789
         169    -5.47858    -5.88099   0.0425928
         170    -5.47984    -5.87863   0.0424075
         171    -5.48069    -5.87631   0.0422234
         172    -5.48185    -5.87401   0.0420401
         173    -5.48331    -5.87176   0.0418577
         174    -5.48459    -5.86953   0.0416763
         175    -5.48566    -5.86734   0.0414958
         176    -5.48636    -5.86517   0.0413164
         177    -5.48786    -5.86304    0.041138
         178    -5.48908    -5.86094   0.0409605
         179    -5.48954    -5.85887   0.0407842
         180    -5.48984    -5.85682   0.0406091
         181    -5.48979    -5.85479   0.0404353
         182       -5.49    -5.85278   0.0402628
         183     -5.4903     -5.8508   0.0400915
         184    -5.48992    -5.84884   0.0399215
         185    -5.48903     -5.8469   0.0397531
         186    -5.48821    -5.84497   0.0395861
         187    -5.48688    -5.84305   0.0394207
         188    -5.48579    -5.84115   0.0392568
         189    -5.48436    -5.83926   0.0390944
         190    -5.48305    -5.83739   0.0389336
         191    -5.48113    -5.83552   0.0387744
         192    -5.47907    -5.83367   0.0386169
         193    -5.47719    -5.83182    0.038461
         194    -5.47475    -5.82998   0.0383067
         195    -5.47209    -5.82814   0.0381542
         196    -5.46999    -5.82632   0.0380033
         197     -5.4674     -5.8245    0.037854
         198    -5.46556    -5.82268   0.0377062
         199    -5.46313    -5.82088     0.03756
         200    -5.46134    -5.81908   0.0374152
         201    -5.45945    -5.81729   0.0372718
         202    -5.45763    -5.81551   0.0371298
         203    -5.45591    -5.81374   0.0369891
         204    -5.45383    -5.81197   0.0368499
         205    -5.45202    -5.81022   0.0367119
         206    -5.45035    -5.80847   0.0365752
         207    -5.44898    -5.80673   0.0364398
         208     -5.4476    -5.80501   0.0363054
         209    -5.44624    -5.80329   0.0361723
         210    -5.44536    -5.80159   0.0360402
         211    -5.44422    -5.79989   0.0359091
         212    -5.44357    -5.79821   0.0357791
         213    -5.44358    -5.79655   0.0356498
         214     -5.4435     -5.7949   0.0355214
         215    -5.44395    -5.79326   0.0353937
         216    -5.44434    -5.79165   0.0352666
         217    -5.44528    -5.79005   0.0351402
         218    -5.44557    -5.78847   0.0350145
         219     -5.4466    -5.78691   0.0348894
         220     -5.4476    -5.78537   0.0347649
         221    -5.44921    -5.78385   0.0346409
         222    -5.45157    -5.78235   0.0345172
         223    -5.45379    -5.78088   0.0343938
         224    -5.45647    -5.77943   0.0342707
         225    -5.45992    -5.77801   0.0341478
         226    -5.46278    -5.77662   0.0340252
         227    -5.46685    -5.77525   0.0339027
         228    -5.47016    -5.77391   0.0337804
         229     -5.4742     -5.7726   0.0336582
         230     -5.4788    -5.77133   0.0335361
         231    -5.48303    -5.77008   0.0334141
         232    -5.48792    -5.76886   0.0332922
         233     -5.4936    -5.76768   0.0331703
         234    -5.49896    -5.76653   0.0330484
         235    -5.50474    -5.76542   0.0329266
         236    -5.51043    -5.76434   0.0328048
         237    -5.51554    -5.76329   0.0326831
         238    -5.52094    -5.76227   0.0325617
         239     -5.5263    -5.76128   0.0324404
         240    -5.53142    -5.76032   0.0323194
         241    -5.53673     -5.7594   0.0321986
         242    -5.54219     -5.7585    0.032078
         243    -5.54747    -5.75763   0.0319578
         244    -5.55225    -5.75679   0.0318379
         245    -5.55681    -5.75597   0.0317184
         246    -5.56128    -5.75518   0.0315993
         247    -5.56519    -5.75441   0.0314808
         248    -5.56883    -5.75366   0.0313627
         249    -5.57206    -5.75293   0.0312452
         250    -5.57485    -5.75222   0.0311284
         251    -5.57753    -5.75153   0.0310121
         252    -5.58039    -5.75085   0.0308965
         253    -5.58268    -5.75018   0.0307815
         254    -5.58426    -5.74953   0.0306673
         255     -5.5862    -5.74889   0.0305537
         256     -5.5879    -5.74826   0.0304408
         257    -5.58922    -5.74764   0.0303287
         258    -5.59063    -5.74703   0.0302172
         259    -5.59184    -5.74643   0.0301065
         260    -5.59226    -5.74584   0.0299965
         261    -5.59281    -5.74525   0.0298873
         262    -5.59305    -5.74467   0.0297789
         263    -5.59315     -5.7441   0.0296712
         264     -5.5931    -5.74353   0.0295644
         265    -5.59294    -5.74296   0.0294583
         266    -5.59251    -5.74239   0.0293529
         267    -5.59229    -5.74183   0.0292484
         268    -5.59213    -5.74127   0.0291446
         269    -5.59203    -5.74072   0.0290415
         270    -5.59141    -5.74016   0.0289392
         271    -5.59118    -5.73961   0.0288377
         272    -5.59044    -5.73906   0.0287369
         273    -5.58964    -5.73852   0.0286368
         274     -5.5891    -5.73797   0.0285375
         275    -5.58821    -5.73743   0.0284389
         276    -5.58682    -5.73688   0.0283411
         277     -5.5857    -5.73634    0.028244
         278    -5.58439    -5.73579   0.0281477
         279    -5.58365    -5.73524   0.0280521
         280    -5.58317     -5.7347   0.0279572
         281     -5.5825    -5.73416    0.027863
         282    -5.58178    -5.73362   0.0277694
         283    -5.58086    -5.73308   0.0276765
         284    -5.57914    -5.73254   0.0275844
         285    -5.57751    -5.73199   0.0274929
         286    -5.57643    -5.73145   0.0274022
         287    -5.57468     -5.7309   0.0273122
         288    -5.57331    -5.73036   0.0272228
         289    -5.57187    -5.72981   0.0271341
         290    -5.57049    -5.72926   0.0270461
         291    -5.56858    -5.72871   0.0269588
         292    -5.56733    -5.72815   0.0268722
         293    -5.56537     -5.7276   0.0267862
         294    -5.56376    -5.72704   0.0267009
         295    -5.56129    -5.72648   0.0266163
         296    -5.55901    -5.72591   0.0265324
         297    -5.55661    -5.72534   0.0264492
         298    -5.55456    -5.72477   0.0263666
         299    -5.55193    -5.72419   0.0262848
         300    -5.54903    -5.72361   0.0262036
         301    -5.54586    -5.72302   0.0261232
         302    -5.54274    -5.72242   0.0260435
         303    -5.53981    -5.72182   0.0259646
         304    -5.53662    -5.72121   0.0258863
         305    -5.53319    -5.72059   0.0258088
         306    -5.53043    -5.71997   0.0257319
         307    -5.52744    -5.71934   0.0256557
         308    -5.52392    -5.71871   0.0255803
         309     -5.5205    -5.71807   0.0255055
         310    -5.51657    -5.71742   0.0254315
         311     -5.5129    -5.71676   0.0253583
         312    -5.50936    -5.71609   0.0252857
         313    -5.50563    -5.71542   0.0252139
         314     -5.5022    -5.71474   0.0251427
         315     -5.4983    -5.71406   0.0250723
         316    -5.49484    -5.71336   0.0250025
         317    -5.49108    -5.71266   0.0249335
         318    -5.48732    -5.71195   0.0248651
         319    -5.48371    -5.71124   0.0247975
         320    -5.47995    -5.71051   0.0247305
         321    -5.47664    -5.70979   0.0246642
         322    -5.47302    -5.70905   0.0245986
         323    -5.46924    -5.70831   0.0245336
         324    -5.46515    -5.70756   0.0244694
         325     -5.4618     -5.7068   0.0244058
         326    -5.45768    -5.70604   0.0243429
         327     -5.4546    -5.70527   0.0242806
         328    -5.45059    -5.70449   0.0242189
         329    -5.44701    -5.70371    0.024158
         330    -5.44371    -5.70292   0.0240976
         331    -5.44025    -5.70213   0.0240379
         332    -5.43647    -5.70133   0.0239788
