BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         960     1.03283     1.20005   0.0063821
         961     1.03515     1.19988  0.00637776
         962     1.03782     1.19971  0.00637336
         963     1.04083     1.19955  0.00636887
         964     1.04417     1.19939  0.00636431
         965     1.04781     1.19923  0.00635965
         966     1.05174     1.19908   0.0063549
         967     1.05594     1.19893  0.00635005
         968     1.06038     1.19879   0.0063451
         969     1.06504     1.19865  0.00634006
         970     1.06988     1.19851  0.00633491
         971     1.07489     1.19839  0.00632967
         972     1.08002     1.19827  0.00632432
         973     1.08525     1.19815  0.00631889
         974     1.09055     1.19804  0.00631337
         975     1.09589     1.19793  0.00630776
         976     1.10124     1.19783  0.00630208
         977     1.10657     1.19774  0.00629632
         978     1.11186     1.19765  0.00629049
         979     1.11707     1.19757  0.00628461
         980     1.12218     1.19749  0.00627867
         981     1.12717     1.19742  0.00627267
         982     1.13202     1.19736  0.00626664
         983     1.13672     1.19729  0.00626057
         984     1.14124     1.19724  0.00625447
         985     1.14557     1.19718  0.00624834
         986      1.1497     1.19714  0.00624218
         987     1.15362     1.19709  0.00623602
         988     1.15732     1.19705  0.00622983
         989     1.16078     1.19702  0.00622364
         990       1.164     1.19698  0.00621745
         991     1.16699     1.19695  0.00621125
         992     1.16972     1.19692  0.00620504
         993      1.1722      1.1969  0.00619885
         994     1.17444     1.19688  0.00619265
         995     1.17641     1.19686  0.00618646
         996     1.17814     1.19684  0.00618028
         997     1.17962     1.19682   0.0061741
         998     1.18085      1.1968  0.00616794
         999     1.18184     1.19679  0.00616178
        1000     1.18258     1.19678  0.00615564
        1001      1.1831     1.19676   0.0061495
        1002      1.1834     1.19675  0.00614338
        1003     1.18349     1.19674  0.00613727
        1004     1.18337     1.19672  0.00613117
        1005     1.18306     1.19671  0.00612508
        1006     1.18256     1.19669  0.00611901
        1007      1.1819     1.19668  0.00611295
        1008     1.18108     1.19666  0.00610691
        1009     1.18013     1.19665  0.00610088
        1010     1.17905     1.19663  0.00609486
        1011     1.17785     1.19661  0.00608886
        1012     1.17656     1.19659  0.00608288
        1013     1.17518     1.19657  0.00607691
        1014     1.17373     1.19655  0.00607096
        1015     1.17223     1.19652  0.00606502
        1016     1.17067      1.1965  0.00605911
        1017     1.16907     1.19647  0.00605321
        1018     1.16745     1.19644  0.00604733
        1019     1.16581     1.19641  0.00604147
        1020     1.16416     1.19638  0.00603563
        1021     1.16251     1.19635  0.00602981
        1022     1.16086     1.19631  0.00602401
        1023     1.15922     1.19628  0.00601823
        1024      1.1576     1.19624  0.00601247
        1025     1.15599      1.1962  0.00600674
        1026     1.15441     1.19616  0.00600102
        1027     1.15285     1.19612  0.00599532
        1028     1.15132     1.19607  0.00598965
        1029     1.14983     1.19603    0.005984
        1030     1.14838     1.19598  0.00597837
        1031     1.14697     1.19594  0.00597276
        1032      1.1456     1.19589  0.00596717
        1033     1.14429     1.19584   0.0059616
        1034     1.14303     1.19579  0.00595605
        1035     1.14184     1.19573  0.00595053
        1036     1.14071     1.19568  0.00594502
        1037     1.13965     1.19563  0.00593953
        1038     1.13867     1.19557  0.00593407
        1039     1.13777     1.19552  0.00592861
        1040     1.13696     1.19546  0.00592318
        1041     1.13624      1.1954  0.00591776
        1042     1.13562     1.19535  0.00591236
        1043     1.13511     1.19529  0.00590698
        1044     1.13469     1.19523   0.0059016
        1045     1.13439     1.19517  0.00589624
        1046     1.13419     1.19511   0.0058909
        1047     1.13411     1.19505  0.00588556
        1048     1.13413       1.195  0.00588023
        1049     1.13427     1.19494  0.00587491
        1050     1.13451     1.19488  0.00586959
        1051     1.13486     1.19482  0.00586429
        1052     1.13531     1.19477  0.00585899
        1053     1.13586     1.19471  0.00585369
        1054     1.13651     1.19466  0.00584839
        1055     1.13725      1.1946   0.0058431
        1056     1.13808     1.19455  0.00583782
        1057     1.13899      1.1945  0.00583253
        1058     1.13998     1.19444  0.00582724
        1059     1.14103     1.19439  0.00582196
        1060     1.14214     1.19434  0.00581668
        1061      1.1433      1.1943  0.00581139
        1062      1.1445     1.19425  0.00580611
        1063     1.14574      1.1942  0.00580083
        1064     1.14701     1.19416  0.00579555
        1065     1.14829     1.19412  0.00579026
        1066     1.14957     1.19407  0.00578498
        1067     1.15085     1.19403   0.0057797
        1068      1.1521     1.19399  0.00577442
        1069     1.15333     1.19396  0.00576915
        1070     1.15452     1.19392  0.00576387
        1071     1.15565     1.19388   0.0057586
        1072     1.15671     1.19385  0.00575334
        1073      1.1577     1.19382  0.00574807
        1074      1.1586     1.19378  0.00574281
        1075      1.1594     1.19375  0.00573756
        1076     1.16009     1.19372  0.00573231
        1077     1.16066     1.19369  0.00572707
        1078      1.1611     1.19366  0.00572184
        1079      1.1614     1.19363  0.00571662
        1080     1.16155      1.1936   0.0057114
        1081     1.16156     1.19357  0.00570619
        1082     1.16141     1.19354    0.005701
        1083     1.16109     1.19351  0.00569581
        1084     1.16061     1.19348  0.00569064
        1085     1.15997     1.19345  0.00568548
        1086     1.15916     1.19342  0.00568033
        1087     1.15819     1.19338   0.0056752
        1088     1.15706     1.19335  0.00567008
        1089     1.15577     1.19332  0.00566498
        1090     1.15434     1.19328  0.00565989
        1091     1.15276     1.19324  0.00565483
        1092     1.15106     1.19321  0.00564978
        1093     1.14924     1.19316  0.00564475
        1094     1.14732     1.19312  0.00563975
        1095     1.14531     1.19308  0.00563477
        1096     1.14322     1.19303  0.00562981
        1097     1.14108     1.19299  0.00562488
        1098      1.1389     1.19294  0.00561997
        1099      1.1367     1.19289  0.00561509
        1100     1.13449     1.19283  0.00561024
        1101     1.13231     1.19278  0.00560541
        1102     1.13016     1.19272  0.00560061
        1103     1.12808     1.19266  0.00559584
        1104     1.12607      1.1926   0.0055911
        1105     1.12415     1.19254  0.00558638
        1106     1.12234     1.19248  0.00558169
        1107     1.12066     1.19241  0.00557702
        1108     1.11912     1.19235  0.00557238
        1109     1.11774     1.19228  0.00556777
        1110     1.11652     1.19221  0.00556317
        1111     1.11547     1.19214  0.00555859
        1112     1.11461     1.19207  0.00555403
        1113     1.11393       1.192  0.00554948
        1114     1.11344     1.19193  0.00554495
        1115     1.11314     1.19186  0.00554042
        1116     1.11303     1.19179  0.00553591
        1117      1.1131     1.19172   0.0055314
        1118     1.11335     1.19165   0.0055269
        1119     1.11377     1.19158   0.0055224
        1120     1.11435     1.19151   0.0055179
        1121     1.11509     1.19144   0.0055134
        1122     1.11597     1.19137  0.00550889
        1123     1.11698     1.19131  0.00550439
        1124     1.11812     1.19124  0.00549987
        1125     1.11936     1.19118  0.00549536
        1126      1.1207     1.19112  0.00549083
        1127     1.12212     1.19106   0.0054863
        1128     1.12361       1.191  0.00548176
        1129     1.12516     1.19094  0.00547722
        1130     1.12675     1.19088  0.00547267
        1131     1.12836     1.19083  0.00546811
        1132        1.13     1.19077  0.00546354
        1133     1.13164     1.19072  0.00545897
        1134     1.13327     1.19067  0.00545439
        1135     1.13489     1.19062   0.0054498
        1136     1.13648     1.19057  0.00544521
        1137     1.13803     1.19053  0.00544062
        1138     1.13952     1.19048  0.00543603
        1139     1.14096     1.19044  0.00543143
        1140     1.14234      1.1904  0.00542683
        1141     1.14364     1.19035  0.00542222
        1142     1.14487     1.19031  0.00541762
        1143     1.14601     1.19028  0.00541302
        1144     1.14707     1.19024  0.00540842
        1145     1.14803      1.1902  0.00540382
        1146     1.14891     1.19017  0.00539923
        1147     1.14968     1.19013  0.00539464
        1148     1.15037      1.1901  0.00539005
        1149     1.15096     1.19006  0.00538547
        1150     1.15145     1.19003  0.00538089
        1151     1.15186     1.18999  0.00537631
        1152     1.15219     1.18996  0.00537175
        1153     1.15243     1.18993  0.00536719
        1154     1.15259      1.1899  0.00536263
        1155     1.15269     1.18986  0.00535809
        1156     1.15272     1.18983  0.00535355
        1157     1.15269      1.1898  0.00534902
        1158     1.15261     1.18977   0.0053445
        1159     1.15249     1.18974  0.00533998
        1160     1.15233      1.1897  0.00533547
        1161     1.15214     1.18967  0.00533098
        1162     1.15192     1.18964  0.00532649
        1163     1.15169     1.18961  0.00532201
        1164     1.15143     1.18957  0.00531754
        1165     1.15117     1.18954  0.00531307
        1166     1.15089     1.18951  0.00530862
        1167     1.15061     1.18947  0.00530418
        1168     1.15032     1.18944  0.00529974
        1169     1.15003     1.18941  0.00529532
        1170     1.14974     1.18937   0.0052909
        1171     1.14944     1.18934  0.00528649
        1172     1.14913      1.1893  0.00528209
        1173     1.14881     1.18927   0.0052777
        1174     1.14848     1.18924  0.00527332
        1175     1.14814      1.1892  0.00526895
        1176     1.14778     1.18917  0.00526458
        1177      1.1474     1.18913  0.00526023
        1178     1.14699     1.18909  0.00525589
        1179     1.14656     1.18906  0.00525155
        1180      1.1461     1.18902  0.00524723
        1181     1.14561     1.18898  0.00524291
        1182     1.14508     1.18895  0.00523861
        1183     1.14451     1.18891  0.00523432
        1184     1.14389     1.18887  0.00523003
        1185     1.14323     1.18883  0.00522576
        1186     1.14251     1.18879   0.0052215
        1187     1.14173     1.18875  0.00521725
        1188     1.14089     1.18871  0.00521302
        1189     1.13999     1.18867  0.00520879
        1190     1.13903     1.18863  0.00520458
        1191     1.13799     1.18859  0.00520039
        1192     1.13687     1.18855  0.00519621
        1193     1.13568      1.1885  0.00519204
        1194     1.13442     1.18846  0.00518789
        1195     1.13307     1.18841  0.00518375
        1196     1.13165     1.18836  0.00517964
        1197     1.13014     1.18831  0.00517554
        1198     1.12856     1.18826  0.00517146
        1199     1.12689     1.18821   0.0051674
        1200     1.12516     1.18816  0.00516336
        1201     1.12334     1.18811  0.00515934
        1202     1.12147     1.18805  0.00515535
        1203     1.11953     1.18799  0.00515138
        1204     1.11754     1.18794  0.00514743
        1205      1.1155     1.18788  0.00514351
        1206     1.11342     1.18781  0.00513962
        1207     1.11131     1.18775  0.00513575
        1208     1.10919     1.18769  0.00513191
        1209     1.10705     1.18762   0.0051281
        1210     1.10492     1.18755  0.00512432
        1211     1.10279     1.18748  0.00512056
        1212     1.10069     1.18741  0.00511684
        1213     1.09862     1.18734  0.00511314
        1214     1.09658     1.18726  0.00510948
        1215     1.09459     1.18718  0.00510584
        1216     1.09266     1.18711  0.00510223
        1217     1.09079     1.18703  0.00509866
        1218     1.08898     1.18695  0.00509511
        1219     1.08725     1.18686  0.00509158
        1220     1.08559     1.18678  0.00508808
        1221       1.084      1.1867  0.00508461
        1222     1.08249     1.18661  0.00508117
        1223     1.08105     1.18653  0.00507775
        1224     1.07969     1.18644  0.00507435
        1225     1.07841     1.18635  0.00507097
        1226     1.07719     1.18626  0.00506762
        1227     1.07605     1.18617  0.00506428
        1228     1.07497     1.18608  0.00506097
        1229     1.07396     1.18599  0.00505767
        1230     1.07302      1.1859   0.0050544
        1231     1.07213     1.18581  0.00505113
        1232     1.07131     1.18571  0.00504789
        1233     1.07054     1.18562  0.00504466
        1234     1.06982     1.18553  0.00504144
        1235     1.06917     1.18543  0.00503824
        1236     1.06857     1.18534  0.00503505
        1237     1.06803     1.18524  0.00503188
        1238     1.06756     1.18515  0.00502871
        1239     1.06715     1.18505  0.00502555
        1240     1.06681     1.18496   0.0050224
        1241     1.06654     1.18486  0.00501926
        1242     1.06636     1.18477  0.00501613
        1243     1.06626     1.18467    0.005013
        1244     1.06624     1.18458  0.00500987
        1245     1.06633     1.18448  0.00500675
        1246     1.06651     1.18439  0.00500363
        1247      1.0668     1.18429   0.0050005
        1248     1.06719      1.1842  0.00499738
        1249     1.06768      1.1841  0.00499425
        1250     1.06827     1.18401  0.00499111
        1251     1.06897     1.18392  0.00498797
        1252     1.06976     1.18383  0.00498482
        1253     1.07064     1.18374  0.00498166
        1254      1.0716     1.18365  0.00497849
        1255     1.07264     1.18356   0.0049753
        1256     1.07374     1.18347  0.00497211
        1257      1.0749     1.18339  0.00496891
        1258     1.07609      1.1833  0.00496569
        1259     1.07731     1.18322  0.00496246
        1260     1.07854     1.18313  0.00495921
        1261     1.07978     1.18305  0.00495596
        1262     1.08101     1.18297  0.00495269
        1263     1.08221     1.18289  0.00494941
        1264     1.08337     1.18281  0.00494612
        1265     1.08449     1.18273  0.00494282
        1266     1.08555     1.18266  0.00493952
        1267     1.08655     1.18258   0.0049362
        1268     1.08747     1.18251  0.00493288
        1269     1.08833     1.18243  0.00492955
        1270      1.0891     1.18236  0.00492621
        1271      1.0898     1.18229  0.00492288
        1272     1.09041     1.18221  0.00491954
        1273     1.09095     1.18214  0.00491619
        1274      1.0914     1.18207  0.00491285
        1275     1.09178       1.182  0.00490951
        1276     1.09209     1.18193  0.00490617
        1277     1.09233     1.18186  0.00490283
        1278     1.09252     1.18179  0.00489949
        1279     1.09265     1.18172  0.00489615
        1280     1.09274     1.18165  0.00489282
        1281      1.0928     1.18158  0.00488949
        1282     1.09284     1.18151  0.00488617
        1283     1.09285     1.18144  0.00488285
        1284     1.09286     1.18137  0.00487953
        1285     1.09287     1.18131  0.00487622
        1286     1.09288     1.18124  0.00487292
        1287     1.09292     1.18117  0.00486961
        1288     1.09298      1.1811  0.00486631
        1289     1.09307     1.18103  0.00486302
        1290      1.0932     1.18096  0.00485972
        1291     1.09338      1.1809  0.00485643
        1292      1.0936     1.18083  0.00485314
        1293     1.09388     1.18076  0.00484986
        1294     1.09422     1.18069  0.00484657
        1295     1.09463     1.18063  0.00484328
        1296      1.0951     1.18056     0.00484
        1297     1.09563      1.1805  0.00483671
        1298     1.09624     1.18043  0.00483342
        1299     1.09691     1.18037  0.00483012
        1300     1.09764      1.1803  0.00482683
        1301     1.09845     1.18024  0.00482353
        1302     1.09932     1.18018  0.00482022
        1303     1.10025     1.18012  0.00481691
        1304     1.10124     1.18006   0.0048136
        1305      1.1023        1.18  0.00481028
        1306      1.1034     1.17994  0.00480695
        1307     1.10456     1.17988  0.00480362
        1308     1.10577     1.17982  0.00480028
        1309     1.10703     1.17977  0.00479694
        1310     1.10833     1.17971  0.00479359
        1311     1.10967     1.17966  0.00479023
        1312     1.11104     1.17961  0.00478686
        1313     1.11245     1.17956  0.00478349
        1314     1.11388     1.17951  0.00478011
        1315     1.11535     1.17946  0.00477672
        1316     1.11683     1.17941  0.00477333
        1317     1.11833     1.17936  0.00476993
        1318     1.11985     1.17932  0.00476653
        1319     1.12137     1.17927  0.00476312
        1320      1.1229     1.17923   0.0047597
        1321     1.12443     1.17919  0.00475628
        1322     1.12595     1.17915  0.00475285
        1323     1.12747     1.17911  0.00474942
        1324     1.12898     1.17907  0.00474598
        1325     1.13047     1.17904  0.00474254
        1326     1.13194       1.179   0.0047391
        1327     1.13338     1.17897  0.00473565
        1328      1.1348     1.17893   0.0047322
        1329     1.13618      1.1789  0.00472875
        1330     1.13753     1.17887   0.0047253
        1331     1.13885     1.17884  0.00472184
        1332     1.14013     1.17881  0.00471839
        1333     1.14137     1.17878  0.00471493
        1334     1.14258     1.17876  0.00471147
        1335     1.14376     1.17873  0.00470802
        1336     1.14492      1.1787  0.00470456
        1337     1.14606     1.17868  0.00470111
        1338     1.14719     1.17866  0.00469765
        1339     1.14833     1.17863   0.0046942
        1340     1.14948     1.17861  0.00469075
        1341     1.15065     1.17859  0.00468729
        1342     1.15187     1.17857  0.00468384
        1343     1.15314     1.17855  0.00468039
        1344     1.15448     1.17853  0.00467695
        1345     1.15591     1.17852   0.0046735
        1346     1.15744      1.1785  0.00467005
        1347     1.15908     1.17849  0.00466661
        1348     1.16086     1.17847  0.00466317
        1349     1.16277     1.17846  0.00465972
        1350     1.16483     1.17845  0.00465628
        1351     1.16704     1.17844  0.00465284
        1352     1.16941     1.17844  0.00464941
        1353     1.17193     1.17843  0.00464597
        1354      1.1746     1.17843  0.00464254
        1355     1.17742     1.17843  0.00463912
        1356     1.18037     1.17843   0.0046357
        1357     1.18343     1.17843  0.00463228
        1358      1.1866     1.17844  0.00462887
        1359     1.18985     1.17845  0.00462547
        1360     1.19317     1.17846  0.00462209
        1361     1.19652     1.17847  0.00461871
        1362     1.19989     1.17849  0.00461535
        1363     1.20326     1.17851  0.00461199
        1364     1.20659     1.17853  0.00460866
        1365     1.20987     1.17855  0.00460534
        1366     1.21308     1.17858  0.00460204
        1367     1.21618      1.1786  0.00459875
        1368     1.21917     1.17863  0.00459549
        1369     1.22201     1.17866  0.00459224
        1370      1.2247      1.1787  0.00458901
        1371     1.22722     1.17873   0.0045858
        1372     1.22955     1.17877  0.00458261
        1373     1.23169     1.17881  0.00457943
        1374     1.23361     1.17885  0.00457627
        1375      1.2353     1.17889  0.00457313
        1376     1.23676     1.17893     0.00457
        1377     1.23798     1.17897  0.00456688
        1378     1.23895     1.17902  0.00456377
        1379     1.23966     1.17906  0.00456068
        1380     1.24011     1.17911  0.00455759
        1381     1.24029     1.17915   0.0045545
        1382     1.24019     1.17919  0.00455142
        1383     1.23981     1.17924  0.00454834
        1384     1.23915     1.17928  0.00454526
        1385      1.2382     1.17932  0.00454218
        1386     1.23696     1.17937  0.00453909
        1387     1.23544     1.17941    0.004536
        1388     1.23362     1.17945   0.0045329
        1389      1.2315     1.17948  0.00452979
        1390      1.2291     1.17952  0.00452667
        1391      1.2264     1.17955  0.00452354
        1392     1.22342     1.17958   0.0045204
        1393     1.22016     1.17961  0.00451725
        1394     1.21662     1.17964  0.00451409
        1395     1.21281     1.17966  0.00451092
        1396     1.20873     1.17968  0.00450773
        1397     1.20441      1.1797  0.00450454
        1398     1.19985     1.17972  0.00450134
        1399     1.19507     1.17973  0.00449814
        1400     1.19008     1.17973  0.00449493
        1401      1.1849     1.17974  0.00449172
        1402     1.17956     1.17974  0.00448852
        1403     1.17407     1.17973  0.00448532
        1404     1.16845     1.17973  0.00448213
        1405     1.16275     1.17971  0.00447896
        1406     1.15698      1.1797   0.0044758
        1407     1.15118     1.17968  0.00447267
        1408     1.14538     1.17965  0.00446956
        1409     1.13963     1.17962  0.00446648
        1410     1.13396     1.17959  0.00446343
        1411     1.12842     1.17956  0.00446041
        1412     1.12305     1.17952  0.00445743
        1413     1.11788     1.17947  0.00445449
        1414     1.11297     1.17943  0.00445159
        1415     1.10835     1.17938  0.00444873
        1416     1.10408     1.17932   0.0044459
        1417     1.10019     1.17927  0.00444311
        1418     1.09671     1.17921  0.00444036
        1419     1.09368     1.17915  0.00443764
        1420     1.09113     1.17909  0.00443495
        1421     1.08907     1.17902  0.00443228
        1422     1.08753     1.17896  0.00442963
        1423     1.08651     1.17889    0.004427
        1424     1.08601     1.17883  0.00442437
        1425     1.08603     1.17876  0.00442174
        1426     1.08656      1.1787  0.00441911
        1427     1.08759     1.17863  0.00441648
        1428     1.08908     1.17857  0.00441383
        1429     1.09102     1.17851  0.00441117
        1430     1.09338     1.17845  0.00440848
        1431     1.09611     1.17839  0.00440578
        1432     1.09918     1.17834  0.00440305
        1433     1.10255     1.17828  0.00440029
        1434     1.10618     1.17823  0.00439751
        1435     1.11003     1.17819  0.00439471
        1436     1.11407     1.17814  0.00439187
        1437     1.11824      1.1781  0.00438901
        1438     1.12251     1.17806  0.00438613
        1439     1.12685     1.17803  0.00438323
        1440     1.13122     1.17799   0.0043803
        1441     1.13559     1.17796  0.00437736
        1442     1.13992     1.17794  0.00437441
        1443     1.14418     1.17791  0.00437144
        1444     1.14836     1.17789  0.00436846
        1445      1.1524     1.17788  0.00436547
        1446      1.1563     1.17786  0.00436248
        1447     1.16003     1.17785  0.00435948
        1448     1.16356     1.17784  0.00435648
        1449     1.16687     1.17783  0.00435348
        1450     1.16994     1.17783  0.00435048
        1451     1.17277     1.17782  0.00434749
        1452     1.17532     1.17782  0.00434449
        1453     1.17759     1.17782   0.0043415
        1454     1.17957     1.17782  0.00433852
        1455     1.18125     1.17782  0.00433553
        1456     1.18262     1.17783  0.00433256
        1457     1.18368     1.17783  0.00432959
        1458     1.18443     1.17784  0.00432662
        1459     1.18486     1.17784  0.00432366
        1460     1.18499     1.17785   0.0043207
        1461     1.18481     1.17785  0.00431774
        1462     1.18433     1.17786  0.00431479
        1463     1.18356     1.17786  0.00431184
        1464     1.18252     1.17786   0.0043089
        1465     1.18122     1.17786  0.00430596
        1466     1.17967     1.17787  0.00430302
        1467     1.17789     1.17787  0.00430009
        1468     1.17589     1.17786  0.00429716
        1469     1.17369     1.17786  0.00429424
        1470      1.1713     1.17786  0.00429132
        1471     1.16876     1.17785   0.0042884
        1472     1.16606     1.17784   0.0042855
        1473     1.16323     1.17783   0.0042826
        1474     1.16029     1.17782  0.00427971
        1475     1.15724     1.17781  0.00427683
        1476     1.15411     1.17779  0.00427397
        1477     1.15091     1.17777  0.00427111
        1478     1.14764     1.17775  0.00426827
        1479     1.14432     1.17773  0.00426544
        1480     1.14096     1.17771  0.00426263
        1481     1.13757     1.17768  0.00425984
        1482     1.13415     1.17765  0.00425707
        1483     1.13071     1.17762  0.00425432
        1484     1.12725     1.17758  0.00425158
        1485     1.12379     1.17755  0.00424888
        1486     1.12032     1.17751  0.00424619
        1487     1.11685     1.17747  0.00424353
        1488     1.11339     1.17742   0.0042409
        1489     1.10993     1.17738  0.00423829
        1490      1.1065     1.17733  0.00423571
        1491     1.10308     1.17728  0.00423317
        1492      1.0997     1.17723  0.00423065
        1493     1.09635     1.17718  0.00422816
        1494     1.09305     1.17712  0.00422571
        1495      1.0898     1.17706  0.00422328
        1496     1.08662       1.177  0.00422089
        1497      1.0835     1.17694  0.00421854
        1498     1.08047     1.17687  0.00421621
        1499     1.07753     1.17681  0.00421392
        1500      1.0747     1.17674  0.00421166
        1501     1.07199     1.17667  0.00420943
        1502     1.06939      1.1766  0.00420723
        1503     1.06694     1.17653  0.00420507
        1504     1.06462     1.17645  0.00420293
        1505     1.06246     1.17638  0.00420082
        1506     1.06044      1.1763  0.00419874
        1507     1.05859     1.17622  0.00419668
        1508     1.05691     1.17614  0.00419464
        1509     1.05539     1.17606  0.00419262
        1510     1.05404     1.17598  0.00419062
        1511     1.05286      1.1759  0.00418864
        1512     1.05184     1.17582  0.00418668
        1513     1.05099     1.17573  0.00418472
        1514     1.05029     1.17565  0.00418278
        1515     1.04975     1.17557  0.00418084
        1516     1.04935     1.17548  0.00417891
        1517     1.04908      1.1754  0.00417699
        1518     1.04894     1.17532  0.00417507
        1519     1.04892     1.17524  0.00417315
        1520     1.04901     1.17515  0.00417123
        1521     1.04919     1.17507  0.00416931
        1522     1.04946     1.17499  0.00416739
        1523     1.04979      1.1749  0.00416546
        1524     1.05018     1.17482  0.00416353
        1525     1.05061     1.17474   0.0041616
        1526     1.05107     1.17466  0.00415966
        1527     1.05155     1.17458  0.00415772
        1528     1.05203      1.1745  0.00415577
        1529     1.05249     1.17442  0.00415382
        1530     1.05293     1.17434  0.00415186
        1531     1.05332     1.17426   0.0041499
        1532     1.05366     1.17418  0.00414794
        1533     1.05394      1.1741  0.00414598
        1534     1.05413     1.17403  0.00414401
        1535     1.05425     1.17395  0.00414205
        1536     1.05427     1.17387  0.00414008
        1537     1.05419     1.17379  0.00413812
        1538     1.05402     1.17371  0.00413616
        1539     1.05375     1.17364  0.00413421
        1540     1.05339     1.17356  0.00413226
        1541     1.05294     1.17348  0.00413032
        1542     1.05242      1.1734  0.00412839
        1543     1.05184     1.17332  0.00412647
        1544     1.05121     1.17324  0.00412455
        1545     1.05055     1.17316  0.00412265
        1546     1.04988     1.17308  0.00412075
        1547     1.04923       1.173  0.00411886
        1548     1.04862     1.17292  0.00411699
        1549     1.04806     1.17284  0.00411512
        1550     1.04759     1.17276  0.00411326
        1551     1.04723     1.17268   0.0041114
        1552     1.04698      1.1726  0.00410955
        1553     1.04689     1.17252   0.0041077
        1554     1.04695     1.17244  0.00410585
        1555     1.04718     1.17236    0.004104
        1556     1.04758     1.17228  0.00410215
        1557     1.04816      1.1722  0.00410029
        1558     1.04892     1.17212  0.00409842
        1559     1.04985     1.17204  0.00409654
        1560     1.05094     1.17196  0.00409465
        1561     1.05217     1.17189  0.00409275
        1562     1.05354     1.17181  0.00409083
        1563     1.05502     1.17174  0.00408889
        1564      1.0566     1.17166  0.00408694
        1565     1.05825     1.17159  0.00408497
        1566     1.05996     1.17152  0.00408298
        1567      1.0617     1.17145  0.00408098
        1568     1.06346     1.17138  0.00407896
        1569     1.06522     1.17131  0.00407692
        1570     1.06698     1.17125  0.00407487
        1571     1.06871     1.17118  0.00407279
        1572     1.07041     1.17112  0.00407071
        1573     1.07207     1.17105  0.00406861
        1574      1.0737     1.17099  0.00406649
        1575     1.07528     1.17093  0.00406436
        1576     1.07682     1.17087  0.00406222
        1577     1.07831     1.17081  0.00406007
        1578     1.07977     1.17075  0.00405791
        1579     1.08119      1.1707  0.00405574
        1580     1.08257     1.17064  0.00405355
        1581     1.08392     1.17059  0.00405136
        1582     1.08523     1.17053  0.00404916
        1583     1.08652     1.17048  0.00404695
        1584     1.08777     1.17043  0.00404473
        1585       1.089     1.17038   0.0040425
        1586     1.09019     1.17033  0.00404027
        1587     1.09134     1.17028  0.00403803
        1588     1.09246     1.17023  0.00403579
        1589     1.09353     1.17018  0.00403354
        1590     1.09454     1.17013  0.00403128
        1591     1.09551     1.17008  0.00402902
        1592      1.0964     1.17004  0.00402675
        1593     1.09723     1.16999  0.00402448
        1594     1.09799     1.16995  0.00402221
        1595     1.09866      1.1699  0.00401994
        1596     1.09924     1.16986  0.00401766
        1597     1.09974     1.16981  0.00401539
        1598     1.10014     1.16977  0.00401311
        1599     1.10044     1.16973  0.00401084
        1600     1.10064     1.16968  0.00400856
        1601     1.10075     1.16964  0.00400629
        1602     1.10077      1.1696  0.00400402
        1603     1.10069     1.16955  0.00400175
        1604     1.10054     1.16951  0.00399949
        1605      1.1003     1.16947  0.00399723
        1606     1.09999     1.16943  0.00399498
        1607     1.09963     1.16938  0.00399273
        1608     1.09921     1.16934  0.00399048
        1609     1.09875     1.16929  0.00398824
        1610     1.09826     1.16925  0.00398601
        1611     1.09774     1.16921  0.00398378
        1612     1.09722     1.16916  0.00398156
        1613     1.09669     1.16912  0.00397935
        1614     1.09617     1.16907  0.00397714
        1615     1.09567     1.16903  0.00397493
        1616     1.09519     1.16898  0.00397274
        1617     1.09474     1.16893  0.00397055
        1618     1.09433     1.16889  0.00396836
        1619     1.09395     1.16884  0.00396618
        1620     1.09362      1.1688    0.003964
        1621     1.09333     1.16875  0.00396183
        1622     1.09309      1.1687  0.00395966
        1623     1.09288     1.16866   0.0039575
        1624     1.09272     1.16861  0.00395534
        1625      1.0926     1.16856  0.00395318
        1626     1.09251     1.16852  0.00395102
        1627     1.09245     1.16847  0.00394887
        1628     1.09241     1.16842  0.00394672
        1629      1.0924     1.16838  0.00394458
        1630      1.0924     1.16833  0.00394243
        1631     1.09241     1.16828  0.00394029
        1632     1.09243     1.16824  0.00393815
        1633     1.09246     1.16819  0.00393601
        1634     1.09248     1.16814  0.00393388
        1635     1.09251      1.1681  0.00393174
        1636     1.09253     1.16805  0.00392961
        1637     1.09255       1.168  0.00392748
        1638     1.09256     1.16796  0.00392535
        1639     1.09256     1.16791  0.00392323
        1640     1.09257     1.16787   0.0039211
        1641     1.09257     1.16782  0.00391898
        1642     1.09258     1.16777  0.00391686
        1643     1.09259     1.16773  0.00391475
        1644      1.0926     1.16768  0.00391263
        1645     1.09263     1.16764  0.00391052
        1646     1.09268     1.16759  0.00390841
        1647     1.09274     1.16755   0.0039063
        1648     1.09283      1.1675  0.00390419
        1649     1.09295     1.16746  0.00390209
        1650      1.0931     1.16741  0.00389998
        1651     1.09329     1.16737  0.00389788
        1652     1.09351     1.16732  0.00389578
        1653     1.09377     1.16728  0.00389367
        1654     1.09409     1.16723  0.00389157
        1655     1.09445     1.16719  0.00388947
        1656     1.09486     1.16714  0.00388736
        1657     1.09533      1.1671  0.00388526
        1658     1.09585     1.16706  0.00388315
        1659     1.09644     1.16702  0.00388105
        1660     1.09709     1.16697  0.00387894
