BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -6.79299    -6.79299           0
           2    -6.79266    -6.79282 0.000113825
           3    -6.79213    -6.79259 0.000204331
           4    -6.79138    -6.79229 0.000304529
           5    -6.79041    -6.79191 0.000415039
           6    -6.78923    -6.79146 0.000535558
           7    -6.78782    -6.79094 0.000665734
           8    -6.78619    -6.79035 0.000805287
           9    -6.78433    -6.78968 0.000954028
          10    -6.78223    -6.78894  0.00111185
          11     -6.7799    -6.78811  0.00127871
          12    -6.77732    -6.78721  0.00145463
          13    -6.77418    -6.78621  0.00165251
          14    -6.77109    -6.78513  0.00185435
          15    -6.76757    -6.78396  0.00206769
          16    -6.76347    -6.78268  0.00230121
          17    -6.75908    -6.78129  0.00255047
          18    -6.75454    -6.77981  0.00280857
          19    -6.74969    -6.77822  0.00307571
          20    -6.74436    -6.77653   0.0033558
          21    -6.73898    -6.77474  0.00364121
          22     -6.7328    -6.77283  0.00394323
          23    -6.72625    -6.77081  0.00426032
          24    -6.71931    -6.76866  0.00459151
          25    -6.71181    -6.76639  0.00493897
          26    -6.70404    -6.76399  0.00529923
          27    -6.69583    -6.76147  0.00567245
          28    -6.68686     -6.7588  0.00606349
          29    -6.67756      -6.756  0.00646932
          30    -6.66761    -6.75305  0.00689207
          31    -6.65744    -6.74997   0.0073275
          32    -6.64627    -6.74673  0.00778216
          33    -6.63499    -6.74334  0.00825012
          34    -6.62297     -6.7398  0.00873409
          35    -6.61095    -6.73612  0.00922791
          36    -6.59829    -6.73229  0.00973348
          37    -6.58423    -6.72829   0.0102601
          38    -6.56994    -6.72412   0.0108032
          39    -6.55452    -6.71977   0.0113679
          40    -6.53838    -6.71524    0.011954
          41    -6.52167    -6.71052   0.0125602
          42    -6.50437    -6.70561   0.0131853
          43    -6.48646    -6.70051   0.0138286
          44    -6.46779    -6.69522   0.0144906
          45    -6.44834    -6.68974   0.0151717
          46    -6.42857    -6.68406   0.0158687
          47    -6.40862     -6.6782   0.0165779
          48    -6.38715    -6.67214    0.017306
          49    -6.36521    -6.66587   0.0180508
          50    -6.34192    -6.65939   0.0188166
          51    -6.31866    -6.65271   0.0195979
          52    -6.29408    -6.64582   0.0203985
          53    -6.26867     -6.6387   0.0212185
          54    -6.24293    -6.63137   0.0220551
          55    -6.21688    -6.62383   0.0229055
          56    -6.19058     -6.6161   0.0237672
          57    -6.16347    -6.60816   0.0246411
          58    -6.13591    -6.60001    0.025526
          59    -6.10751    -6.59167   0.0264231
          60    -6.07937    -6.58313   0.0273274
          61    -6.05037    -6.57439   0.0282406
          62    -6.02146    -6.56548   0.0291593
          63    -5.99257    -6.55638   0.0300811
          64    -5.96422    -6.54713   0.0310014
          65    -5.93511    -6.53771   0.0319223
          66    -5.90652    -6.52815   0.0328399
          67    -5.87715    -6.51843   0.0337566
          68    -5.84843    -6.50858   0.0346683
          69    -5.82042    -6.49861   0.0355715
          70    -5.79242    -6.48852   0.0364659
          71    -5.76434    -6.47832   0.0373515
          72    -5.73774    -6.46803   0.0382228
          73    -5.71057    -6.45766   0.0390822
          74    -5.68379     -6.4472   0.0399287
          75     -5.6585    -6.43668   0.0407576
          76    -5.63385    -6.42612   0.0415677
          77    -5.60958    -6.41552    0.042359
          78    -5.58606    -6.40488   0.0431301
          79    -5.56362    -6.39423   0.0438791
          80    -5.54156    -6.38357   0.0446063
          81    -5.52038    -6.37292   0.0453107
          82    -5.50058    -6.36228     0.04599
          83     -5.4813    -6.35167   0.0466447
          84    -5.46257    -6.34108    0.047275
          85    -5.44535    -6.33054    0.047879
          86    -5.42981    -6.32007   0.0484542
          87    -5.41495    -6.30967   0.0490015
          88    -5.40123    -6.29934   0.0495201
          89    -5.38883    -6.28911   0.0500093
          90    -5.37718    -6.27898   0.0504697
          91    -5.36748    -6.26896   0.0508993
          92    -5.35884    -6.25907   0.0512984
          93    -5.35111    -6.24931   0.0516675
          94    -5.34441    -6.23968   0.0520069
          95    -5.33918     -6.2302   0.0523162
          96    -5.33449    -6.22087   0.0525966
          97     -5.3312     -6.2117   0.0528481
          98    -5.32895    -6.20269   0.0530709
          99     -5.3274    -6.19385   0.0532662
         100    -5.32737    -6.18519   0.0534336
         101    -5.32804     -6.1767   0.0535743
         102    -5.32949    -6.16839    0.053689
         103    -5.33149    -6.16027   0.0537791
         104    -5.33409    -6.15232   0.0538456
         105    -5.33722    -6.14456   0.0538894
         106    -5.34094    -6.13698   0.0539117
         107    -5.34488    -6.12958   0.0539137
         108    -5.34924    -6.12235   0.0538965
         109    -5.35396     -6.1153   0.0538611
         110    -5.35866    -6.10842   0.0538089
         111    -5.36388    -6.10172   0.0537405
         112    -5.36851    -6.09517    0.053658
         113    -5.37326    -6.08878   0.0535621
         114    -5.37761    -6.08254   0.0534543
         115    -5.38215    -6.07645   0.0533353
         116    -5.38607     -6.0705   0.0532065
         117    -5.39043    -6.06469   0.0530683
         118    -5.39444    -6.05901   0.0529217
         119     -5.3984    -6.05346   0.0527673
         120    -5.40199    -6.04803   0.0526061
         121    -5.40492    -6.04271   0.0524392
         122    -5.40793    -6.03751   0.0522669
         123    -5.41058    -6.03241   0.0520899
         124    -5.41348    -6.02742   0.0519084
         125     -5.4162    -6.02253   0.0517229
         126     -5.4189    -6.01774   0.0515338
         127    -5.42083    -6.01304   0.0513419
         128    -5.42247    -6.00843   0.0511477
         129    -5.42443     -6.0039   0.0509511
         130    -5.42582    -5.99945   0.0507529
         131    -5.42757    -5.99509   0.0505528
         132    -5.42924     -5.9908   0.0503513
         133    -5.43085    -5.98659   0.0501484
         134    -5.43225    -5.98245   0.0499445
         135    -5.43345    -5.97839   0.0497398
         136    -5.43447    -5.97439   0.0495346
         137    -5.43546    -5.97045    0.049329
         138    -5.43673    -5.96659    0.049123
         139    -5.43782    -5.96278   0.0489166
         140    -5.43935    -5.95904   0.0487099
         141    -5.44055    -5.95537    0.048503
         142    -5.44157    -5.95175   0.0482962
         143    -5.44303    -5.94819   0.0480893
         144     -5.4443    -5.94469   0.0478825
         145    -5.44494    -5.94124   0.0476762
         146    -5.44599    -5.93785   0.0474702
         147    -5.44716    -5.93451   0.0472645
         148    -5.44782    -5.93123   0.0470594
         149    -5.44874    -5.92799   0.0468548
         150    -5.44977     -5.9248   0.0466508
         151    -5.45074    -5.92166   0.0464473
         152    -5.45167    -5.91857   0.0462446
         153     -5.4524    -5.91552   0.0460426
         154    -5.45324    -5.91252   0.0458414
         155    -5.45345    -5.90956   0.0456412
         156    -5.45455    -5.90664   0.0454417
         157    -5.45458    -5.90376   0.0452434
         158    -5.45553    -5.90093   0.0450459
         159    -5.45618    -5.89813   0.0448494
         160    -5.45702    -5.89537   0.0446537
         161     -5.4579    -5.89265    0.044459
         162    -5.45943    -5.88998   0.0442649
         163    -5.46058    -5.88735   0.0440716
         164     -5.4615    -5.88475   0.0438793
         165    -5.46264    -5.88219   0.0436879
         166    -5.46371    -5.87967   0.0434974
         167    -5.46531    -5.87719   0.0433076
         168    -5.46683    -5.87475   0.0431187
         169     -5.4681    -5.87234   0.0429306
         170    -5.46942    -5.86997   0.0427435
         171    -5.47031    -5.86763   0.0425574
         172    -5.47181    -5.86533   0.0423721
         173    -5.47314    -5.86306   0.0421878
         174    -5.47412    -5.86083   0.0420045
         175    -5.47534    -5.85863   0.0418222
         176    -5.47677    -5.85646   0.0416408
         177    -5.47763    -5.85432   0.0414605
         178    -5.47864    -5.85221   0.0412813
         179    -5.47904    -5.85012   0.0411033
         180    -5.47924    -5.84806   0.0409265
         181     -5.4794    -5.84602   0.0407511
         182    -5.47965    -5.84401   0.0405768
         183    -5.47892    -5.84202   0.0404041
         184    -5.47857    -5.84004   0.0402328
         185    -5.47799    -5.83808   0.0400629
         186    -5.47704    -5.83614   0.0398945
         187    -5.47572    -5.83421   0.0397277
         188     -5.4742     -5.8323   0.0395625
         189    -5.47294     -5.8304   0.0393988
         190    -5.47121    -5.82851   0.0392368
         191    -5.46918    -5.82663   0.0390764
         192    -5.46716    -5.82475   0.0389177
         193    -5.46534    -5.82289   0.0387606
         194    -5.46222    -5.82103   0.0386054
         195     -5.4601    -5.81918   0.0384518
         196    -5.45779    -5.81734   0.0382998
         197    -5.45561     -5.8155   0.0381493
         198    -5.45345    -5.81367   0.0380005
         199    -5.45161    -5.81185    0.037853
         200    -5.44921    -5.81004   0.0377072
         201    -5.44749    -5.80824   0.0375627
         202    -5.44555    -5.80644   0.0374196
         203    -5.44371    -5.80465   0.0372779
         204    -5.44168    -5.80288   0.0371376
         205    -5.44009    -5.80111   0.0369986
         206    -5.43863    -5.79935   0.0368608
         207    -5.43734     -5.7976   0.0367242
         208    -5.43605    -5.79586   0.0365888
         209    -5.43478    -5.79413   0.0364545
         210    -5.43355    -5.79241   0.0363213
         211    -5.43282    -5.79071   0.0361891
         212    -5.43274    -5.78902   0.0360578
         213    -5.43272    -5.78735   0.0359273
         214    -5.43278    -5.78569   0.0357976
         215    -5.43262    -5.78405   0.0356687
         216    -5.43346    -5.78243   0.0355405
         217    -5.43442    -5.78082   0.0354129
         218    -5.43489    -5.77924    0.035286
         219    -5.43639    -5.77767   0.0351596
         220    -5.43744    -5.77612   0.0350337
         221     -5.4394     -5.7746   0.0349083
         222    -5.44167     -5.7731   0.0347833
         223     -5.4441    -5.77163   0.0346586
         224    -5.44715    -5.77018   0.0345341
         225    -5.45038    -5.76876   0.0344099
         226    -5.45406    -5.76736   0.0342858
         227    -5.45791      -5.766   0.0341618
         228    -5.46219    -5.76467    0.034038
         229    -5.46644    -5.76336   0.0339142
         230    -5.47049    -5.76209   0.0337907
         231    -5.47552    -5.76085   0.0336672
         232    -5.48029    -5.75964   0.0335438
         233    -5.48597    -5.75847   0.0334204
         234    -5.49178    -5.75733    0.033297
         235    -5.49753    -5.75622   0.0331736
         236     -5.5027    -5.75515   0.0330504
         237    -5.50819    -5.75411   0.0329274
         238    -5.51394     -5.7531   0.0328045
         239    -5.51917    -5.75212   0.0326819
         240    -5.52475    -5.75117   0.0325594
         241    -5.52973    -5.75025   0.0324373
         242    -5.53499    -5.74936   0.0323154
         243    -5.54006     -5.7485   0.0321939
         244    -5.54522    -5.74767   0.0320728
         245    -5.54937    -5.74686   0.0319521
         246    -5.55418    -5.74607   0.0318318
         247    -5.55767    -5.74531    0.031712
         248    -5.56088    -5.74457   0.0315929
         249    -5.56396    -5.74384   0.0314743
         250    -5.56647    -5.74313   0.0313564
         251    -5.56931    -5.74244   0.0312391
         252    -5.57187    -5.74176   0.0311225
         253    -5.57402     -5.7411   0.0310066
         254    -5.57592    -5.74045   0.0308913
         255    -5.57772    -5.73981   0.0307768
         256    -5.57943    -5.73919   0.0306629
         257    -5.58078    -5.73857   0.0305498
         258    -5.58192    -5.73796   0.0304374
         259    -5.58272    -5.73736   0.0303258
         260    -5.58318    -5.73677    0.030215
         261    -5.58332    -5.73618   0.0301049
         262    -5.58347     -5.7356   0.0299957
         263    -5.58347    -5.73502   0.0298872
         264    -5.58335    -5.73445   0.0297795
         265    -5.58295    -5.73387   0.0296726
         266    -5.58291    -5.73331   0.0295665
         267    -5.58247    -5.73274   0.0294611
         268    -5.58225    -5.73218   0.0293566
         269    -5.58225    -5.73162   0.0292527
         270    -5.58172    -5.73107   0.0291496
         271    -5.58054    -5.73051   0.0290474
         272     -5.5796    -5.72996   0.0289459
         273    -5.57921    -5.72941   0.0288451
         274    -5.57817    -5.72885   0.0287451
         275    -5.57739     -5.7283   0.0286459
         276    -5.57611    -5.72775   0.0285474
         277     -5.5751     -5.7272   0.0284496
         278     -5.5742    -5.72665   0.0283526
         279    -5.57326     -5.7261   0.0282563
         280    -5.57273    -5.72555   0.0281607
         281      -5.572    -5.72501   0.0280658
         282    -5.57122    -5.72446   0.0279716
         283    -5.56964    -5.72391   0.0278781
         284    -5.56801    -5.72336   0.0277853
         285    -5.56662    -5.72281   0.0276933
         286    -5.56561    -5.72227   0.0276019
         287    -5.56409    -5.72171   0.0275112
         288    -5.56248    -5.72116   0.0274213
         289     -5.5608    -5.72061    0.027332
         290    -5.55917    -5.72005   0.0272434
         291    -5.55746    -5.71949   0.0271555
         292    -5.55564    -5.71893   0.0270683
         293    -5.55402    -5.71837   0.0269818
         294     -5.5517     -5.7178    0.026896
         295     -5.5494    -5.71723   0.0268109
         296    -5.54699    -5.71665   0.0267265
         297    -5.54462    -5.71607   0.0266427
         298    -5.54213    -5.71549   0.0265597
         299    -5.53922     -5.7149   0.0264774
         300    -5.53634    -5.71431   0.0263959
         301     -5.5335    -5.71371    0.026315
         302     -5.5304     -5.7131   0.0262349
         303    -5.52749    -5.71249   0.0261555
         304    -5.52404    -5.71187   0.0260768
         305     -5.5205    -5.71124   0.0259988
         306    -5.51749    -5.71061   0.0259216
         307     -5.5138    -5.70996    0.025845
         308    -5.51036    -5.70932   0.0257693
         309    -5.50671    -5.70866   0.0256942
         310    -5.50256      -5.708   0.0256199
         311    -5.49884    -5.70732   0.0255464
         312     -5.4954    -5.70664   0.0254735
         313    -5.49179    -5.70596   0.0254014
         314    -5.48802    -5.70526     0.02533
         315    -5.48439    -5.70456   0.0252592
         316    -5.48107    -5.70386   0.0251892
         317    -5.47759    -5.70314   0.0251199
         318    -5.47351    -5.70242   0.0250512
         319    -5.46989    -5.70169   0.0249833
         320    -5.46671    -5.70096    0.024916
         321    -5.46293    -5.70021   0.0248494
         322    -5.45885    -5.69946   0.0247836
         323    -5.45505    -5.69871   0.0247184
         324    -5.45124    -5.69794   0.0246539
         325    -5.44756    -5.69717   0.0245901
         326    -5.44402     -5.6964   0.0245269
         327    -5.44016    -5.69561   0.0244644
         328    -5.43657    -5.69482   0.0244026
         329    -5.43343    -5.69403   0.0243413
         330    -5.42981    -5.69323   0.0242807
         331    -5.42618    -5.69242   0.0242208
         332    -5.42224    -5.69161   0.0241615
         333    -5.41831    -5.69079   0.0241029
         334    -5.41454    -5.68996   0.0240449
         335     -5.4102    -5.68913   0.0239876
         336    -5.40636    -5.68828    0.023931
         337    -5.40289    -5.68744   0.0238749
         338     -5.3986    -5.68658   0.0238196
         339    -5.39517    -5.68572   0.0237648
         340    -5.39141    -5.68486   0.0237107
         341    -5.38825    -5.68399   0.0236571
         342    -5.38541    -5.68311   0.0236041
         343    -5.38292    -5.68224   0.0235515
         344    -5.38002    -5.68136   0.0234994
         345    -5.37706    -5.68048   0.0234478
         346    -5.37556     -5.6796   0.0233966
         347    -5.37341    -5.67871   0.0233458
         348     -5.3714    -5.67783   0.0232954
         349    -5.37028    -5.67695   0.0232453
         350    -5.36916    -5.67607   0.0231955
         351    -5.36879     -5.6752    0.023146
         352    -5.36843    -5.67432   0.0230966
         353    -5.36839    -5.67346   0.0230474
         354    -5.36896     -5.6726   0.0229984
         355    -5.36954    -5.67174   0.0229494
         356    -5.36997     -5.6709   0.0229006
         357    -5.37145    -5.67006   0.0228518
         358    -5.37293    -5.66923   0.0228031
         359    -5.37453    -5.66841   0.0227543
         360    -5.37639     -5.6676   0.0227056
         361     -5.3785    -5.66679   0.0226568
         362      -5.381      -5.666   0.0226079
         363    -5.38372    -5.66523    0.022559
         364    -5.38587    -5.66446   0.0225101
         365    -5.38912    -5.66371   0.0224611
         366    -5.39282    -5.66297   0.0224119
         367    -5.39666    -5.66224   0.0223626
         368    -5.39986    -5.66153   0.0223132
         369     -5.4033    -5.66083   0.0222637
         370    -5.40637    -5.66014   0.0222141
         371    -5.40994    -5.65946   0.0221645
         372    -5.41355     -5.6588   0.0221148
         373    -5.41717    -5.65816   0.0220649
         374    -5.42109    -5.65752   0.0220151
         375    -5.42469     -5.6569   0.0219651
         376    -5.42811    -5.65629   0.0219151
         377    -5.43147     -5.6557   0.0218651
         378    -5.43507    -5.65511    0.021815
         379    -5.43859    -5.65454    0.021765
         380    -5.44233    -5.65398   0.0217148
         381    -5.44582    -5.65344   0.0216647
         382     -5.4486     -5.6529   0.0216146
         383    -5.45171    -5.65238   0.0215646
         384     -5.4547    -5.65186   0.0215146
         385    -5.45741    -5.65136   0.0214646
