BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        1990     1.68707     1.74726  0.00495864
        1991     1.69403     1.74723  0.00495622
        1992     1.70135     1.74721  0.00495378
        1993     1.70902     1.74719  0.00495133
        1994       1.717     1.74717  0.00494887
        1995     1.72528     1.74716  0.00494641
        1996     1.73379     1.74716  0.00494393
        1997     1.74249     1.74715  0.00494146
        1998     1.75132     1.74716  0.00493898
        1999     1.76021     1.74716  0.00493652
        2000     1.76911     1.74717  0.00493406
        2001     1.77793     1.74719  0.00493162
        2002     1.78661     1.74721   0.0049292
        2003      1.7951     1.74723  0.00492679
        2004     1.80333     1.74726  0.00492441
        2005     1.81124     1.74729  0.00492206
        2006     1.81879     1.74733  0.00491974
        2007     1.82592     1.74737  0.00491744
        2008     1.83261     1.74741  0.00491518
        2009     1.83883     1.74745  0.00491294
        2010     1.84455      1.7475  0.00491073
        2011     1.84976     1.74755  0.00490855
        2012     1.85445     1.74761   0.0049064
        2013     1.85861     1.74766  0.00490427
        2014     1.86225     1.74772  0.00490217
        2015     1.86536     1.74778  0.00490008
        2016     1.86795     1.74784  0.00489802
        2017     1.87004      1.7479  0.00489596
        2018     1.87165     1.74796  0.00489392
        2019     1.87279     1.74802  0.00489189
        2020     1.87348     1.74808  0.00488986
        2021     1.87375     1.74814  0.00488784
        2022     1.87361     1.74821  0.00488581
        2023     1.87308     1.74827  0.00488379
        2024     1.87221     1.74833  0.00488176
        2025       1.871     1.74839  0.00487972
        2026     1.86948     1.74845  0.00487768
        2027     1.86768     1.74851  0.00487563
        2028     1.86561     1.74857  0.00487357
        2029      1.8633     1.74862  0.00487149
        2030     1.86077     1.74868  0.00486941
        2031     1.85804     1.74873  0.00486731
        2032     1.85513     1.74878  0.00486519
        2033     1.85206     1.74884  0.00486306
        2034     1.84885     1.74888  0.00486092
        2035     1.84551     1.74893  0.00485877
        2036     1.84206     1.74898  0.00485659
        2037     1.83852     1.74902  0.00485441
        2038     1.83489     1.74906  0.00485221
        2039     1.83119      1.7491     0.00485
        2040     1.82743     1.74914  0.00484777
        2041     1.82363     1.74918  0.00484553
        2042     1.81977     1.74921  0.00484328
        2043     1.81589     1.74925  0.00484102
        2044     1.81197     1.74928  0.00483875
        2045     1.80802     1.74931  0.00483647
        2046     1.80405     1.74933  0.00483418
        2047     1.80005     1.74936  0.00483188
        2048     1.79603     1.74938  0.00482958
        2049     1.79197      1.7494  0.00482727
        2050     1.78789     1.74942  0.00482495
        2051     1.78377     1.74944  0.00482262
        2052     1.77961     1.74945   0.0048203
        2053     1.77541     1.74946  0.00481796
        2054     1.77117     1.74947  0.00481563
        2055     1.76689     1.74948   0.0048133
        2056     1.76255     1.74949  0.00481096
        2057     1.75818     1.74949  0.00480862
        2058     1.75375      1.7495  0.00480629
        2059     1.74929      1.7495  0.00480395
        2060     1.74478     1.74949  0.00480162
        2061     1.74024     1.74949  0.00479929
        2062     1.73567     1.74948  0.00479697
        2063     1.73108     1.74947  0.00479465
        2064     1.72648     1.74946  0.00479234
        2065     1.72188     1.74945  0.00479004
        2066     1.71728     1.74943  0.00478775
        2067      1.7127     1.74942  0.00478546
        2068     1.70815      1.7494  0.00478319
        2069     1.70363     1.74937  0.00478093
        2070     1.69916     1.74935  0.00477868
        2071     1.69475     1.74932  0.00477645
        2072      1.6904     1.74929  0.00477423
        2073     1.68612     1.74926  0.00477202
        2074     1.68191     1.74923  0.00476983
        2075     1.67779      1.7492  0.00476766
        2076     1.67375     1.74916   0.0047655
        2077      1.6698     1.74912  0.00476336
        2078     1.66595     1.74908  0.00476123
        2079     1.66219     1.74904  0.00475913
        2080     1.65854       1.749  0.00475704
        2081     1.65499     1.74895  0.00475497
        2082     1.65155      1.7489  0.00475291
        2083     1.64822     1.74886  0.00475088
        2084     1.64499     1.74881  0.00474886
        2085     1.64188     1.74876  0.00474686
        2086     1.63889      1.7487  0.00474487
        2087     1.63601     1.74865  0.00474291
        2088     1.63325     1.74859  0.00474096
        2089     1.63062     1.74854  0.00473902
        2090     1.62811     1.74848  0.00473711
        2091     1.62572     1.74842  0.00473521
        2092     1.62346     1.74836  0.00473332
        2093     1.62133      1.7483  0.00473145
        2094     1.61932     1.74824  0.00472959
        2095     1.61743     1.74818  0.00472774
        2096     1.61566     1.74811  0.00472591
        2097     1.61401     1.74805  0.00472409
        2098     1.61248     1.74798  0.00472228
        2099     1.61106     1.74792  0.00472048
        2100     1.60974     1.74785  0.00471869
        2101     1.60852     1.74779  0.00471691
        2102     1.60739     1.74772  0.00471514
        2103     1.60634     1.74765  0.00471338
        2104     1.60537     1.74759  0.00471162
        2105     1.60445     1.74752  0.00470987
        2106     1.60359     1.74745  0.00470813
        2107     1.60276     1.74738   0.0047064
        2108     1.60197     1.74731  0.00470467
        2109      1.6012     1.74724  0.00470295
        2110     1.60044     1.74717  0.00470124
        2111     1.59968      1.7471  0.00469953
        2112     1.59891     1.74703  0.00469783
        2113     1.59814     1.74696  0.00469613
        2114     1.59735     1.74689  0.00469444
        2115     1.59653     1.74682  0.00469276
        2116      1.5957     1.74675  0.00469109
        2117     1.59484     1.74668  0.00468942
        2118     1.59396     1.74661  0.00468776
        2119     1.59307     1.74653  0.00468611
        2120     1.59217     1.74646  0.00468446
        2121     1.59127     1.74639  0.00468283
        2122     1.59038     1.74631   0.0046812
        2123     1.58951     1.74624  0.00467958
        2124     1.58868     1.74617  0.00467796
        2125      1.5879     1.74609  0.00467635
        2126     1.58719     1.74602  0.00467475
        2127     1.58657     1.74594  0.00467315
        2128     1.58605     1.74587  0.00467156
        2129     1.58567     1.74579  0.00466997
        2130     1.58544     1.74572  0.00466839
        2131     1.58538     1.74564   0.0046668
        2132      1.5855     1.74556  0.00466522
        2133     1.58585     1.74549  0.00466363
        2134     1.58642     1.74542  0.00466204
        2135     1.58725     1.74534  0.00466045
        2136     1.58835     1.74527  0.00465884
        2137     1.58973      1.7452  0.00465723
        2138     1.59141     1.74512  0.00465561
        2139      1.5934     1.74505  0.00465397
        2140     1.59571     1.74498  0.00465232
        2141     1.59834     1.74491  0.00465065
        2142     1.60128     1.74485  0.00464897
        2143     1.60453     1.74478  0.00464726
        2144     1.60808     1.74472  0.00464553
        2145     1.61192     1.74466  0.00464377
        2146     1.61603      1.7446    0.004642
        2147     1.62038     1.74454   0.0046402
        2148     1.62495     1.74448  0.00463837
        2149     1.62971     1.74443  0.00463652
        2150     1.63464     1.74438  0.00463464
        2151     1.63969     1.74433  0.00463274
        2152     1.64484     1.74428  0.00463082
        2153     1.65005     1.74424  0.00462888
        2154     1.65529      1.7442  0.00462691
        2155     1.66052     1.74416  0.00462493
        2156      1.6657     1.74412  0.00462293
        2157     1.67082     1.74409  0.00462091
        2158     1.67582     1.74406  0.00461888
        2159     1.68069     1.74403  0.00461683
        2160      1.6854       1.744  0.00461477
        2161     1.68991     1.74398   0.0046127
        2162     1.69422     1.74395  0.00461063
        2163     1.69829     1.74393  0.00460854
        2164     1.70212     1.74391  0.00460646
        2165     1.70567     1.74389  0.00460436
        2166     1.70895     1.74388  0.00460226
        2167     1.71193     1.74386  0.00460016
        2168      1.7146     1.74385  0.00459806
        2169     1.71697     1.74384  0.00459596
        2170     1.71902     1.74383  0.00459385
        2171     1.72075     1.74382  0.00459175
        2172     1.72216     1.74381  0.00458965
        2173     1.72326      1.7438  0.00458755
        2174     1.72404     1.74379  0.00458544
        2175     1.72452     1.74378  0.00458334
        2176     1.72468     1.74377  0.00458125
        2177     1.72455     1.74376  0.00457915
        2178     1.72412     1.74375  0.00457706
        2179     1.72342     1.74374  0.00457497
        2180     1.72244     1.74373  0.00457288
        2181     1.72121     1.74372  0.00457079
        2182     1.71973     1.74371  0.00456871
        2183     1.71801      1.7437  0.00456663
        2184     1.71609     1.74369  0.00456456
        2185     1.71396     1.74367  0.00456249
        2186     1.71165     1.74366  0.00456043
        2187     1.70918     1.74364  0.00455837
        2188     1.70656     1.74363  0.00455632
        2189     1.70382     1.74361  0.00455427
        2190     1.70096     1.74359  0.00455224
        2191     1.69801     1.74357   0.0045502
        2192     1.69499     1.74355  0.00454818
        2193     1.69192     1.74352  0.00454617
        2194     1.68881      1.7435  0.00454417
        2195     1.68568     1.74347  0.00454217
        2196     1.68255     1.74344  0.00454019
        2197     1.67943     1.74341  0.00453822
        2198     1.67634     1.74338  0.00453625
        2199     1.67328     1.74335   0.0045343
        2200     1.67027     1.74332  0.00453236
        2201     1.66732     1.74328  0.00453044
        2202     1.66443     1.74325  0.00452852
        2203     1.66162     1.74321  0.00452662
        2204     1.65888     1.74317  0.00452472
        2205     1.65621     1.74313  0.00452284
        2206     1.65363     1.74309  0.00452098
        2207     1.65113     1.74305  0.00451912
        2208      1.6487     1.74301  0.00451727
        2209     1.64634     1.74296  0.00451544
        2210     1.64406     1.74292  0.00451362
        2211     1.64185     1.74287  0.00451181
        2212     1.63971     1.74283  0.00451001
        2213     1.63764     1.74278  0.00450822
        2214     1.63564     1.74273  0.00450645
        2215     1.63371     1.74268  0.00450468
        2216     1.63186     1.74263  0.00450293
        2217      1.6301     1.74258  0.00450118
        2218     1.62842     1.74253  0.00449945
        2219     1.62685     1.74248  0.00449772
        2220      1.6254     1.74242    0.004496
        2221     1.62407     1.74237  0.00449429
        2222      1.6229     1.74232  0.00449259
        2223      1.6219     1.74226   0.0044909
        2224     1.62109     1.74221  0.00448921
        2225     1.62049     1.74215  0.00448753
        2226     1.62012      1.7421  0.00448585
        2227     1.62001     1.74204  0.00448417
        2228     1.62017     1.74199  0.00448249
        2229     1.62063     1.74194  0.00448081
        2230     1.62142     1.74188  0.00447912
        2231     1.62253     1.74183  0.00447743
        2232       1.624     1.74178  0.00447574
        2233     1.62582     1.74172  0.00447404
        2234       1.628     1.74167  0.00447232
        2235     1.63055     1.74162   0.0044706
        2236     1.63345     1.74157  0.00446886
        2237     1.63672     1.74153  0.00446711
        2238     1.64033     1.74148  0.00446534
        2239     1.64427     1.74144  0.00446356
        2240     1.64852      1.7414  0.00446176
        2241     1.65306     1.74136  0.00445994
        2242     1.65786     1.74132  0.00445811
        2243     1.66289     1.74129  0.00445626
        2244     1.66812     1.74125  0.00445439
        2245     1.67352     1.74122  0.00445251
        2246     1.67904      1.7412  0.00445061
        2247     1.68467     1.74117   0.0044487
        2248     1.69035     1.74115  0.00444678
        2249     1.69605     1.74113  0.00444485
        2250     1.70174     1.74111  0.00444291
        2251     1.70738     1.74109  0.00444096
        2252     1.71294     1.74108  0.00443901
        2253     1.71838     1.74107  0.00443705
        2254     1.72367     1.74106  0.00443509
        2255     1.72878     1.74106  0.00443312
        2256     1.73368     1.74106  0.00443116
        2257     1.73834     1.74105   0.0044292
        2258     1.74275     1.74106  0.00442723
        2259     1.74688     1.74106  0.00442527
        2260     1.75072     1.74106  0.00442332
        2261     1.75425     1.74107  0.00442137
        2262     1.75745     1.74108  0.00441942
        2263     1.76033     1.74108  0.00441747
        2264     1.76286     1.74109  0.00441553
        2265     1.76506      1.7411   0.0044136
        2266     1.76691     1.74112  0.00441166
        2267     1.76842     1.74113  0.00440973
        2268     1.76959     1.74114  0.00440781
        2269     1.77042     1.74115  0.00440588
        2270     1.77091     1.74117  0.00440396
        2271     1.77107     1.74118  0.00440204
        2272     1.77091     1.74119  0.00440012
        2273     1.77044      1.7412  0.00439821
        2274     1.76966     1.74122  0.00439629
        2275     1.76859     1.74123  0.00439437
        2276     1.76724     1.74124  0.00439246
        2277     1.76563     1.74125  0.00439054
        2278     1.76378     1.74126  0.00438863
        2279     1.76169     1.74127  0.00438671
        2280      1.7594     1.74128  0.00438479
        2281     1.75692     1.74129  0.00438288
        2282     1.75427     1.74129  0.00438096
        2283     1.75147      1.7413  0.00437904
        2284     1.74856      1.7413  0.00437713
        2285     1.74554      1.7413  0.00437521
        2286     1.74246      1.7413   0.0043733
        2287     1.73934      1.7413  0.00437138
        2288      1.7362      1.7413  0.00436947
        2289     1.73307     1.74129  0.00436757
        2290     1.72997     1.74129  0.00436566
        2291     1.72692     1.74128  0.00436376
        2292     1.72393     1.74128  0.00436186
        2293     1.72103     1.74127  0.00435997
        2294     1.71823     1.74126  0.00435808
        2295     1.71552     1.74125   0.0043562
        2296     1.71293     1.74123  0.00435432
        2297     1.71045     1.74122  0.00435244
        2298     1.70808     1.74121  0.00435057
        2299     1.70581     1.74119  0.00434871
        2300     1.70363     1.74117  0.00434685
        2301     1.70153     1.74116  0.00434499
        2302     1.69948     1.74114  0.00434314
        2303     1.69748     1.74112   0.0043413
        2304      1.6955      1.7411  0.00433946
        2305     1.69352     1.74108  0.00433763
        2306     1.69151     1.74106   0.0043358
        2307     1.68945     1.74104  0.00433398
        2308     1.68732     1.74101  0.00433216
        2309      1.6851     1.74099  0.00433035
        2310     1.68277     1.74096  0.00432855
        2311     1.68031     1.74094  0.00432676
        2312      1.6777     1.74091  0.00432497
        2313     1.67495     1.74088   0.0043232
        2314     1.67204     1.74085  0.00432143
        2315     1.66898     1.74082  0.00431968
        2316     1.66576     1.74079  0.00431793
        2317     1.66241     1.74075   0.0043162
        2318     1.65893     1.74072  0.00431448
        2319     1.65534     1.74068  0.00431278
        2320     1.65168     1.74064  0.00431109
        2321     1.64798      1.7406  0.00430942
        2322     1.64427     1.74056  0.00430776
        2323     1.64059     1.74052  0.00430612
        2324       1.637     1.74047   0.0043045
        2325     1.63354     1.74043   0.0043029
        2326     1.63025     1.74038  0.00430131
        2327      1.6272     1.74033  0.00429973
        2328     1.62442     1.74028  0.00429817
        2329     1.62197     1.74023  0.00429663
        2330      1.6199     1.74018  0.00429509
        2331     1.61824     1.74013  0.00429357
        2332     1.61703     1.74007  0.00429205
        2333      1.6163     1.74002  0.00429054
        2334     1.61607     1.73997  0.00428903
        2335     1.61635     1.73992  0.00428752
        2336     1.61715     1.73986  0.00428601
        2337     1.61846     1.73981  0.00428449
        2338     1.62028     1.73976  0.00428296
        2339     1.62258     1.73971  0.00428142
        2340     1.62535     1.73966  0.00427987
        2341     1.62854     1.73961  0.00427831
        2342     1.63214     1.73957  0.00427673
        2343     1.63609     1.73952  0.00427513
        2344     1.64037     1.73948  0.00427352
        2345     1.64494     1.73944  0.00427188
        2346     1.64975      1.7394  0.00427023
        2347     1.65478     1.73937  0.00426857
        2348     1.65998     1.73933  0.00426688
        2349     1.66533      1.7393  0.00426518
        2350      1.6708     1.73927  0.00426347
        2351     1.67635     1.73925  0.00426174
        2352     1.68198     1.73922     0.00426
        2353     1.68764      1.7392  0.00425824
        2354     1.69334     1.73918  0.00425648
        2355     1.69903     1.73916   0.0042547
        2356     1.70472     1.73915  0.00425292
        2357     1.71037     1.73914  0.00425114
        2358     1.71597     1.73913  0.00424934
        2359     1.72151     1.73912  0.00424755
        2360     1.72696     1.73911  0.00424575
        2361     1.73231     1.73911  0.00424396
        2362     1.73754     1.73911  0.00424216
        2363     1.74263     1.73911  0.00424036
        2364     1.74755     1.73911  0.00423857
        2365      1.7523     1.73912  0.00423678
        2366     1.75684     1.73913    0.004235
        2367     1.76117     1.73914  0.00423322
        2368     1.76525     1.73915  0.00423145
        2369     1.76908     1.73916  0.00422968
        2370     1.77263     1.73917  0.00422792
        2371     1.77589     1.73919  0.00422616
        2372     1.77886     1.73921  0.00422442
        2373     1.78151     1.73922  0.00422267
        2374     1.78384     1.73924  0.00422094
        2375     1.78585     1.73926   0.0042192
        2376     1.78753     1.73928  0.00421748
        2377     1.78888      1.7393  0.00421575
        2378      1.7899     1.73933  0.00421404
        2379      1.7906     1.73935  0.00421232
        2380     1.79099     1.73937  0.00421061
        2381     1.79109     1.73939  0.00420889
        2382     1.79089     1.73941  0.00420718
        2383     1.79043     1.73943  0.00420547
        2384     1.78971     1.73945  0.00420376
        2385     1.78877     1.73948  0.00420205
        2386     1.78761      1.7395  0.00420033
        2387     1.78628     1.73952  0.00419862
        2388     1.78479     1.73953  0.00419691
        2389     1.78317     1.73955  0.00419519
        2390     1.78145     1.73957  0.00419347
        2391     1.77965     1.73959  0.00419175
        2392     1.77781      1.7396  0.00419003
        2393     1.77594     1.73962   0.0041883
        2394     1.77406     1.73963  0.00418658
        2395      1.7722     1.73965  0.00418485
        2396     1.77036     1.73966  0.00418313
        2397     1.76857     1.73967   0.0041814
        2398     1.76682     1.73968  0.00417967
        2399     1.76514     1.73969  0.00417794
        2400     1.76351      1.7397  0.00417621
        2401     1.76194     1.73971  0.00417448
        2402     1.76043     1.73972  0.00417275
        2403     1.75897     1.73973  0.00417103
        2404     1.75756     1.73974   0.0041693
        2405     1.75618     1.73974  0.00416757
        2406     1.75483     1.73975  0.00416584
        2407     1.75349     1.73975  0.00416411
        2408     1.75218     1.73976  0.00416239
        2409     1.75087     1.73976  0.00416066
        2410     1.74956     1.73977  0.00415894
        2411     1.74826     1.73977  0.00415722
        2412     1.74697     1.73977  0.00415549
        2413     1.74569     1.73978  0.00415377
        2414     1.74445     1.73978  0.00415205
        2415     1.74326     1.73978  0.00415033
        2416     1.74212     1.73978  0.00414861
        2417     1.74107     1.73978   0.0041469
        2418     1.74012     1.73978  0.00414518
        2419      1.7393     1.73978  0.00414347
        2420     1.73862     1.73978  0.00414176
        2421     1.73812     1.73978  0.00414005
        2422      1.7378     1.73978  0.00413834
        2423     1.73769     1.73978  0.00413663
        2424     1.73779     1.73978  0.00413492
        2425     1.73812     1.73978  0.00413322
        2426     1.73866     1.73978  0.00413151
        2427     1.73943     1.73978  0.00412981
        2428     1.74041     1.73978  0.00412811
        2429     1.74158     1.73978  0.00412641
        2430     1.74293     1.73978  0.00412471
        2431     1.74444     1.73978  0.00412302
        2432     1.74607     1.73978  0.00412132
        2433      1.7478     1.73979  0.00411963
        2434     1.74959     1.73979  0.00411794
        2435     1.75141      1.7398  0.00411625
        2436     1.75323      1.7398  0.00411457
        2437     1.75501     1.73981  0.00411288
        2438     1.75672     1.73981   0.0041112
        2439     1.75833     1.73982  0.00410952
        2440     1.75981     1.73983  0.00410785
        2441     1.76114     1.73984  0.00410617
        2442     1.76228     1.73985   0.0041045
        2443     1.76323     1.73986  0.00410283
        2444     1.76395     1.73987  0.00410117
        2445     1.76444     1.73988   0.0040995
        2446     1.76468     1.73989  0.00409784
        2447     1.76465      1.7399  0.00409617
        2448     1.76437     1.73991  0.00409451
        2449     1.76381     1.73992  0.00409285
        2450     1.76299     1.73993  0.00409119
        2451     1.76189     1.73994  0.00408953
        2452     1.76053     1.73994  0.00408787
        2453     1.75891     1.73995  0.00408622
        2454     1.75703     1.73996  0.00408456
        2455     1.75493     1.73997   0.0040829
        2456      1.7526     1.73997  0.00408124
        2457     1.75006     1.73997  0.00407958
        2458     1.74735     1.73998  0.00407792
        2459     1.74447     1.73998  0.00407626
        2460     1.74146     1.73998  0.00407461
        2461     1.73834     1.73998  0.00407295
        2462     1.73516     1.73998   0.0040713
        2463     1.73194     1.73997  0.00406964
        2464     1.72873     1.73997    0.004068
        2465     1.72555     1.73996  0.00406635
        2466     1.72246     1.73996  0.00406471
        2467     1.71949     1.73995  0.00406307
        2468     1.71669     1.73994  0.00406143
        2469     1.71409     1.73993   0.0040598
        2470     1.71173     1.73992  0.00405817
        2471     1.70965     1.73991  0.00405655
        2472     1.70788     1.73989  0.00405493
        2473     1.70644     1.73988  0.00405331
        2474     1.70535     1.73986   0.0040517
        2475     1.70463     1.73985  0.00405009
        2476     1.70427     1.73984  0.00404847
        2477     1.70427     1.73982  0.00404687
        2478     1.70462     1.73981  0.00404526
        2479      1.7053     1.73979  0.00404365
        2480     1.70628     1.73978  0.00404204
        2481     1.70753     1.73977  0.00404043
        2482     1.70902     1.73975  0.00403882
        2483     1.71069     1.73974  0.00403722
        2484      1.7125     1.73973   0.0040356
        2485     1.71441     1.73972  0.00403399
        2486     1.71636     1.73971  0.00403238
        2487     1.71831      1.7397  0.00403077
        2488     1.72021      1.7397  0.00402916
        2489     1.72202     1.73969  0.00402754
        2490      1.7237     1.73968  0.00402593
        2491      1.7252     1.73968  0.00402432
        2492     1.72649     1.73967  0.00402271
        2493     1.72754     1.73967   0.0040211
        2494     1.72832     1.73966  0.00401949
        2495     1.72881     1.73966  0.00401788
        2496     1.72898     1.73965  0.00401627
        2497     1.72882     1.73965  0.00401467
        2498     1.72832     1.73964  0.00401306
        2499     1.72746     1.73964  0.00401146
        2500     1.72624     1.73963  0.00400986
        2501     1.72465     1.73963  0.00400826
        2502     1.72268     1.73962  0.00400666
        2503     1.72035     1.73961  0.00400507
        2504     1.71765      1.7396  0.00400348
        2505     1.71458     1.73959  0.00400189
        2506     1.71117     1.73958  0.00400031
        2507     1.70742     1.73957  0.00399874
        2508     1.70334     1.73956  0.00399717
        2509     1.69896     1.73954  0.00399561
        2510      1.6943     1.73952  0.00399406
        2511     1.68937      1.7395  0.00399252
        2512     1.68422     1.73948  0.00399099
        2513     1.67886     1.73946  0.00398947
        2514     1.67332     1.73943  0.00398797
        2515     1.66766      1.7394  0.00398649
        2516     1.66189     1.73937  0.00398502
        2517     1.65607     1.73934  0.00398358
        2518     1.65022      1.7393  0.00398215
        2519     1.64441     1.73926  0.00398075
        2520     1.63866     1.73922  0.00397937
        2521     1.63304     1.73918  0.00397802
        2522     1.62758     1.73914  0.00397668
        2523     1.62235     1.73909  0.00397538
        2524     1.61739     1.73904   0.0039741
        2525     1.61275     1.73899  0.00397284
        2526     1.60849     1.73894   0.0039716
        2527     1.60466     1.73889  0.00397038
        2528      1.6013     1.73883  0.00396919
        2529     1.59847     1.73878    0.003968
        2530     1.59621     1.73872  0.00396684
        2531     1.59456     1.73867  0.00396568
        2532     1.59355     1.73861  0.00396453
        2533     1.59319     1.73855  0.00396338
        2534     1.59352     1.73849  0.00396222
        2535     1.59452     1.73844  0.00396107
        2536      1.5962     1.73838   0.0039599
        2537     1.59854     1.73833  0.00395873
        2538     1.60152     1.73827  0.00395753
        2539     1.60509     1.73822  0.00395632
        2540     1.60922     1.73817  0.00395509
        2541     1.61385     1.73812  0.00395384
        2542     1.61893     1.73807  0.00395256
        2543     1.62438     1.73803  0.00395126
        2544     1.63014     1.73799  0.00394993
        2545     1.63614     1.73795  0.00394858
        2546      1.6423     1.73791  0.00394721
        2547     1.64857     1.73787  0.00394582
        2548     1.65487     1.73784   0.0039444
        2549     1.66113     1.73781  0.00394297
        2550      1.6673     1.73778  0.00394152
        2551     1.67333     1.73776  0.00394006
        2552     1.67915     1.73773  0.00393858
        2553     1.68473     1.73771  0.00393709
        2554     1.69002     1.73769   0.0039356
        2555       1.695     1.73768  0.00393409
        2556     1.69963     1.73766  0.00393258
        2557     1.70389     1.73765  0.00393106
        2558     1.70776     1.73764  0.00392954
        2559     1.71123     1.73763  0.00392802
        2560     1.71429     1.73762   0.0039265
        2561     1.71694     1.73761  0.00392497
        2562     1.71918      1.7376  0.00392345
        2563     1.72102      1.7376  0.00392192
        2564     1.72248     1.73759   0.0039204
        2565     1.72357     1.73759  0.00391887
        2566     1.72432     1.73758  0.00391735
        2567     1.72476     1.73758  0.00391583
        2568     1.72492     1.73757   0.0039143
        2569     1.72485     1.73757  0.00391278
        2570     1.72458     1.73756  0.00391126
        2571     1.72417     1.73756  0.00390975
        2572     1.72367     1.73755  0.00390823
        2573     1.72314     1.73754  0.00390672
        2574     1.72263     1.73754   0.0039052
        2575     1.72219     1.73753  0.00390369
        2576     1.72188     1.73753  0.00390218
        2577     1.72175     1.73752  0.00390067
        2578     1.72184     1.73751  0.00389916
        2579     1.72219     1.73751  0.00389765
        2580     1.72283      1.7375  0.00389615
        2581     1.72377      1.7375  0.00389464
        2582     1.72502     1.73749  0.00389314
        2583     1.72659     1.73749  0.00389163
        2584     1.72846     1.73748  0.00389013
        2585     1.73061     1.73748  0.00388862
        2586     1.73301     1.73748  0.00388712
        2587     1.73563     1.73748  0.00388562
        2588      1.7384     1.73748  0.00388412
        2589     1.74129     1.73748  0.00388262
        2590     1.74422     1.73748  0.00388112
        2591     1.74715     1.73749  0.00387962
        2592     1.75001     1.73749  0.00387813
        2593     1.75275      1.7375  0.00387664
        2594      1.7553     1.73751  0.00387515
        2595     1.75761     1.73751  0.00387366
        2596     1.75963     1.73752  0.00387218
        2597     1.76131     1.73753   0.0038707
        2598     1.76261     1.73754  0.00386922
        2599     1.76349     1.73755  0.00386775
        2600     1.76393     1.73756  0.00386627
        2601     1.76388     1.73757   0.0038648
        2602     1.76334     1.73758  0.00386333
        2603     1.76229     1.73759  0.00386185
        2604     1.76071      1.7376  0.00386038
        2605     1.75861     1.73761  0.00385891
        2606     1.75599     1.73761  0.00385743
        2607     1.75284     1.73762  0.00385596
        2608     1.74919     1.73762  0.00385448
        2609     1.74503     1.73763    0.003853
        2610     1.74039     1.73763  0.00385153
        2611     1.73529     1.73763  0.00385005
        2612     1.72974     1.73762  0.00384858
        2613     1.72377     1.73762  0.00384711
        2614     1.71741     1.73761  0.00384565
        2615     1.71069      1.7376  0.00384419
        2616     1.70364     1.73759  0.00384274
        2617      1.6963     1.73757  0.00384131
        2618     1.68869     1.73755  0.00383989
        2619     1.68086     1.73753  0.00383848
        2620     1.67284     1.73751  0.00383709
        2621     1.66469     1.73748  0.00383573
        2622     1.65645     1.73745  0.00383439
        2623     1.64818     1.73741  0.00383308
        2624     1.63992     1.73738   0.0038318
        2625     1.63173     1.73734  0.00383055
        2626     1.62367     1.73729  0.00382934
        2627      1.6158     1.73725  0.00382816
        2628     1.60817      1.7372  0.00382702
        2629     1.60086     1.73715  0.00382591
        2630      1.5939     1.73709  0.00382485
        2631     1.58736     1.73704  0.00382382
        2632     1.58127     1.73698  0.00382282
        2633     1.57567     1.73691  0.00382186
        2634     1.57059     1.73685  0.00382093
        2635     1.56604     1.73679  0.00382003
        2636     1.56204     1.73672  0.00381916
        2637     1.55858     1.73665  0.00381831
        2638     1.55563     1.73658  0.00381748
        2639     1.55319     1.73651  0.00381666
        2640     1.55122     1.73644  0.00381586
        2641     1.54968     1.73637  0.00381507
        2642     1.54854      1.7363  0.00381429
        2643     1.54775     1.73623  0.00381351
        2644     1.54727     1.73616  0.00381274
        2645     1.54706     1.73609  0.00381197
        2646     1.54707     1.73602   0.0038112
        2647     1.54727     1.73595  0.00381043
        2648     1.54762     1.73587  0.00380965
        2649     1.54809      1.7358  0.00380887
        2650     1.54867     1.73573  0.00380809
        2651     1.54932     1.73566   0.0038073
        2652     1.55002     1.73559  0.00380651
        2653     1.55076     1.73552  0.00380571
        2654     1.55153     1.73545  0.00380491
        2655     1.55231     1.73538   0.0038041
        2656     1.55309     1.73532  0.00380329
        2657     1.55387     1.73525  0.00380247
        2658     1.55463     1.73518  0.00380165
        2659     1.55536     1.73511  0.00380082
        2660     1.55607     1.73505  0.00379999
        2661     1.55673     1.73498  0.00379915
        2662     1.55735     1.73491  0.00379831
        2663      1.5579     1.73484  0.00379746
        2664     1.55837     1.73478  0.00379661
        2665     1.55876     1.73471  0.00379576
        2666     1.55905     1.73465  0.00379491
        2667     1.55924     1.73458  0.00379406
        2668     1.55931     1.73452  0.00379321
        2669     1.55927     1.73445  0.00379235
        2670     1.55909     1.73438   0.0037915
        2671     1.55877     1.73432  0.00379065
        2672     1.55832     1.73425  0.00378981
        2673     1.55772     1.73419  0.00378896
        2674     1.55697     1.73412  0.00378813
        2675     1.55609     1.73405  0.00378729
        2676     1.55507     1.73399  0.00378647
        2677     1.55394     1.73392  0.00378565
        2678     1.55269     1.73385  0.00378484
        2679     1.55134     1.73378  0.00378404
        2680     1.54993     1.73371  0.00378325
        2681     1.54847     1.73365  0.00378247
        2682     1.54699     1.73358   0.0037817
        2683     1.54552     1.73351  0.00378094
        2684      1.5441     1.73344  0.00378019
        2685     1.54275     1.73336  0.00377945
        2686     1.54151     1.73329  0.00377872
        2687     1.54042     1.73322    0.003778
        2688     1.53952     1.73315  0.00377728
