BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         963     1.59169     1.80902  0.00957495
         964     1.59725      1.8088  0.00956754
         965     1.60323     1.80859  0.00955999
         966     1.60956     1.80838  0.00955232
         967     1.61622     1.80818   0.0095445
         968     1.62315     1.80799  0.00953656
         969     1.63031     1.80781  0.00952848
         970     1.63765     1.80763  0.00952027
         971     1.64511     1.80746  0.00951194
         972     1.65265     1.80731  0.00950348
         973     1.66023     1.80715  0.00949492
         974     1.66779     1.80701  0.00948625
         975     1.67529     1.80688  0.00947748
         976     1.68269     1.80675  0.00946863
         977     1.68994     1.80663  0.00945969
         978     1.69701     1.80652  0.00945068
         979     1.70387     1.80641  0.00944161
         980     1.71048     1.80631  0.00943248
         981     1.71682     1.80622  0.00942331
         982     1.72286     1.80614  0.00941409
         983     1.72858     1.80606  0.00940485
         984     1.73397     1.80599  0.00939558
         985       1.739     1.80592  0.00938628
         986     1.74367     1.80586  0.00937698
         987     1.74796      1.8058  0.00936766
         988     1.75189     1.80574  0.00935834
         989     1.75543     1.80569  0.00934901
         990     1.75858     1.80564  0.00933969
         991     1.76136      1.8056  0.00933037
         992     1.76375     1.80556  0.00932106
         993     1.76577     1.80552  0.00931176
         994     1.76742     1.80548  0.00930247
         995     1.76872     1.80544   0.0092932
         996     1.76967     1.80541  0.00928394
         997     1.77029     1.80537  0.00927469
         998     1.77059     1.80534  0.00926546
         999     1.77058      1.8053  0.00925625
        1000      1.7703     1.80527  0.00924706
        1001     1.76975     1.80523  0.00923789
        1002     1.76897     1.80519  0.00922874
        1003     1.76797     1.80516  0.00921962
        1004     1.76678     1.80512  0.00921051
        1005     1.76542     1.80508  0.00920143
        1006     1.76392     1.80504  0.00919238
        1007     1.76231       1.805  0.00918335
        1008     1.76061     1.80495  0.00917434
        1009     1.75884     1.80491  0.00916536
        1010     1.75704     1.80486  0.00915641
        1011     1.75523     1.80481  0.00914749
        1012     1.75344     1.80476  0.00913859
        1013     1.75168     1.80471  0.00912972
        1014     1.74998     1.80465  0.00912087
        1015     1.74835      1.8046  0.00911206
        1016     1.74681     1.80454  0.00910327
        1017     1.74538     1.80448   0.0090945
        1018     1.74405     1.80442  0.00908576
        1019     1.74285     1.80436  0.00907704
        1020     1.74177      1.8043  0.00906835
        1021     1.74081     1.80424  0.00905968
        1022     1.73998     1.80418  0.00905104
        1023     1.73926     1.80411  0.00904241
        1024     1.73865     1.80405  0.00903381
        1025     1.73814     1.80398  0.00902522
        1026     1.73773     1.80392  0.00901666
        1027     1.73739     1.80385  0.00900811
        1028     1.73713     1.80379  0.00899958
        1029     1.73693     1.80372  0.00899107
        1030     1.73677     1.80366  0.00898258
        1031     1.73664     1.80359   0.0089741
        1032     1.73653     1.80353  0.00896564
        1033     1.73643     1.80346   0.0089572
        1034     1.73633      1.8034  0.00894877
        1035     1.73624     1.80333  0.00894036
        1036     1.73613     1.80327  0.00893196
        1037     1.73602     1.80321  0.00892358
        1038     1.73588     1.80314  0.00891522
        1039     1.73574     1.80308  0.00890688
        1040     1.73557     1.80301  0.00889855
        1041      1.7354     1.80295  0.00889024
        1042     1.73522     1.80288  0.00888195
        1043     1.73505     1.80282  0.00887367
        1044     1.73487     1.80275  0.00886541
        1045     1.73472     1.80269  0.00885716
        1046     1.73458     1.80262  0.00884893
        1047     1.73446     1.80256  0.00884072
        1048     1.73438     1.80249  0.00883253
        1049     1.73434     1.80243  0.00882434
        1050     1.73435     1.80236  0.00881618
        1051     1.73441      1.8023  0.00880803
        1052     1.73452     1.80223  0.00879989
        1053     1.73469     1.80217  0.00879177
        1054     1.73493      1.8021  0.00878366
        1055     1.73522     1.80204  0.00877556
        1056     1.73558     1.80198  0.00876748
        1057     1.73599     1.80191   0.0087594
        1058     1.73646     1.80185  0.00875134
        1059     1.73696     1.80179  0.00874329
        1060     1.73751     1.80173  0.00873525
        1061     1.73808     1.80167  0.00872723
        1062     1.73867     1.80161  0.00871921
        1063     1.73925     1.80155  0.00871121
        1064     1.73983     1.80149  0.00870321
        1065     1.74038     1.80144  0.00869523
        1066     1.74089     1.80138  0.00868726
        1067     1.74134     1.80132   0.0086793
        1068     1.74172     1.80127  0.00867135
        1069     1.74202     1.80121  0.00866342
        1070      1.7422     1.80116   0.0086555
        1071     1.74226      1.8011  0.00864759
        1072     1.74218     1.80105   0.0086397
        1073     1.74196     1.80099  0.00863182
        1074     1.74156     1.80094  0.00862396
        1075       1.741     1.80088  0.00861612
        1076     1.74024     1.80083   0.0086083
        1077     1.73929     1.80077  0.00860049
        1078     1.73815     1.80071  0.00859271
        1079      1.7368     1.80065  0.00858495
        1080     1.73524     1.80059  0.00857722
        1081     1.73348     1.80053  0.00856951
        1082      1.7315     1.80046  0.00856182
        1083     1.72933      1.8004  0.00855417
        1084     1.72697     1.80033  0.00854655
        1085     1.72441     1.80026  0.00853896
        1086     1.72169     1.80019   0.0085314
        1087     1.71879     1.80011  0.00852388
        1088     1.71575     1.80004   0.0085164
        1089     1.71257     1.79996  0.00850896
        1090     1.70927     1.79987  0.00850156
        1091     1.70587     1.79979   0.0084942
        1092      1.7024      1.7997  0.00848689
        1093     1.69888     1.79961  0.00847963
        1094     1.69532     1.79951  0.00847241
        1095     1.69175     1.79941  0.00846525
        1096      1.6882     1.79931  0.00845813
        1097     1.68468     1.79921  0.00845106
        1098     1.68122      1.7991  0.00844405
        1099     1.67785     1.79899  0.00843709
        1100     1.67457     1.79887  0.00843018
        1101     1.67142     1.79876  0.00842331
        1102     1.66841     1.79864   0.0084165
        1103     1.66555     1.79852  0.00840974
        1104     1.66286      1.7984  0.00840302
        1105     1.66036     1.79827  0.00839634
        1106     1.65805     1.79815  0.00838971
        1107     1.65594     1.79802  0.00838311
        1108     1.65405     1.79789  0.00837655
        1109     1.65237     1.79776  0.00837003
        1110      1.6509     1.79762  0.00836353
        1111     1.64966     1.79749  0.00835706
        1112     1.64863     1.79736  0.00835062
        1113     1.64781     1.79722   0.0083442
        1114     1.64721     1.79709  0.00833779
        1115      1.6468     1.79695  0.00833141
        1116      1.6466     1.79682  0.00832503
        1117     1.64658     1.79668  0.00831866
        1118     1.64675     1.79655   0.0083123
        1119     1.64709     1.79642  0.00830595
        1120     1.64759     1.79628  0.00829959
        1121     1.64825     1.79615  0.00829324
        1122     1.64905     1.79602  0.00828689
        1123     1.64999     1.79589  0.00828053
        1124     1.65106     1.79576  0.00827416
        1125     1.65223     1.79563  0.00826779
        1126     1.65352     1.79551  0.00826141
        1127     1.65489     1.79538  0.00825502
        1128     1.65634     1.79526  0.00824863
        1129     1.65787     1.79514  0.00824222
        1130     1.65945     1.79502   0.0082358
        1131     1.66108      1.7949  0.00822937
        1132     1.66275     1.79478  0.00822293
        1133     1.66445     1.79467  0.00821647
        1134     1.66616     1.79455  0.00821001
        1135     1.66787     1.79444  0.00820353
        1136     1.66957     1.79433  0.00819705
        1137     1.67125     1.79422  0.00819055
        1138      1.6729     1.79412  0.00818405
        1139      1.6745     1.79401  0.00817754
        1140     1.67605     1.79391  0.00817102
        1141     1.67754     1.79381  0.00816449
        1142     1.67896     1.79371  0.00815796
        1143     1.68029     1.79361  0.00815143
        1144     1.68154     1.79351  0.00814489
        1145      1.6827     1.79341  0.00813836
        1146     1.68376     1.79332  0.00813182
        1147     1.68472     1.79322  0.00812528
        1148     1.68558     1.79313  0.00811874
        1149     1.68633     1.79304  0.00811221
        1150     1.68699     1.79294  0.00810568
        1151     1.68755     1.79285  0.00809915
        1152     1.68802     1.79276  0.00809263
        1153      1.6884     1.79267  0.00808612
        1154     1.68871     1.79258  0.00807962
        1155     1.68895     1.79249  0.00807312
        1156     1.68914      1.7924  0.00806663
        1157     1.68928     1.79231  0.00806015
        1158      1.6894     1.79222  0.00805368
        1159     1.68949     1.79213  0.00804722
        1160     1.68959     1.79205  0.00804077
        1161     1.68969     1.79196  0.00803432
        1162     1.68982     1.79187  0.00802789
        1163     1.68998     1.79178  0.00802147
        1164     1.69019     1.79169  0.00801505
        1165     1.69047     1.79161  0.00800864
        1166     1.69081     1.79152  0.00800224
        1167     1.69124     1.79144  0.00799584
        1168     1.69176     1.79135  0.00798945
        1169     1.69236     1.79127  0.00798307
        1170     1.69306     1.79118  0.00797668
        1171     1.69385      1.7911  0.00797031
        1172     1.69474     1.79102  0.00796393
        1173     1.69571     1.79093  0.00795755
        1174     1.69677     1.79085  0.00795118
        1175     1.69791     1.79078  0.00794481
        1176     1.69911      1.7907  0.00793843
        1177     1.70038     1.79062  0.00793206
        1178      1.7017     1.79055  0.00792569
        1179     1.70306     1.79047  0.00791931
        1180     1.70444      1.7904  0.00791293
        1181     1.70584     1.79033  0.00790656
        1182     1.70723     1.79026  0.00790018
        1183     1.70859     1.79019  0.00789381
        1184     1.70992     1.79012  0.00788743
        1185      1.7112     1.79005  0.00788105
        1186     1.71239     1.78999  0.00787468
        1187      1.7135     1.78992  0.00786831
        1188     1.71449     1.78986  0.00786194
        1189     1.71535      1.7898  0.00785558
        1190     1.71607     1.78973  0.00784922
        1191     1.71661     1.78967  0.00784287
        1192     1.71699     1.78961  0.00783653
        1193     1.71716     1.78955   0.0078302
        1194     1.71714     1.78949  0.00782388
        1195     1.71689     1.78943  0.00781756
        1196     1.71643     1.78937  0.00781127
        1197     1.71573     1.78931  0.00780498
        1198      1.7148     1.78925  0.00779872
        1199     1.71364     1.78918  0.00779247
        1200     1.71225     1.78912  0.00778624
        1201     1.71062     1.78905  0.00778003
        1202     1.70877     1.78899  0.00777384
        1203     1.70671     1.78892  0.00776768
        1204     1.70444     1.78885  0.00776155
        1205     1.70198     1.78878  0.00775544
        1206     1.69934      1.7887  0.00774936
        1207     1.69653     1.78863  0.00774332
        1208     1.69358     1.78855  0.00773731
        1209     1.69049     1.78847  0.00773133
        1210      1.6873     1.78838   0.0077254
        1211     1.68402      1.7883   0.0077195
        1212     1.68067     1.78821  0.00771364
        1213     1.67727     1.78812  0.00770782
        1214     1.67384     1.78802  0.00770205
        1215     1.67041     1.78792  0.00769632
        1216     1.66699     1.78783  0.00769063
        1217     1.66361     1.78772  0.00768499
        1218     1.66027     1.78762  0.00767939
        1219     1.65701     1.78751  0.00767384
        1220     1.65384      1.7874  0.00766833
        1221     1.65078     1.78729  0.00766287
        1222     1.64784     1.78718  0.00765745
        1223     1.64503     1.78706  0.00765207
        1224     1.64238     1.78694  0.00764673
        1225     1.63989     1.78682  0.00764143
        1226     1.63758      1.7867  0.00763616
        1227     1.63545     1.78658  0.00763094
        1228     1.63352     1.78645  0.00762574
        1229     1.63179     1.78633  0.00762057
        1230     1.63028      1.7862  0.00761543
        1231     1.62898     1.78607  0.00761032
        1232      1.6279     1.78594  0.00760522
        1233     1.62705     1.78581  0.00760015
        1234     1.62643     1.78568  0.00759509
        1235     1.62603     1.78556  0.00759004
        1236     1.62586     1.78543  0.00758499
        1237     1.62592      1.7853  0.00757996
        1238     1.62619     1.78517  0.00757493
        1239     1.62668     1.78504  0.00756989
        1240     1.62738     1.78491  0.00756485
        1241     1.62827     1.78479  0.00755981
        1242     1.62936     1.78466  0.00755476
        1243     1.63062     1.78454   0.0075497
        1244     1.63204     1.78442  0.00754463
        1245     1.63361     1.78429  0.00753954
        1246     1.63531     1.78418  0.00753444
        1247     1.63713     1.78406  0.00752932
        1248     1.63904     1.78394  0.00752418
        1249     1.64103     1.78383  0.00751903
        1250     1.64308     1.78371  0.00751385
        1251     1.64516      1.7836  0.00750866
        1252     1.64725     1.78349  0.00750346
        1253     1.64933     1.78339  0.00749823
        1254     1.65137     1.78328  0.00749299
        1255     1.65336     1.78318  0.00748774
        1256     1.65527     1.78308  0.00748247
        1257     1.65707     1.78298  0.00747718
        1258     1.65876     1.78288  0.00747189
        1259      1.6603     1.78278  0.00746659
        1260     1.66168     1.78268  0.00746129
        1261     1.66288     1.78259  0.00745597
        1262     1.66388      1.7825  0.00745066
        1263     1.66468      1.7824  0.00744534
        1264     1.66526     1.78231  0.00744003
        1265     1.66562     1.78222  0.00743472
        1266     1.66575     1.78212  0.00742942
        1267     1.66564     1.78203  0.00742412
        1268     1.66531     1.78194  0.00741884
        1269     1.66475     1.78185  0.00741357
        1270     1.66397     1.78176  0.00740831
        1271     1.66298     1.78166  0.00740307
        1272     1.66178     1.78157  0.00739785
        1273      1.6604     1.78147  0.00739265
        1274     1.65886     1.78138  0.00738747
        1275     1.65716     1.78128  0.00738232
        1276     1.65533     1.78118   0.0073772
        1277     1.65339     1.78108   0.0073721
        1278     1.65136     1.78098  0.00736703
        1279     1.64928     1.78088  0.00736199
        1280     1.64716     1.78077  0.00735698
        1281     1.64503     1.78067    0.007352
        1282     1.64291     1.78056  0.00734705
        1283     1.64082     1.78045  0.00734213
        1284      1.6388     1.78034  0.00733724
        1285     1.63685     1.78023  0.00733238
        1286     1.63501     1.78011  0.00732755
        1287     1.63329        1.78  0.00732274
        1288     1.63171     1.77988  0.00731796
        1289     1.63028     1.77977  0.00731321
        1290     1.62902     1.77965  0.00730847
        1291     1.62794     1.77953  0.00730375
        1292     1.62704     1.77942  0.00729905
        1293     1.62634      1.7793  0.00729437
        1294     1.62584     1.77918   0.0072897
        1295     1.62555     1.77906  0.00728503
        1296     1.62546     1.77894  0.00728037
        1297     1.62559     1.77882  0.00727572
        1298     1.62593     1.77871  0.00727107
        1299     1.62648     1.77859  0.00726642
        1300     1.62725     1.77847  0.00726176
        1301     1.62823     1.77836   0.0072571
        1302     1.62942     1.77824  0.00725242
        1303     1.63082     1.77813  0.00724774
        1304     1.63243     1.77802  0.00724304
        1305     1.63425     1.77791  0.00723833
        1306     1.63628      1.7778   0.0072336
        1307     1.63852     1.77769  0.00722885
        1308     1.64096     1.77759  0.00722408
        1309     1.64361     1.77749  0.00721929
        1310     1.64645     1.77739  0.00721447
        1311     1.64949     1.77729  0.00720962
        1312     1.65271     1.77719  0.00720476
        1313     1.65612      1.7771  0.00719986
        1314      1.6597     1.77701  0.00719493
        1315     1.66344     1.77693  0.00718998
        1316     1.66733     1.77684    0.007185
        1317     1.67135     1.77676  0.00717999
        1318     1.67549     1.77669  0.00717495
        1319     1.67972     1.77661  0.00716989
        1320     1.68404     1.77654   0.0071648
        1321     1.68841     1.77647  0.00715969
        1322     1.69283     1.77641  0.00715455
        1323     1.69726     1.77635  0.00714939
        1324     1.70169      1.7763  0.00714422
        1325      1.7061     1.77624  0.00713902
        1326     1.71046     1.77619  0.00713381
        1327     1.71477     1.77615  0.00712858
        1328       1.719      1.7761  0.00712335
        1329     1.72313     1.77606   0.0071181
        1330     1.72716     1.77603  0.00711284
        1331     1.73108     1.77599  0.00710758
        1332     1.73487     1.77596  0.00710231
        1333     1.73853     1.77593  0.00709704
        1334     1.74207     1.77591  0.00709176
        1335     1.74548     1.77589  0.00708648
        1336     1.74875     1.77587  0.00708121
        1337     1.75191     1.77585  0.00707594
        1338     1.75496     1.77583  0.00707066
        1339      1.7579     1.77582   0.0070654
        1340     1.76076     1.77581  0.00706013
        1341     1.76354      1.7758  0.00705487
        1342     1.76625     1.77579  0.00704962
        1343     1.76891     1.77579  0.00704437
        1344     1.77153     1.77578  0.00703913
        1345     1.77413     1.77578   0.0070339
        1346     1.77672     1.77578  0.00702867
        1347     1.77931     1.77578  0.00702346
        1348     1.78191     1.77579  0.00701825
        1349     1.78453      1.7758  0.00701305
        1350     1.78717      1.7758  0.00700786
        1351     1.78983     1.77581  0.00700268
        1352     1.79251     1.77583  0.00699751
        1353     1.79521     1.77584  0.00699235
        1354     1.79792     1.77586  0.00698721
        1355     1.80064     1.77588  0.00698208
        1356     1.80334      1.7759  0.00697696
        1357     1.80602     1.77592  0.00697185
        1358     1.80867     1.77594  0.00696676
        1359     1.81126     1.77597  0.00696168
        1360     1.81378       1.776  0.00695662
        1361      1.8162     1.77603  0.00695157
        1362     1.81852     1.77606  0.00694653
        1363     1.82071     1.77609  0.00694151
        1364     1.82276     1.77612  0.00693651
        1365     1.82465     1.77616  0.00693152
        1366     1.82637      1.7762  0.00692654
        1367     1.82789     1.77623  0.00692158
        1368     1.82922     1.77627  0.00691663
        1369     1.83033     1.77631  0.00691169
        1370     1.83122     1.77635  0.00690676
        1371     1.83189     1.77639  0.00690184
        1372     1.83231     1.77643  0.00689693
        1373     1.83251     1.77647  0.00689203
        1374     1.83246     1.77652  0.00688713
        1375     1.83218     1.77656  0.00688224
        1376     1.83166      1.7766  0.00687736
        1377     1.83091     1.77664  0.00687247
        1378     1.82993     1.77667   0.0068676
        1379     1.82872     1.77671  0.00686272
        1380      1.8273     1.77675  0.00685784
        1381     1.82567     1.77678  0.00685297
        1382     1.82384     1.77682   0.0068481
        1383     1.82181     1.77685  0.00684322
        1384     1.81959     1.77688  0.00683835
        1385     1.81719     1.77691  0.00683347
        1386     1.81462     1.77694   0.0068286
        1387     1.81189     1.77696  0.00682372
        1388       1.809     1.77699  0.00681884
        1389     1.80596     1.77701  0.00681396
        1390     1.80277     1.77703  0.00680909
        1391     1.79944     1.77704  0.00680421
        1392     1.79597     1.77706  0.00679934
        1393     1.79236     1.77707  0.00679446
        1394     1.78862     1.77707   0.0067896
        1395     1.78475     1.77708  0.00678473
        1396     1.78075     1.77708  0.00677987
        1397     1.77663     1.77708  0.00677502
        1398     1.77237     1.77708  0.00677017
        1399     1.76798     1.77707  0.00676534
        1400     1.76346     1.77706  0.00676051
        1401     1.75882     1.77705   0.0067557
        1402     1.75403     1.77703   0.0067509
        1403     1.74912     1.77701  0.00674612
        1404     1.74406     1.77699  0.00674135
        1405     1.73887     1.77696  0.00673661
        1406     1.73353     1.77693  0.00673189
        1407     1.72804      1.7769  0.00672719
        1408     1.72241     1.77686  0.00672253
        1409     1.71664     1.77682  0.00671789
        1410     1.71072     1.77677  0.00671329
        1411     1.70466     1.77672  0.00670873
        1412     1.69846     1.77666  0.00670421
        1413     1.69213      1.7766  0.00669973
        1414     1.68567     1.77654   0.0066953
        1415      1.6791     1.77647  0.00669092
        1416     1.67244      1.7764   0.0066866
        1417     1.66569     1.77632  0.00668234
        1418     1.65888     1.77623  0.00667814
        1419     1.65204     1.77615    0.006674
        1420      1.6452     1.77605  0.00666994
        1421      1.6384     1.77596  0.00666595
        1422     1.63167     1.77586  0.00666204
        1423     1.62505     1.77575   0.0066582
        1424      1.6186     1.77564  0.00665444
        1425     1.61237     1.77553  0.00665075
        1426     1.60639     1.77541  0.00664715
        1427     1.60073     1.77528  0.00664361
        1428     1.59544     1.77516  0.00664016
        1429     1.59054     1.77503  0.00663677
        1430      1.5861      1.7749  0.00663344
        1431     1.58214     1.77476  0.00663017
        1432     1.57868     1.77463  0.00662696
        1433     1.57575     1.77449  0.00662378
        1434     1.57334     1.77435  0.00662065
        1435     1.57146     1.77421  0.00661755
        1436     1.57008     1.77406  0.00661446
        1437     1.56919     1.77392   0.0066114
        1438     1.56876     1.77378  0.00660834
        1439     1.56874     1.77364  0.00660528
        1440     1.56908     1.77349  0.00660222
        1441     1.56975     1.77335  0.00659915
        1442     1.57069     1.77321  0.00659607
        1443     1.57185     1.77307  0.00659298
        1444     1.57318     1.77293  0.00658987
        1445     1.57463      1.7728  0.00658674
        1446     1.57617     1.77266  0.00658358
        1447     1.57775     1.77253  0.00658041
        1448     1.57934     1.77239  0.00657722
        1449     1.58091     1.77226  0.00657401
        1450     1.58244     1.77213  0.00657078
        1451     1.58392       1.772  0.00656753
        1452     1.58532     1.77187  0.00656426
        1453     1.58665     1.77174  0.00656098
        1454     1.58789     1.77162  0.00655769
        1455     1.58905     1.77149  0.00655438
        1456     1.59013     1.77137  0.00655106
        1457     1.59114     1.77124  0.00654774
        1458     1.59207     1.77112   0.0065444
        1459     1.59293       1.771  0.00654105
        1460     1.59374     1.77088   0.0065377
        1461     1.59449     1.77076  0.00653434
        1462      1.5952     1.77064  0.00653097
        1463     1.59588     1.77052   0.0065276
        1464     1.59653      1.7704  0.00652422
        1465     1.59716     1.77028  0.00652084
        1466     1.59779     1.77016  0.00651746
        1467     1.59841     1.77004  0.00651406
        1468     1.59905     1.76993  0.00651067
        1469      1.5997     1.76981  0.00650727
        1470     1.60038      1.7697  0.00650386
        1471     1.60109     1.76958  0.00650045
        1472     1.60185     1.76947  0.00649703
        1473     1.60266     1.76936  0.00649361
        1474     1.60354     1.76924  0.00649018
        1475      1.6045     1.76913  0.00648674
        1476     1.60553     1.76902  0.00648329
        1477     1.60665     1.76891  0.00647983
        1478     1.60787      1.7688  0.00647636
        1479     1.60919     1.76869  0.00647288
        1480     1.61063     1.76859  0.00646939
        1481     1.61218     1.76848  0.00646589
        1482     1.61385     1.76838  0.00646236
        1483     1.61564     1.76827  0.00645883
        1484     1.61756     1.76817  0.00645527
        1485      1.6196     1.76807   0.0064517
        1486     1.62177     1.76797  0.00644811
        1487     1.62406     1.76788   0.0064445
        1488     1.62646     1.76778  0.00644087
        1489     1.62896     1.76769  0.00643722
        1490     1.63157      1.7676  0.00643355
        1491     1.63428     1.76751  0.00642985
        1492     1.63707     1.76742  0.00642614
        1493     1.63993     1.76734   0.0064224
        1494     1.64285     1.76725  0.00641864
        1495     1.64581     1.76717  0.00641486
        1496     1.64881     1.76709  0.00641106
        1497     1.65182     1.76701  0.00640724
        1498     1.65483     1.76694   0.0064034
        1499     1.65783     1.76687  0.00639955
        1500      1.6608      1.7668  0.00639567
        1501     1.66372     1.76673  0.00639178
        1502     1.66659     1.76666  0.00638787
        1503     1.66938      1.7666  0.00638395
        1504     1.67209     1.76653  0.00638001
        1505     1.67471     1.76647  0.00637607
        1506     1.67721     1.76641  0.00637211
        1507     1.67959     1.76636  0.00636814
        1508     1.68184      1.7663  0.00636416
        1509     1.68395     1.76624  0.00636018
        1510     1.68591     1.76619  0.00635619
        1511     1.68771     1.76614   0.0063522
        1512     1.68935     1.76609   0.0063482
        1513     1.69082     1.76604   0.0063442
        1514     1.69212     1.76599  0.00634019
        1515     1.69322     1.76594  0.00633619
        1516     1.69414     1.76589  0.00633219
        1517     1.69487     1.76585  0.00632819
        1518      1.6954      1.7658  0.00632419
        1519     1.69572     1.76576  0.00632019
        1520     1.69583     1.76571   0.0063162
        1521     1.69572     1.76566  0.00631222
        1522     1.69539     1.76562  0.00630824
        1523     1.69484     1.76557  0.00630427
        1524     1.69405     1.76552  0.00630031
        1525     1.69302     1.76548  0.00629636
        1526     1.69175     1.76543  0.00629241
        1527     1.69024     1.76538  0.00628849
        1528     1.68849     1.76533  0.00628457
        1529     1.68648     1.76528  0.00628067
        1530     1.68421     1.76522  0.00627679
        1531      1.6817     1.76517  0.00627293
        1532     1.67892     1.76511  0.00626909
        1533      1.6759     1.76505  0.00626527
        1534     1.67262     1.76499  0.00626147
        1535      1.6691     1.76493  0.00625771
        1536     1.66535     1.76487  0.00625397
        1537     1.66137      1.7648  0.00625026
        1538     1.65717     1.76473  0.00624659
        1539     1.65278     1.76466  0.00624295
        1540      1.6482     1.76458  0.00623936
        1541     1.64347      1.7645   0.0062358
        1542      1.6386     1.76442  0.00623229
        1543     1.63362     1.76434  0.00622883
        1544     1.62857     1.76425  0.00622542
        1545     1.62348     1.76416  0.00622206
        1546     1.61837     1.76406  0.00621875
        1547     1.61331     1.76397  0.00621549
        1548     1.60832     1.76387  0.00621229
        1549     1.60344     1.76376  0.00620914
        1550     1.59872     1.76366  0.00620605
        1551      1.5942     1.76355  0.00620301
        1552     1.58991     1.76343  0.00620002
        1553      1.5859     1.76332  0.00619708
        1554     1.58219      1.7632  0.00619419
        1555     1.57881     1.76308  0.00619134
        1556     1.57578     1.76296  0.00618853
        1557     1.57312     1.76284  0.00618576
        1558     1.57084     1.76272  0.00618302
        1559     1.56893     1.76259   0.0061803
        1560      1.5674     1.76247   0.0061776
        1561     1.56624     1.76234  0.00617492
        1562     1.56543     1.76222  0.00617226
        1563     1.56495     1.76209   0.0061696
        1564     1.56478     1.76197  0.00616694
        1565     1.56489     1.76184  0.00616429
        1566     1.56525     1.76171  0.00616163
        1567     1.56585     1.76159  0.00615897
        1568     1.56664     1.76146  0.00615629
        1569     1.56761     1.76134  0.00615361
        1570     1.56873     1.76122  0.00615091
        1571     1.56998      1.7611   0.0061482
        1572     1.57133     1.76098  0.00614548
        1573     1.57277     1.76086  0.00614273
        1574     1.57428     1.76074  0.00613998
        1575     1.57585     1.76062   0.0061372
        1576     1.57748      1.7605   0.0061344
        1577     1.57916     1.76039  0.00613159
        1578     1.58088     1.76028  0.00612876
        1579     1.58264     1.76016  0.00612591
        1580     1.58444     1.76005  0.00612305
        1581     1.58628     1.75994  0.00612016
        1582     1.58815     1.75983  0.00611725
        1583     1.59006     1.75973  0.00611433
        1584       1.592     1.75962  0.00611139
        1585     1.59397     1.75952  0.00610842
        1586     1.59597     1.75941  0.00610544
        1587     1.59799     1.75931  0.00610244
        1588     1.60003     1.75921  0.00609942
        1589     1.60208     1.75911  0.00609639
        1590     1.60414     1.75901  0.00609333
        1591     1.60621     1.75892  0.00609026
        1592     1.60826     1.75882  0.00608717
        1593      1.6103     1.75873  0.00608406
        1594     1.61232     1.75864  0.00608094
        1595     1.61431     1.75855   0.0060778
        1596     1.61627     1.75846  0.00607464
        1597      1.6182     1.75837  0.00607148
        1598     1.62009     1.75828  0.00606829
        1599     1.62195      1.7582   0.0060651
        1600     1.62379     1.75811  0.00606189
        1601     1.62561     1.75803  0.00605867
        1602     1.62741     1.75795  0.00605543
        1603     1.62922     1.75787  0.00605219
        1604     1.63103     1.75779  0.00604893
        1605     1.63287     1.75771  0.00604566
        1606     1.63476     1.75764  0.00604238
        1607     1.63671     1.75756  0.00603909
        1608     1.63874     1.75749  0.00603579
        1609     1.64088     1.75742  0.00603247
        1610     1.64315     1.75734  0.00602914
        1611     1.64555     1.75727   0.0060258
        1612     1.64813     1.75721  0.00602244
        1613     1.65088     1.75714  0.00601907
        1614     1.65383     1.75708  0.00601568
        1615     1.65698     1.75702  0.00601227
        1616     1.66035     1.75696  0.00600885
        1617     1.66395      1.7569  0.00600541
        1618     1.66778     1.75684  0.00600195
        1619     1.67184     1.75679  0.00599847
        1620     1.67613     1.75674  0.00599498
        1621     1.68065     1.75669  0.00599146
        1622     1.68538     1.75665  0.00598793
        1623     1.69031     1.75661  0.00598438
        1624     1.69544     1.75657  0.00598081
        1625     1.70073     1.75654  0.00597723
        1626     1.70618     1.75651  0.00597364
        1627     1.71175     1.75648  0.00597003
        1628     1.71742     1.75645  0.00596641
        1629     1.72315     1.75643  0.00596278
        1630     1.72893     1.75642  0.00595915
        1631     1.73472      1.7564  0.00595551
        1632     1.74048     1.75639  0.00595187
        1633     1.74619     1.75639  0.00594823
        1634      1.7518     1.75638  0.00594459
        1635     1.75729     1.75639  0.00594095
        1636     1.76261     1.75639  0.00593732
        1637     1.76773      1.7564   0.0059337
        1638     1.77261     1.75641  0.00593008
        1639     1.77722     1.75642  0.00592648
        1640     1.78151     1.75643  0.00592289
        1641     1.78545     1.75645   0.0059193
        1642       1.789     1.75647  0.00591573
        1643     1.79214     1.75649  0.00591217
        1644     1.79482     1.75652  0.00590862
        1645     1.79701     1.75654  0.00590508
        1646     1.79869     1.75657  0.00590155
        1647     1.79983     1.75659  0.00589802
        1648      1.8004     1.75662   0.0058945
        1649     1.80038     1.75665  0.00589099
        1650     1.79975     1.75667  0.00588748
        1651     1.79852      1.7567  0.00588396
        1652     1.79666     1.75672  0.00588045
        1653     1.79419     1.75674  0.00587694
        1654      1.7911     1.75677  0.00587342
        1655     1.78742     1.75678   0.0058699
        1656     1.78317      1.7568  0.00586638
        1657     1.77839     1.75681  0.00586285
        1658     1.77313     1.75682  0.00585933
        1659     1.76742     1.75683   0.0058558
        1660     1.76134     1.75683  0.00585227
        1661     1.75496     1.75683  0.00584875
        1662     1.74834     1.75683  0.00584523
