n_block              T     sigma             mu            <H>         H_err
467 0.000915097 0.589985 0.806549 -0.440247 0.00208859
468 0.000911195 0.589985 0.806549 -0.440247 0.00281405
469 0.000907318 0.589985 0.806549 -0.440247 0.00404949
470 0.000903465 0.589985 0.806549 -0.440247 0.00924145
471 0.000899637 0.589985 0.806549 -0.440247 0.0048931
472 0.000895833 0.589985 0.806549 -0.440247 0.00320199
473 0.000892053 0.589985 0.806549 -0.440247 0.00190598
474 0.000888297 0.589985 0.806549 -0.440247 0.00209656
475 0.000884564 0.589985 0.806549 -0.440247 0.00453113
476 0.000880855 0.589985 0.806549 -0.440247 0.00168208
477 0.00087717 0.589985 0.806549 -0.440247 0.0134364
478 0.000873507 0.589985 0.806549 -0.440247 0.00608346
479 0.000869868 0.589985 0.806549 -0.440247 0.00161079
480 0.000866251 0.589985 0.806549 -0.440247 0.00148065
481 0.000862656 0.589985 0.806549 -0.440247 0.00140013
482 0.000859084 0.589985 0.806549 -0.440247 0.00115203
483 0.000855534 0.589985 0.806549 -0.440247 0.0109092
484 0.000852006 0.589985 0.806549 -0.440247 0.00517564
485 0.0008485 0.589985 0.806549 -0.440247 0.0086578
486 0.000845016 0.589985 0.806549 -0.440247 0.0399755
487 0.000841552 0.589985 0.806549 -0.440247 0.00740949
488 0.000838111 0.589985 0.806549 -0.440247 0.00264352
489 0.00083469 0.589985 0.806549 -0.440247 0.00472267
490 0.00083129 0.589985 0.806549 -0.440247 0.0256784
491 0.000827911 0.589985 0.806549 -0.440247 0.00154551
492 0.000824552 0.589985 0.806549 -0.440247 0.00380337
493 0.000821214 0.589985 0.806549 -0.440247 0.00327717
494 0.000817896 0.589985 0.806549 -0.440247 0.00434012
495 0.000814598 0.589985 0.806549 -0.440247 0.0077717
496 0.00081132 0.589985 0.806549 -0.440247 0.0232225
497 0.000808061 0.589985 0.806549 -0.440247 0.00356138
498 0.000804822 0.589985 0.806549 -0.440247 0.00695117
499 0.000801603 0.589985 0.806549 -0.440247 0.00581112
500 0.000798403 0.589985 0.806549 -0.440247 0.00965373
501 0.000795222 0.589985 0.806549 -0.440247 0.00496927
502 0.00079206 0.589985 0.806549 -0.440247 0.00577828
503 0.000788917 0.589985 0.806549 -0.440247 0.00472405
504 0.000785793 0.589985 0.806549 -0.440247 0.0166496
505 0.000782687 0.589985 0.806549 -0.440247 0.00414003
506 0.000779599 0.589985 0.806549 -0.440247 0.020804
507 0.00077653 0.589985 0.806549 -0.440247 0.00125689
508 0.000773479 0.589985 0.806549 -0.440247 0.0016172
509 0.000770446 0.589985 0.806549 -0.440247 0.0143228
510 0.00076743 0.589985 0.806549 -0.440247 0.00235312
511 0.000764432 0.589985 0.806549 -0.440247 0.00550522
512 0.000761452 0.589985 0.806549 -0.440247 0.00347394
513 0.000758489 0.589985 0.806549 -0.440247 0.00112511
514 0.000755544 0.589985 0.806549 -0.440247 0.00189494
515 0.000752615 0.589985 0.806549 -0.440247 0.0201254
516 0.000749704 0.589985 0.806549 -0.440247 0.00175934
517 0.000746809 0.589985 0.806549 -0.440247 0.0423491
518 0.000743931 0.589985 0.806549 -0.440247 0.0183108
519 0.00074107 0.589985 0.806549 -0.440247 0.00191601
520 0.000738225 0.589985 0.806549 -0.440247 0.00230215
521 0.000735397 0.589985 0.806549 -0.440247 0.00204935
522 0.000732585 0.589985 0.806549 -0.440247 0.00339679
523 0.000729789 0.589985 0.806549 -0.440247 0.00215405
524 0.000727008 0.589985 0.806549 -0.440247 0.00350143
525 0.000724244 0.589985 0.806549 -0.440247 0.00941477
526 0.000721496 0.589985 0.806549 -0.440247 0.00406342
527 0.000718763 0.589985 0.806549 -0.440247 0.0170017
528 0.000716045 0.589985 0.806549 -0.440247 0.0068137
529 0.000713343 0.589985 0.806549 -0.440247 0.00952845
530 0.000710656 0.589985 0.806549 -0.440247 0.00251449
531 0.000707985 0.589985 0.806549 -0.440247 0.00170322
532 0.000705328 0.589985 0.806549 -0.440247 0.0044511
533 0.000702686 0.589985 0.806549 -0.440247 0.00190044
534 0.00070006 0.589985 0.806549 -0.440247 0.00187489
535 0.000697447 0.589985 0.806549 -0.440247 0.00278202
536 0.00069485 0.589985 0.806549 -0.440247 0.00392919
537 0.000692267 0.589985 0.806549 -0.440247 0.00273758
538 0.000689698 0.589985 0.806549 -0.440247 0.00289013
539 0.000687144 0.589985 0.806549 -0.440247 0.00254153
540 0.000684603 0.589985 0.806549 -0.440247 0.00163338
541 0.000682077 0.589985 0.806549 -0.440247 0.0121503
542 0.000679565 0.589985 0.806549 -0.440247 0.00980846
543 0.000677066 0.589985 0.806549 -0.440247 0.00712969
544 0.000674582 0.589985 0.806549 -0.440247 0.00231054
545 0.000672111 0.589985 0.806549 -0.440247 0.00276215
546 0.000669653 0.589985 0.806549 -0.440247 0.00127956
547 0.000667209 0.589985 0.806549 -0.440247 0.0529075
548 0.000664779 0.589985 0.806549 -0.440247 0.00419464
549 0.000662361 0.589985 0.806549 -0.440247 0.00304823
550 0.000659957 0.617762 0.781254 -0.442232 0.00117475
551 0.000657566 0.617762 0.781254 -0.442232 0.00215704
552 0.000655188 0.617762 0.781254 -0.442232 0.00975976
553 0.000652822 0.617762 0.781254 -0.442232 0.00189935
554 0.00065047 0.617762 0.781254 -0.442232 0.00981604
555 0.00064813 0.617762 0.781254 -0.442232 0.00180603
556 0.000645803 0.617762 0.781254 -0.442232 0.0464179
557 0.000643488 0.617762 0.781254 -0.442232 0.00316974
558 0.000641186 0.617762 0.781254 -0.442232 0.00842439
559 0.000638896 0.617762 0.781254 -0.442232 0.00199069
560 0.000636618 0.617762 0.781254 -0.442232 0.0134107
561 0.000634353 0.617762 0.781254 -0.442232 0.00429667
562 0.000632099 0.617762 0.781254 -0.442232 0.00461285
563 0.000629858 0.617762 0.781254 -0.442232 0.00125498
564 0.000627628 0.617762 0.781254 -0.442232 0.00276779
565 0.00062541 0.617762 0.781254 -0.442232 0.00500238
566 0.000623204 0.617762 0.781254 -0.442232 0.00366366
567 0.00062101 0.617762 0.781254 -0.442232 0.00578749
568 0.000618827 0.617762 0.781254 -0.442232 0.00826217
569 0.000616656 0.617762 0.781254 -0.442232 0.00447656
570 0.000614496 0.617762 0.781254 -0.442232 0.00585737
571 0.000612347 0.617762 0.781254 -0.442232 0.0013936
572 0.00061021 0.617762 0.781254 -0.442232 0.00210066
573 0.000608084 0.617762 0.781254 -0.442232 0.00277368
574 0.000605969 0.617762 0.781254 -0.442232 0.002518
575 0.000603865 0.617762 0.781254 -0.442232 0.00191671
576 0.000601772 0.617762 0.781254 -0.442232 0.0322827
577 0.000599689 0.617762 0.781254 -0.442232 0.00651629
578 0.000597618 0.617762 0.781254 -0.442232 0.0041304
579 0.000595557 0.617762 0.781254 -0.442232 0.00945582
580 0.000593507 0.617762 0.781254 -0.442232 0.00479085
581 0.000591467 0.617762 0.781254 -0.442232 0.00306004
582 0.000589438 0.617762 0.781254 -0.442232 0.00519486
583 0.00058742 0.617762 0.781254 -0.442232 0.00254921
584 0.000585412 0.617762 0.781254 -0.442232 0.00344142
585 0.000583414 0.617762 0.781254 -0.442232 0.00158208
586 0.000581426 0.617762 0.781254 -0.442232 0.00589352
587 0.000579448 0.617762 0.781254 -0.442232 0.00410221
588 0.000577481 0.617762 0.781254 -0.442232 0.00274573
589 0.000575523 0.617762 0.781254 -0.442232 0.00189354
590 0.000573575 0.617762 0.781254 -0.442232 0.0059142
591 0.000571638 0.617762 0.781254 -0.442232 0.00236079
592 0.00056971 0.617762 0.781254 -0.442232 0.00281607
593 0.000567791 0.617762 0.781254 -0.442232 0.003768
594 0.000565883 0.617762 0.781254 -0.442232 0.00433168
595 0.000563984 0.617762 0.781254 -0.442232 0.00690772
596 0.000562095 0.617762 0.781254 -0.442232 0.00897408
597 0.000560215 0.617762 0.781254 -0.442232 0.0115565
598 0.000558344 0.617762 0.781254 -0.442232 0.00978247
599 0.000556483 0.617762 0.781254 -0.442232 0.00645889
600 0.000554631 0.617762 0.781254 -0.442232 0.00120608
601 0.000552789 0.617762 0.781254 -0.442232 0.00506324
602 0.000550955 0.617762 0.781254 -0.442232 0.00277247
603 0.000549131 0.617762 0.781254 -0.442232 0.00431541
604 0.000547315 0.617762 0.781254 -0.442232 0.00285867
605 0.000545509 0.617762 0.781254 -0.442232 0.0246386
606 0.000543712 0.617762 0.781254 -0.442232 0.0216476
607 0.000541923 0.617762 0.781254 -0.442232 0.00634389
608 0.000540143 0.617762 0.781254 -0.442232 0.0119379
609 0.000538372 0.617762 0.781254 -0.442232 0.00166755
610 0.00053661 0.617762 0.781254 -0.442232 0.00750509
611 0.000534857 0.617762 0.781254 -0.442232 0.00196584
612 0.000533112 0.617762 0.781254 -0.442232 0.00208884
613 0.000531375 0.617762 0.781254 -0.442232 0.00177227
614 0.000529647 0.617762 0.781254 -0.442232 0.00490451
615 0.000527927 0.617762 0.781254 -0.442232 0.0033541
616 0.000526216 0.617762 0.781254 -0.442232 0.00241855
617 0.000524513 0.617762 0.781254 -0.442232 0.00236414
618 0.000522818 0.617762 0.781254 -0.442232 0.00145559
619 0.000521132 0.617762 0.781254 -0.442232 0.00341078
620 0.000519454 0.617762 0.781254 -0.442232 0.00345529
621 0.000517783 0.617762 0.781254 -0.442232 0.0303179
622 0.000516121 0.617762 0.781254 -0.442232 0.00463691
623 0.000514467 0.617762 0.781254 -0.442232 0.00845545
624 0.000512821 0.617762 0.781254 -0.442232 0.0036108
625 0.000511182 0.617762 0.781254 -0.442232 0.0125296
626 0.000509552 0.617762 0.781254 -0.442232 0.00132471
627 0.000507929 0.617762 0.781254 -0.442232 0.00191598
628 0.000506314 0.617762 0.781254 -0.442232 0.0019147
629 0.000504706 0.617762 0.781254 -0.442232 0.0492364
630 0.000503107 0.617762 0.781254 -0.442232 0.00197304
631 0.000501515 0.617762 0.781254 -0.442232 0.00134238
632 0.00049993 0.617762 0.781254 -0.442232 0.00242442
633 0.000498353 0.617762 0.781254 -0.442232 0.00776741
634 0.000496783 0.617762 0.781254 -0.442232 0.0091994
635 0.000495221 0.617762 0.781254 -0.442232 0.00144333
636 0.000493666 0.617762 0.781254 -0.442232 0.00177009
637 0.000492119 0.617762 0.781254 -0.442232 0.00834845
638 0.000490578 0.617762 0.781254 -0.442232 0.00270701
639 0.000489045 0.617762 0.781254 -0.442232 0.00527736
640 0.00048752 0.617762 0.781254 -0.442232 0.0036414
641 0.000486001 0.617762 0.781254 -0.442232 0.00217416
642 0.000484489 0.617762 0.781254 -0.442232 0.00567659
643 0.000482984 0.617762 0.781254 -0.442232 0.00212636
644 0.000481487 0.617762 0.781254 -0.442232 0.0148822
645 0.000479996 0.617762 0.781254 -0.442232 0.00598995
646 0.000478512 0.617762 0.781254 -0.442232 0.00214684
647 0.000477036 0.617762 0.781254 -0.442232 0.00190177
648 0.000475565 0.617762 0.781254 -0.442232 0.00196754
649 0.000474102 0.617762 0.781254 -0.442232 0.00844776
650 0.000472646 0.617762 0.781254 -0.442232 0.0420628
651 0.000471196 0.617762 0.781254 -0.442232 0.00834322
652 0.000469753 0.617762 0.781254 -0.442232 0.00205409
653 0.000468316 0.617762 0.781254 -0.442232 0.0021319
654 0.000466886 0.617762 0.781254 -0.442232 0.0057691
655 0.000465463 0.617762 0.781254 -0.442232 0.00743997
656 0.000464046 0.617762 0.781254 -0.442232 0.00166146
657 0.000462635 0.617762 0.781254 -0.442232 0.00453249
658 0.000461231 0.617762 0.781254 -0.442232 0.00732999
659 0.000459834 0.617762 0.781254 -0.442232 0.00352573
660 0.000458442 0.617762 0.781254 -0.442232 0.00352454
661 0.000457057 0.617762 0.781254 -0.442232 0.0015565
662 0.000455678 0.617762 0.781254 -0.442232 0.00654842
663 0.000454306 0.617762 0.781254 -0.442232 0.014382
664 0.00045294 0.617762 0.781254 -0.442232 0.00209764
665 0.000451579 0.617762 0.781254 -0.442232 0.00756732
666 0.000450225 0.617762 0.781254 -0.442232 0.00952158
667 0.000448877 0.617762 0.781254 -0.442232 0.00648815
668 0.000447535 0.617762 0.781254 -0.442232 0.00140741
669 0.000446199 0.617762 0.781254 -0.442232 0.00342167
670 0.00044487 0.617762 0.781254 -0.442232 0.00727194
671 0.000443546 0.617762 0.781254 -0.442232 0.00150631
672 0.000442227 0.617762 0.781254 -0.442232 0.00150666
673 0.000440915 0.617762 0.781254 -0.442232 0.0123973
674 0.000439609 0.617762 0.781254 -0.442232 0.00301224
675 0.000438308 0.617762 0.781254 -0.442232 0.0152564
676 0.000437013 0.617762 0.781254 -0.442232 0.00776539
677 0.000435724 0.617762 0.781254 -0.442232 0.00193265
678 0.000434441 0.617762 0.781254 -0.442232 0.00346715
679 0.000433163 0.617762 0.781254 -0.442232 0.00407543
680 0.000431891 0.617762 0.781254 -0.442232 0.00153014
681 0.000430624 0.617762 0.781254 -0.442232 0.00289383
682 0.000429363 0.617762 0.781254 -0.442232 0.00249221
683 0.000428108 0.617762 0.781254 -0.442232 0.0025456
684 0.000426858 0.617762 0.781254 -0.442232 0.00128285
685 0.000425613 0.617762 0.781254 -0.442232 0.00164628
686 0.000424374 0.617762 0.781254 -0.442232 0.00135661
687 0.000423141 0.617762 0.781254 -0.442232 0.00145273
688 0.000421912 0.617762 0.781254 -0.442232 0.00344747
689 0.00042069 0.617762 0.781254 -0.442232 0.00183565
690 0.000419472 0.617762 0.781254 -0.442232 0.00695385
691 0.00041826 0.617762 0.781254 -0.442232 0.00232402
692 0.000417052 0.617762 0.781254 -0.442232 0.00187301
693 0.000415851 0.617762 0.781254 -0.442232 0.00783568
694 0.000414654 0.617762 0.781254 -0.442232 0.00293575
695 0.000413462 0.617762 0.781254 -0.442232 0.00126995
696 0.000412276 0.617762 0.781254 -0.442232 0.00234076
697 0.000411095 0.617762 0.781254 -0.442232 0.0183521
698 0.000409918 0.617762 0.781254 -0.442232 0.00748703
699 0.000408747 0.617762 0.781254 -0.442232 0.00120308
700 0.000407581 0.604127 0.812669 -0.443634 0.00141936
701 0.00040642 0.604127 0.812669 -0.443634 0.00679662
702 0.000405264 0.604127 0.812669 -0.443634 0.00484413
703 0.000404112 0.604127 0.812669 -0.443634 0.00236511
704 0.000402966 0.604127 0.812669 -0.443634 0.00368054
705 0.000401824 0.604127 0.812669 -0.443634 0.0051055
706 0.000400688 0.604127 0.812669 -0.443634 0.00138764
707 0.000399556 0.604127 0.812669 -0.443634 0.00605454
708 0.000398429 0.604127 0.812669 -0.443634 0.00177756
709 0.000397306 0.604127 0.812669 -0.443634 0.00153662
710 0.000396189 0.604127 0.812669 -0.443634 0.00285876
711 0.000395076 0.604127 0.812669 -0.443634 0.00224283
712 0.000393968 0.604127 0.812669 -0.443634 0.0116658
713 0.000392864 0.604127 0.812669 -0.443634 0.0470186
714 0.000391765 0.604127 0.812669 -0.443634 0.00771106
715 0.000390671 0.604127 0.812669 -0.443634 0.00535611
716 0.000389581 0.604127 0.812669 -0.443634 0.00976084
717 0.000388496 0.604127 0.812669 -0.443634 0.00218069
718 0.000387415 0.604127 0.812669 -0.443634 0.00277628
719 0.000386339 0.604127 0.812669 -0.443634 0.0141644
720 0.000385267 0.604127 0.812669 -0.443634 0.00201545
721 0.0003842 0.604127 0.812669 -0.443634 0.00824005
722 0.000383137 0.604127 0.812669 -0.443634 0.00413603
723 0.000382079 0.604127 0.812669 -0.443634 0.00461289
724 0.000381025 0.604127 0.812669 -0.443634 0.00404372
725 0.000379975 0.604127 0.812669 -0.443634 0.00458145
726 0.00037893 0.604127 0.812669 -0.443634 0.00560991
727 0.000377889 0.604127 0.812669 -0.443634 0.0103864
728 0.000376852 0.604127 0.812669 -0.443634 0.0025841
729 0.00037582 0.604127 0.812669 -0.443634 0.00411785
730 0.000374792 0.604127 0.812669 -0.443634 0.00121159
731 0.000373768 0.604127 0.812669 -0.443634 0.00952784
732 0.000372748 0.604127 0.812669 -0.443634 0.00250745
733 0.000371732 0.604127 0.812669 -0.443634 0.00328023
734 0.00037072 0.604127 0.812669 -0.443634 0.00324867
735 0.000369713 0.604127 0.812669 -0.443634 0.00182722
736 0.00036871 0.604127 0.812669 -0.443634 0.00719456
737 0.000367711 0.604127 0.812669 -0.443634 0.00435974
738 0.000366715 0.604127 0.812669 -0.443634 0.00822099
739 0.000365724 0.604127 0.812669 -0.443634 0.00652902
740 0.000364737 0.604127 0.812669 -0.443634 0.00512042
741 0.000363754 0.604127 0.812669 -0.443634 0.00292054
742 0.000362775 0.604127 0.812669 -0.443634 0.00179864
743 0.0003618 0.604127 0.812669 -0.443634 0.025051
744 0.000360828 0.604127 0.812669 -0.443634 0.0080798
745 0.000359861 0.604127 0.812669 -0.443634 0.0155868
746 0.000358898 0.604127 0.812669 -0.443634 0.00266313
747 0.000357938 0.604127 0.812669 -0.443634 0.00642236
748 0.000356982 0.604127 0.812669 -0.443634 0.00496152
749 0.00035603 0.604127 0.812669 -0.443634 0.00291377
750 0.000355082 0.604127 0.812669 -0.443634 0.00334501
751 0.000354138 0.604127 0.812669 -0.443634 0.00112715
752 0.000353197 0.604127 0.812669 -0.443634 0.00572117
753 0.00035226 0.604127 0.812669 -0.443634 0.00498612
754 0.000351327 0.604127 0.812669 -0.443634 0.0039869
755 0.000350398 0.604127 0.812669 -0.443634 0.00340826
756 0.000349472 0.604127 0.812669 -0.443634 0.00167123
757 0.00034855 0.604127 0.812669 -0.443634 0.00176795
758 0.000347631 0.604127 0.812669 -0.443634 0.00235592
759 0.000346717 0.604127 0.812669 -0.443634 0.0032595
760 0.000345805 0.604127 0.812669 -0.443634 0.00907643
761 0.000344898 0.604127 0.812669 -0.443634 0.00182181
762 0.000343994 0.604127 0.812669 -0.443634 0.00252216
763 0.000343093 0.604127 0.812669 -0.443634 0.052133
764 0.000342196 0.604127 0.812669 -0.443634 0.0171974
765 0.000341303 0.604127 0.812669 -0.443634 0.00316688
766 0.000340413 0.604127 0.812669 -0.443634 0.00388855
767 0.000339526 0.604127 0.812669 -0.443634 0.00814501
768 0.000338643 0.604127 0.812669 -0.443634 0.0140031
769 0.000337764 0.604127 0.812669 -0.443634 0.00477326
770 0.000336887 0.604127 0.812669 -0.443634 0.00386991
771 0.000336015 0.604127 0.812669 -0.443634 0.00576168
772 0.000335145 0.604127 0.812669 -0.443634 0.0101096
773 0.000334279 0.604127 0.812669 -0.443634 0.00436934
774 0.000333417 0.604127 0.812669 -0.443634 0.0014408
775 0.000332557 0.604127 0.812669 -0.443634 0.00425202
776 0.000331701 0.604127 0.812669 -0.443634 0.00229866
777 0.000330849 0.604127 0.812669 -0.443634 0.00217372
778 0.000329999 0.604127 0.812669 -0.443634 0.00518048
779 0.000329153 0.604127 0.812669 -0.443634 0.00896914
780 0.00032831 0.604127 0.812669 -0.443634 0.00474943
781 0.000327471 0.604127 0.812669 -0.443634 0.002044
782 0.000326634 0.604127 0.812669 -0.443634 0.00155698
783 0.000325801 0.604127 0.812669 -0.443634 0.00369803
784 0.000324971 0.604127 0.812669 -0.443634 0.00177574
785 0.000324144 0.604127 0.812669 -0.443634 0.00346113
786 0.00032332 0.604127 0.812669 -0.443634 0.00452835
787 0.0003225 0.604127 0.812669 -0.443634 0.0130993
788 0.000321682 0.604127 0.812669 -0.443634 0.00242685
789 0.000320868 0.604127 0.812669 -0.443634 0.00472301
790 0.000320056 0.604127 0.812669 -0.443634 0.00714902
791 0.000319248 0.604127 0.812669 -0.443634 0.00175481
792 0.000318443 0.604127 0.812669 -0.443634 0.00636245
793 0.000317641 0.604127 0.812669 -0.443634 0.00254092
794 0.000316842 0.604127 0.812669 -0.443634 0.00315602
795 0.000316046 0.604127 0.812669 -0.443634 0.00330093
796 0.000315253 0.604127 0.812669 -0.443634 0.00584056
797 0.000314462 0.604127 0.812669 -0.443634 0.00215245
798 0.000313675 0.604127 0.812669 -0.443634 0.0421071
799 0.000312891 0.604127 0.812669 -0.443634 0.00314855
800 0.00031211 0.604127 0.812669 -0.443634 0.00158354
801 0.000311332 0.604127 0.812669 -0.443634 0.00235485
802 0.000310556 0.604127 0.812669 -0.443634 0.00170611
803 0.000309784 0.604127 0.812669 -0.443634 0.00438355
804 0.000309014 0.604127 0.812669 -0.443634 0.0101731
805 0.000308247 0.604127 0.812669 -0.443634 0.00128181
806 0.000307483 0.604127 0.812669 -0.443634 0.00240468
807 0.000306722 0.604127 0.812669 -0.443634 0.00366646
808 0.000305964 0.604127 0.812669 -0.443634 0.00630957
809 0.000305208 0.604127 0.812669 -0.443634 0.0125451
810 0.000304456 0.604127 0.812669 -0.443634 0.00589449
811 0.000303706 0.604127 0.812669 -0.443634 0.00308093
812 0.000302959 0.604127 0.812669 -0.443634 0.00302323
813 0.000302214 0.604127 0.812669 -0.443634 0.0110037
814 0.000301473 0.604127 0.812669 -0.443634 0.00390883
815 0.000300734 0.604127 0.812669 -0.443634 0.00282804
816 0.000299998 0.604127 0.812669 -0.443634 0.00515106
817 0.000299264 0.604127 0.812669 -0.443634 0.00139547
818 0.000298533 0.604127 0.812669 -0.443634 0.00620274
819 0.000297805 0.604127 0.812669 -0.443634 0.00165358
820 0.00029708 0.604127 0.812669 -0.443634 0.00380964
821 0.000296357 0.604127 0.812669 -0.443634 0.00938566
822 0.000295637 0.604127 0.812669 -0.443634 0.00742348
823 0.000294919 0.604127 0.812669 -0.443634 0.00476418
824 0.000294204 0.604127 0.812669 -0.443634 0.00343541
825 0.000293492 0.604127 0.812669 -0.443634 0.0253096
826 0.000292782 0.604127 0.812669 -0.443634 0.00648834
827 0.000292075 0.604127 0.812669 -0.443634 0.00192154
828 0.00029137 0.604127 0.812669 -0.443634 0.00586213
829 0.000290668 0.604127 0.812669 -0.443634 0.001939
830 0.000289969 0.604127 0.812669 -0.443634 0.00125756
831 0.000289271 0.604127 0.812669 -0.443634 0.00426575
832 0.000288577 0.604127 0.812669 -0.443634 0.00829047
833 0.000287885 0.604127 0.812669 -0.443634 0.00155494
834 0.000287195 0.604127 0.812669 -0.443634 0.00603736
835 0.000286508 0.604127 0.812669 -0.443634 0.00184248
836 0.000285824 0.604127 0.812669 -0.443634 0.0017879
837 0.000285142 0.604127 0.812669 -0.443634 0.00185715
838 0.000284462 0.604127 0.812669 -0.443634 0.00598569
839 0.000283785 0.604127 0.812669 -0.443634 0.00151962
840 0.00028311 0.604127 0.812669 -0.443634 0.00288675
841 0.000282437 0.604127 0.812669 -0.443634 0.00206545
842 0.000281767 0.604127 0.812669 -0.443634 0.00395037
843 0.000281099 0.604127 0.812669 -0.443634 0.00742304
844 0.000280434 0.604127 0.812669 -0.443634 0.00294802
845 0.000279771 0.604127 0.812669 -0.443634 0.00171482
846 0.000279111 0.604127 0.812669 -0.443634 0.00394686
847 0.000278452 0.604127 0.812669 -0.443634 0.00192494
848 0.000277796 0.604127 0.812669 -0.443634 0.00161027
849 0.000277143 0.604127 0.812669 -0.443634 0.00203905
850 0.000276491 0.604127 0.812669 -0.443634 0.00118784
851 0.000275842 0.604127 0.812669 -0.443634 0.0149014
852 0.000275196 0.604127 0.812669 -0.443634 0.0025891
853 0.000274551 0.604127 0.812669 -0.443634 0.0126567
854 0.000273909 0.604127 0.812669 -0.443634 0.00304685
855 0.000273269 0.604127 0.812669 -0.443634 0.004954
856 0.000272631 0.604127 0.812669 -0.443634 0.00662285
857 0.000271996 0.604127 0.812669 -0.443634 0.00306909
858 0.000271362 0.604127 0.812669 -0.443634 0.00777951
859 0.000270731 0.604127 0.812669 -0.443634 0.0030278
860 0.000270102 0.604127 0.812669 -0.443634 0.00682001
861 0.000269476 0.604127 0.812669 -0.443634 0.00250651
862 0.000268851 0.604127 0.812669 -0.443634 0.00153473
863 0.000268229 0.604127 0.812669 -0.443634 0.00252522
864 0.000267609 0.604127 0.812669 -0.443634 0.00129993
865 0.000266991 0.604127 0.812669 -0.443634 0.0170401
866 0.000266375 0.604127 0.812669 -0.443634 0.00260472
867 0.000265761 0.604127 0.812669 -0.443634 0.0101227
868 0.000265149 0.604127 0.812669 -0.443634 0.00197173
869 0.00026454 0.604127 0.812669 -0.443634 0.0174624
870 0.000263932 0.604127 0.812669 -0.443634 0.00488532
871 0.000263327 0.604127 0.812669 -0.443634 0.00360985
872 0.000262724 0.604127 0.812669 -0.443634 0.00257127
873 0.000262123 0.604127 0.812669 -0.443634 0.00718491
874 0.000261523 0.604127 0.812669 -0.443634 0.00400192
875 0.000260926 0.604127 0.812669 -0.443634 0.00300648
876 0.000260331 0.604127 0.812669 -0.443634 0.00264052
877 0.000259738 0.604127 0.812669 -0.443634 0.00140335
878 0.000259147 0.604127 0.812669 -0.443634 0.0114837
879 0.000258558 0.604127 0.812669 -0.443634 0.00411468
880 0.000257971 0.604127 0.812669 -0.443634 0.0017847
881 0.000257386 0.604127 0.812669 -0.443634 0.00381238
882 0.000256803 0.604127 0.812669 -0.443634 0.00179593
883 0.000256222 0.604127 0.812669 -0.443634 0.0017724
884 0.000255643 0.604127 0.812669 -0.443634 0.0085309
885 0.000255066 0.604127 0.812669 -0.443634 0.00946629
886 0.000254491 0.604127 0.812669 -0.443634 0.0038543
887 0.000253918 0.604127 0.812669 -0.443634 0.00277329
888 0.000253347 0.604127 0.812669 -0.443634 0.0104332
889 0.000252777 0.604127 0.812669 -0.443634 0.00226995
890 0.00025221 0.604127 0.812669 -0.443634 0.0012746
891 0.000251644 0.604127 0.812669 -0.443634 0.00450499
892 0.000251081 0.604127 0.812669 -0.443634 0.00574329
893 0.000250519 0.604127 0.812669 -0.443634 0.00182777
894 0.000249959 0.604127 0.812669 -0.443634 0.011008
895 0.000249401 0.604127 0.812669 -0.443634 0.0066016
896 0.000248845 0.604127 0.812669 -0.443634 0.00545182
897 0.000248291 0.604127 0.812669 -0.443634 0.00209723
898 0.000247739 0.604127 0.812669 -0.443634 0.0172089
899 0.000247188 0.604127 0.812669 -0.443634 0.00258141
900 0.00024664 0.604127 0.812669 -0.443634 0.00573477
901 0.000246093 0.604127 0.812669 -0.443634 0.0183162
902 0.000245548 0.604127 0.812669 -0.443634 0.00656176
903 0.000245004 0.604127 0.812669 -0.443634 0.00499483
904 0.000244463 0.604127 0.812669 -0.443634 0.00156728
905 0.000243923 0.604127 0.812669 -0.443634 0.00129888
906 0.000243385 0.604127 0.812669 -0.443634 0.0068136
907 0.000242849 0.604127 0.812669 -0.443634 0.0459928
908 0.000242315 0.604127 0.812669 -0.443634 0.00185666
909 0.000241782 0.604127 0.812669 -0.443634 0.011323
910 0.000241252 0.604127 0.812669 -0.443634 0.00555928
911 0.000240723 0.604127 0.812669 -0.443634 0.00167397
912 0.000240195 0.604127 0.812669 -0.443634 0.00354946
913 0.00023967 0.604127 0.812669 -0.443634 0.00200699
914 0.000239146 0.604127 0.812669 -0.443634 0.00184788
915 0.000238624 0.604127 0.812669 -0.443634 0.00220336
916 0.000238103 0.604127 0.812669 -0.443634 0.00412661
917 0.000237584 0.604127 0.812669 -0.443634 0.00675508
918 0.000237067 0.604127 0.812669 -0.443634 0.00322668
919 0.000236552 0.604127 0.812669 -0.443634 0.00207007
920 0.000236038 0.604127 0.812669 -0.443634 0.00470802
921 0.000235526 0.604127 0.812669 -0.443634 0.0152002
922 0.000235016 0.604127 0.812669 -0.443634 0.00291417
923 0.000234507 0.604127 0.812669 -0.443634 0.00420245
924 0.000234 0.604127 0.812669 -0.443634 0.00839684
925 0.000233495 0.604127 0.812669 -0.443634 0.00452396
926 0.000232991 0.604127 0.812669 -0.443634 0.00743824
927 0.000232489 0.604127 0.812669 -0.443634 0.00341556
928 0.000231988 0.604127 0.812669 -0.443634 0.00164729
929 0.00023149 0.604127 0.812669 -0.443634 0.00457864
930 0.000230992 0.604127 0.812669 -0.443634 0.00492197
931 0.000230497 0.604127 0.812669 -0.443634 0.00193304
932 0.000230002 0.604127 0.812669 -0.443634 0.0446803
