n_block              T     sigma             mu            <H>         H_err
457 0.00218818 0.615085 0.823409 -0.441122 0.00145138
458 0.00218341 0.615594 0.824335 -0.441315 0.00139687
459 0.00217865 0.614175 0.824551 -0.441661 0.00125466
460 0.00217391 0.614271 0.824322 -0.443097 0.00106994
461 0.0021692 0.615526 0.823173 -0.443669 0.00119525
462 0.0021645 0.615526 0.823173 -0.443669 0.00139105
463 0.00215983 0.615526 0.823173 -0.443669 0.00115991
464 0.00215517 0.614634 0.823374 -0.443102 0.00143927
465 0.00215054 0.614634 0.823374 -0.443102 0.00145699
466 0.00214592 0.614088 0.823074 -0.442585 0.00136308
467 0.00214133 0.614772 0.823388 -0.442054 0.00127989
468 0.00213675 0.614772 0.823388 -0.442054 0.00142389
469 0.0021322 0.615155 0.824228 -0.440302 0.0015161
470 0.00212766 0.616433 0.825876 -0.445218 0.00107727
471 0.00212314 0.616433 0.825876 -0.445218 0.00145039
472 0.00211864 0.616433 0.825876 -0.445218 0.00137107
473 0.00211416 0.615041 0.825628 -0.443937 0.00124988
474 0.0021097 0.613747 0.825432 -0.444702 0.00130209
475 0.00210526 0.613747 0.825432 -0.444702 0.00117922
476 0.00210084 0.613747 0.825432 -0.444702 0.00139506
477 0.00209644 0.613747 0.825432 -0.444702 0.00131815
478 0.00209205 0.613747 0.825432 -0.444702 0.00133531
479 0.00208768 0.613747 0.825432 -0.444702 0.00127862
480 0.00208333 0.613747 0.825432 -0.444702 0.00153672
481 0.002079 0.613191 0.825719 -0.442938 0.0012755
482 0.00207469 0.612276 0.825825 -0.441165 0.00121962
483 0.00207039 0.61182 0.824626 -0.44287 0.00128659
484 0.00206612 0.612026 0.823928 -0.442432 0.00113997
485 0.00206186 0.611776 0.822941 -0.44229 0.00136335
486 0.00205761 0.611915 0.820785 -0.441253 0.00135291
487 0.00205339 0.612794 0.819766 -0.440279 0.00137762
488 0.00204918 0.612696 0.820415 -0.442622 0.00138427
489 0.00204499 0.612696 0.820415 -0.442622 0.0015281
490 0.00204082 0.612696 0.820415 -0.442622 0.00142632
491 0.00203666 0.611959 0.820769 -0.444096 0.00114299
492 0.00203252 0.612307 0.821561 -0.443542 0.00125024
493 0.0020284 0.612307 0.821561 -0.443542 0.00135631
494 0.00202429 0.612985 0.822464 -0.443382 0.00117015
495 0.0020202 0.613083 0.82149 -0.44457 0.00117108
496 0.00201613 0.612204 0.819874 -0.442535 0.00123749
497 0.00201207 0.609608 0.819343 -0.443731 0.00130591
498 0.00200803 0.609608 0.819343 -0.443731 0.00139542
499 0.00200401 0.609608 0.819343 -0.443731 0.00133355
500 0.002 0.610942 0.818173 -0.442289 0.00127824
501 0.00199601 0.610937 0.819481 -0.444245 0.00139529
502 0.00199203 0.611419 0.818744 -0.443656 0.00141779
503 0.00198807 0.611419 0.818744 -0.443656 0.00175575
504 0.00198413 0.610625 0.817371 -0.442602 0.00113672
505 0.0019802 0.610625 0.817371 -0.442602 0.00141911
506 0.00197628 0.610625 0.817371 -0.442602 0.00112392
507 0.00197239 0.609959 0.817556 -0.442344 0.00127182
508 0.0019685 0.610476 0.817475 -0.444952 0.00120367
509 0.00196464 0.610476 0.817475 -0.444952 0.00126626
510 0.00196078 0.610476 0.817475 -0.444952 0.0012107
511 0.00195695 0.610476 0.817475 -0.444952 0.00122006
512 0.00195312 0.610476 0.817475 -0.444952 0.00135344
513 0.00194932 0.610476 0.817475 -0.444952 0.00111787
514 0.00194553 0.610476 0.817475 -0.444952 0.00143849
515 0.00194175 0.610476 0.817475 -0.444952 0.00130261
516 0.00193798 0.611466 0.817359 -0.443401 0.00138322
517 0.00193424 0.611014 0.815102 -0.44283 0.00116509
518 0.0019305 0.610407 0.813646 -0.443833 0.00135239
519 0.00192678 0.610944 0.814005 -0.443048 0.00124361
520 0.00192308 0.609038 0.813828 -0.444593 0.00131616
521 0.00191939 0.60969 0.814179 -0.445143 0.00127465
522 0.00191571 0.60969 0.814179 -0.445143 0.00120558
523 0.00191205 0.60969 0.814179 -0.445143 0.00154831
524 0.0019084 0.609362 0.813729 -0.443856 0.00123916
525 0.00190476 0.609362 0.813729 -0.443856 0.00135338
526 0.00190114 0.607145 0.813103 -0.443336 0.00122475
527 0.00189753 0.60765 0.811701 -0.442537 0.00138918
528 0.00189394 0.60765 0.811701 -0.442537 0.00129193
529 0.00189036 0.606154 0.813854 -0.442765 0.00119071
530 0.00188679 0.606012 0.813591 -0.442716 0.00121726
531 0.00188324 0.606047 0.813525 -0.441555 0.00120545
532 0.0018797 0.605189 0.813025 -0.444382 0.00121997
533 0.00187617 0.60373 0.813554 -0.444406 0.00130129
534 0.00187266 0.60373 0.813554 -0.444406 0.00141453
535 0.00186916 0.602098 0.814471 -0.441404 0.00144693
536 0.00186567 0.600598 0.815704 -0.441383 0.00123104
537 0.0018622 0.59831 0.815331 -0.43931 0.00131428
538 0.00185874 0.599895 0.81497 -0.440828 0.0015399
539 0.00185529 0.600957 0.814752 -0.442887 0.00131966
540 0.00185185 0.599322 0.81504 -0.442866 0.00157475
541 0.00184843 0.599322 0.81504 -0.442866 0.00132687
542 0.00184502 0.599322 0.81504 -0.442866 0.00138775
543 0.00184162 0.599322 0.81504 -0.442866 0.00129916
544 0.00183824 0.598836 0.81481 -0.441505 0.00135282
545 0.00183486 0.599307 0.814503 -0.438606 0.00148601
546 0.0018315 0.59849 0.814518 -0.439901 0.00126329
547 0.00182815 0.599343 0.812654 -0.442818 0.00121212
548 0.00182482 0.599181 0.812175 -0.441708 0.00109644
549 0.00182149 0.598284 0.813043 -0.441655 0.00123593
550 0.00181818 0.598054 0.813169 -0.441844 0.00139423
551 0.00181488 0.598054 0.813169 -0.441844 0.00136598
552 0.00181159 0.599363 0.814472 -0.441773 0.00137937
553 0.00180832 0.60052 0.814294 -0.441424 0.00127307
554 0.00180505 0.600243 0.816009 -0.442524 0.00123342
555 0.0018018 0.599128 0.816243 -0.443559 0.00123126
556 0.00179856 0.599128 0.816243 -0.443559 0.0014043
557 0.00179533 0.598979 0.816939 -0.443016 0.00128736
558 0.00179211 0.598979 0.816939 -0.443016 0.00131324
559 0.00178891 0.599208 0.817225 -0.443085 0.00124797
560 0.00178571 0.598243 0.815936 -0.44022 0.00137021
561 0.00178253 0.598243 0.815936 -0.44022 0.00118773
562 0.00177936 0.598433 0.81693 -0.439318 0.0013952
563 0.0017762 0.598297 0.816992 -0.440852 0.0012612
564 0.00177305 0.596504 0.816574 -0.439024 0.0013732
565 0.00176991 0.596666 0.815879 -0.441486 0.0012925
566 0.00176678 0.597959 0.816361 -0.441523 0.00148307
567 0.00176367 0.599433 0.81707 -0.439207 0.00137211
568 0.00176056 0.600382 0.816012 -0.44223 0.0013601
569 0.00175747 0.601847 0.816489 -0.443086 0.00123454
570 0.00175439 0.601847 0.816489 -0.443086 0.00126176
571 0.00175131 0.601847 0.816489 -0.443086 0.00138245
572 0.00174825 0.601847 0.816489 -0.443086 0.00128918
573 0.0017452 0.600625 0.816077 -0.441027 0.00131057
574 0.00174216 0.600408 0.815722 -0.440977 0.00134244
575 0.00173913 0.599287 0.816118 -0.441866 0.00137509
576 0.00173611 0.599902 0.814437 -0.440871 0.00138338
577 0.0017331 0.598672 0.813602 -0.439821 0.00130662
578 0.0017301 0.597905 0.814626 -0.443154 0.00142237
579 0.00172712 0.597782 0.813578 -0.441099 0.00128885
580 0.00172414 0.597415 0.812887 -0.441704 0.00145051
581 0.00172117 0.597462 0.813457 -0.441195 0.00123976
582 0.00171821 0.598186 0.814397 -0.441226 0.00128973
583 0.00171527 0.598131 0.814885 -0.440096 0.00129656
584 0.00171233 0.598587 0.815533 -0.442382 0.0013255
585 0.0017094 0.599452 0.815513 -0.440896 0.00119257
586 0.00170648 0.599651 0.816582 -0.442599 0.00110777
587 0.00170358 0.599651 0.816582 -0.442599 0.00137886
588 0.00170068 0.599651 0.816582 -0.442599 0.00122791
589 0.00169779 0.599251 0.816283 -0.442148 0.00124456
590 0.00169492 0.599251 0.816283 -0.442148 0.00121369
591 0.00169205 0.598704 0.816776 -0.441076 0.00118236
592 0.00168919 0.59869 0.817291 -0.440989 0.00132143
593 0.00168634 0.597571 0.81825 -0.439642 0.00128922
594 0.0016835 0.595209 0.817587 -0.440126 0.00116064
595 0.00168067 0.596017 0.816742 -0.441864 0.00130184
596 0.00167785 0.596017 0.816742 -0.441864 0.00131307
597 0.00167504 0.596017 0.816742 -0.441864 0.0014188
598 0.00167224 0.595923 0.818444 -0.439405 0.00134771
599 0.00166945 0.595762 0.817663 -0.440806 0.00124074
600 0.00166667 0.595604 0.817706 -0.439434 0.00137562
601 0.00166389 0.595604 0.817706 -0.439434 0.00127679
602 0.00166113 0.595604 0.817706 -0.439434 0.00152657
603 0.00165837 0.595803 0.818408 -0.437639 0.00131129
604 0.00165563 0.597384 0.81795 -0.438688 0.00118689
605 0.00165289 0.597307 0.816444 -0.44507 0.001321
606 0.00165017 0.597307 0.816444 -0.44507 0.0012924
607 0.00164745 0.597307 0.816444 -0.44507 0.00142318
608 0.00164474 0.597307 0.816444 -0.44507 0.00135208
609 0.00164204 0.597307 0.816444 -0.44507 0.00132045
610 0.00163934 0.597307 0.816444 -0.44507 0.00141627
611 0.00163666 0.597307 0.816444 -0.44507 0.00135166
612 0.00163399 0.597307 0.816444 -0.44507 0.0012952
613 0.00163132 0.597307 0.816444 -0.44507 0.00134673
614 0.00162866 0.595392 0.815746 -0.44095 0.00113785
615 0.00162602 0.595224 0.816422 -0.439741 0.00157821
616 0.00162338 0.593628 0.81606 -0.440819 0.0013142
617 0.00162075 0.593628 0.81606 -0.440819 0.00140559
618 0.00161812 0.592883 0.81601 -0.438058 0.00136544
619 0.00161551 0.592992 0.815515 -0.440195 0.0013013
620 0.0016129 0.592992 0.815515 -0.440195 0.00140507
621 0.00161031 0.592992 0.815515 -0.440195 0.0012602
622 0.00160772 0.59366 0.816159 -0.440756 0.00122435
623 0.00160514 0.593992 0.815264 -0.43938 0.00146311
624 0.00160256 0.593992 0.815264 -0.43938 0.00123519
625 0.0016 0.593338 0.814204 -0.440608 0.00131048
626 0.00159744 0.593338 0.814204 -0.440608 0.0014112
627 0.0015949 0.594042 0.813989 -0.440465 0.00118228
628 0.00159236 0.594837 0.81414 -0.439201 0.00127919
629 0.00158983 0.592715 0.812465 -0.438022 0.00130435
630 0.0015873 0.59249 0.812177 -0.435856 0.00135089
631 0.00158479 0.592625 0.812292 -0.440279 0.00122211
632 0.00158228 0.592436 0.812674 -0.438383 0.00146626
633 0.00157978 0.593544 0.813652 -0.440289 0.00140805
634 0.00157729 0.594234 0.815027 -0.440363 0.001239
635 0.0015748 0.595111 0.815007 -0.440392 0.00120475
636 0.00157233 0.595111 0.815007 -0.440392 0.0013143
637 0.00156986 0.59478 0.816338 -0.442448 0.00146127
638 0.0015674 0.59478 0.816338 -0.442448 0.00142331
639 0.00156495 0.59478 0.816338 -0.442448 0.00133274
640 0.0015625 0.59478 0.816338 -0.442448 0.0013707
641 0.00156006 0.594151 0.81603 -0.439761 0.00142599
642 0.00155763 0.594151 0.81603 -0.439761 0.00128303
643 0.00155521 0.594151 0.81603 -0.439761 0.00138005
644 0.0015528 0.594151 0.81603 -0.439761 0.00130763
645 0.00155039 0.59406 0.817133 -0.439992 0.0013856
646 0.00154799 0.592514 0.817014 -0.437969 0.0014459
647 0.0015456 0.59165 0.816772 -0.437727 0.00132456
648 0.00154321 0.591732 0.817062 -0.437448 0.00141098
649 0.00154083 0.592756 0.818214 -0.439503 0.00135983
650 0.00153846 0.593031 0.816637 -0.439806 0.00129256
651 0.0015361 0.593031 0.816637 -0.439806 0.00132631
652 0.00153374 0.592995 0.816405 -0.439624 0.00160119
653 0.00153139 0.59289 0.816743 -0.437856 0.00128128
654 0.00152905 0.592109 0.816048 -0.437715 0.0012754
655 0.00152672 0.593605 0.816804 -0.441589 0.00139921
656 0.00152439 0.593605 0.816804 -0.441589 0.00138208
657 0.00152207 0.593605 0.816804 -0.441589 0.00138562
658 0.00151976 0.593605 0.816804 -0.441589 0.00149999
659 0.00151745 0.593605 0.816804 -0.441589 0.00135691
660 0.00151515 0.593605 0.816804 -0.441589 0.00144356
661 0.00151286 0.593605 0.816804 -0.441589 0.00147708
662 0.00151057 0.593605 0.816804 -0.441589 0.00141038
663 0.0015083 0.593605 0.816804 -0.441589 0.00137113
664 0.00150602 0.593605 0.816804 -0.441589 0.00134686
665 0.00150376 0.593605 0.816804 -0.441589 0.0013705
666 0.0015015 0.593605 0.816804 -0.441589 0.00129606
667 0.00149925 0.593605 0.816804 -0.441589 0.00122971
668 0.00149701 0.593605 0.816804 -0.441589 0.00131772
669 0.00149477 0.593605 0.816804 -0.441589 0.00151178
670 0.00149254 0.593605 0.816804 -0.441589 0.00139253
671 0.00149031 0.593605 0.816804 -0.441589 0.00121136
672 0.0014881 0.593605 0.816804 -0.441589 0.00132315
673 0.00148588 0.593605 0.816804 -0.441589 0.00133177
674 0.00148368 0.593605 0.816804 -0.441589 0.00130649
675 0.00148148 0.593839 0.815645 -0.441619 0.00143376
676 0.00147929 0.593783 0.814857 -0.440103 0.00151472
677 0.0014771 0.593783 0.814857 -0.440103 0.00144028
678 0.00147493 0.593647 0.815478 -0.441612 0.00131831
679 0.00147275 0.593647 0.815478 -0.441612 0.00124584
680 0.00147059 0.593647 0.815478 -0.441612 0.00130344
681 0.00146843 0.593647 0.815478 -0.441612 0.00127328
682 0.00146628 0.593647 0.815478 -0.441612 0.00139156
683 0.00146413 0.59362 0.815863 -0.440107 0.00139084
684 0.00146199 0.59362 0.815863 -0.440107 0.0014188
685 0.00145985 0.594229 0.815861 -0.439844 0.00145413
686 0.00145773 0.594061 0.815747 -0.437756 0.00153215
687 0.0014556 0.593231 0.815732 -0.440022 0.00145351
688 0.00145349 0.592866 0.815325 -0.439133 0.00125744
689 0.00145138 0.592866 0.815325 -0.439133 0.00128718
690 0.00144928 0.593028 0.814577 -0.439457 0.00133652
691 0.00144718 0.593028 0.814577 -0.439457 0.00144208
692 0.00144509 0.592345 0.81488 -0.439272 0.00135629
693 0.001443 0.592345 0.81488 -0.439272 0.00139441
694 0.00144092 0.593722 0.814449 -0.440351 0.00146345
695 0.00143885 0.593255 0.814416 -0.440262 0.00153226
696 0.00143678 0.591025 0.815084 -0.439311 0.00138165
697 0.00143472 0.591025 0.815084 -0.439311 0.00131984
698 0.00143266 0.589894 0.814301 -0.438703 0.00129113
699 0.00143062 0.589894 0.814301 -0.438703 0.00140707
700 0.00142857 0.590118 0.814252 -0.437754 0.00160735
701 0.00142653 0.589344 0.813687 -0.434701 0.00148581
702 0.0014245 0.58983 0.813122 -0.436701 0.00147436
703 0.00142248 0.589126 0.812898 -0.437739 0.00124126
704 0.00142045 0.589126 0.812898 -0.437739 0.00136861
705 0.00141844 0.588778 0.812417 -0.438799 0.00122899
706 0.00141643 0.589122 0.812364 -0.440565 0.00117541
707 0.00141443 0.588956 0.813351 -0.438641 0.00141277
708 0.00141243 0.587618 0.81346 -0.43705 0.00125601
709 0.00141044 0.587618 0.81346 -0.43705 0.00142944
710 0.00140845 0.587618 0.81346 -0.43705 0.00125885
711 0.00140647 0.586971 0.813909 -0.437505 0.0015382
712 0.00140449 0.587332 0.815201 -0.434495 0.00145265
713 0.00140252 0.587332 0.815201 -0.434495 0.00142752
714 0.00140056 0.586614 0.816544 -0.43662 0.0012557
715 0.0013986 0.585541 0.816042 -0.436301 0.0014452
716 0.00139665 0.585541 0.816042 -0.436301 0.00139232
717 0.0013947 0.586737 0.815929 -0.435968 0.00148443
718 0.00139276 0.586056 0.816492 -0.43751 0.0012572
719 0.00139082 0.586056 0.816492 -0.43751 0.00150187
720 0.00138889 0.586056 0.816492 -0.43751 0.00155971
721 0.00138696 0.586056 0.816492 -0.43751 0.00168432
722 0.00138504 0.586056 0.816492 -0.43751 0.00132823
723 0.00138313 0.586056 0.816492 -0.43751 0.00130433
724 0.00138122 0.586056 0.816492 -0.43751 0.00137008
725 0.00137931 0.586731 0.817061 -0.435251 0.00126394
726 0.00137741 0.586961 0.816495 -0.435747 0.00148892
727 0.00137552 0.5871 0.815647 -0.436648 0.00159089
728 0.00137363 0.588714 0.815598 -0.436472 0.00136793
729 0.00137174 0.588602 0.816243 -0.437903 0.00149188
730 0.00136986 0.588602 0.816243 -0.437903 0.00141672
731 0.00136799 0.589172 0.815415 -0.437158 0.00145213
732 0.00136612 0.589172 0.815415 -0.437158 0.00133783
733 0.00136426 0.588224 0.816147 -0.437739 0.00134009
734 0.0013624 0.588224 0.816147 -0.437739 0.00124078
735 0.00136054 0.58857 0.816268 -0.43658 0.00144842
736 0.0013587 0.589432 0.81558 -0.438564 0.00136131
737 0.00135685 0.589432 0.81558 -0.438564 0.0015109
738 0.00135501 0.589309 0.814847 -0.440131 0.00142277
739 0.00135318 0.589051 0.815894 -0.440399 0.00136228
740 0.00135135 0.58914 0.81536 -0.438659 0.0014224
741 0.00134953 0.5894 0.815713 -0.438212 0.00130003
742 0.00134771 0.589981 0.815669 -0.436824 0.00144282
743 0.0013459 0.589922 0.814467 -0.436755 0.00144359
744 0.00134409 0.590654 0.815395 -0.437312 0.00143675
745 0.00134228 0.591133 0.81441 -0.436344 0.00131977
746 0.00134048 0.590976 0.814839 -0.439292 0.0012005
747 0.00133869 0.590976 0.814839 -0.439292 0.00117344
748 0.0013369 0.590976 0.814839 -0.439292 0.00136297
749 0.00133511 0.590976 0.814839 -0.439292 0.0014978
750 0.00133333 0.591681 0.815142 -0.440615 0.00128978
751 0.00133156 0.591681 0.815142 -0.440615 0.00138865
752 0.00132979 0.591681 0.815142 -0.440615 0.00132366
753 0.00132802 0.591681 0.815142 -0.440615 0.00147307
754 0.00132626 0.591681 0.815142 -0.440615 0.00133127
755 0.0013245 0.590942 0.815833 -0.440884 0.00117885
756 0.00132275 0.590942 0.815833 -0.440884 0.00130532
757 0.001321 0.590942 0.815833 -0.440884 0.00132622
758 0.00131926 0.591086 0.81559 -0.438649 0.00137915
759 0.00131752 0.591263 0.815216 -0.43636 0.00129933
760 0.00131579 0.590816 0.814507 -0.438254 0.00129046
761 0.00131406 0.590869 0.814692 -0.439565 0.00128901
762 0.00131234 0.590869 0.814692 -0.439565 0.00147671
763 0.00131062 0.590746 0.813265 -0.43864 0.00133779
764 0.0013089 0.591555 0.814915 -0.440118 0.00139142
765 0.00130719 0.592819 0.815028 -0.440591 0.00129429
766 0.00130548 0.592819 0.815028 -0.440591 0.00137519
767 0.00130378 0.592579 0.814366 -0.439488 0.00139821
768 0.00130208 0.592579 0.814366 -0.439488 0.0013771
769 0.00130039 0.592579 0.814366 -0.439488 0.00124962
770 0.0012987 0.593949 0.81454 -0.44026 0.00129954
771 0.00129702 0.593956 0.814055 -0.441597 0.00132454
772 0.00129534 0.593956 0.814055 -0.441597 0.00127098
773 0.00129366 0.593926 0.813613 -0.440348 0.00143185
774 0.00129199 0.593499 0.813823 -0.43985 0.00129034
775 0.00129032 0.594017 0.813423 -0.439404 0.00140531
776 0.00128866 0.594981 0.813202 -0.440638 0.00139764
777 0.001287 0.59498 0.813039 -0.440562 0.00128346
778 0.00128535 0.59564 0.812547 -0.442064 0.00113002
779 0.0012837 0.59564 0.812547 -0.442064 0.00137123
780 0.00128205 0.595583 0.812154 -0.441012 0.00136941
781 0.00128041 0.59613 0.812017 -0.440243 0.00132018
782 0.00127877 0.59613 0.812017 -0.440243 0.00142245
783 0.00127714 0.595867 0.811661 -0.440505 0.00122718
784 0.00127551 0.594771 0.811794 -0.440865 0.00148095
785 0.00127389 0.594771 0.811794 -0.440865 0.00113999
786 0.00127226 0.594771 0.811794 -0.440865 0.00118655
787 0.00127065 0.593771 0.813518 -0.441255 0.00115949
788 0.00126904 0.593771 0.813518 -0.441255 0.00133092
789 0.00126743 0.593771 0.813518 -0.441255 0.00135511
790 0.00126582 0.594124 0.814299 -0.440019 0.00143515
791 0.00126422 0.594291 0.814175 -0.440235 0.00120386
792 0.00126263 0.593244 0.813564 -0.441031 0.0014107
793 0.00126103 0.59281 0.813917 -0.440703 0.00151093
794 0.00125945 0.59281 0.813917 -0.440703 0.00132861
795 0.00125786 0.59281 0.813917 -0.440703 0.0012422
796 0.00125628 0.59281 0.813917 -0.440703 0.0013764
797 0.00125471 0.59281 0.813917 -0.440703 0.00117416
798 0.00125313 0.593646 0.811541 -0.441219 0.00133991
799 0.00125156 0.593646 0.811541 -0.441219 0.00138514
800 0.00125 0.593121 0.811447 -0.437592 0.00118451
801 0.00124844 0.594092 0.811222 -0.44026 0.00134285
802 0.00124688 0.593633 0.811062 -0.440163 0.00139187
803 0.00124533 0.593633 0.811062 -0.440163 0.00154093
804 0.00124378 0.594026 0.810316 -0.441042 0.00131885
805 0.00124224 0.593586 0.810398 -0.441974 0.00112028
806 0.00124069 0.593586 0.810398 -0.441974 0.00119935
807 0.00123916 0.593892 0.810851 -0.440321 0.00138756
808 0.00123762 0.594589 0.811455 -0.440502 0.00140775
809 0.00123609 0.594589 0.811455 -0.440502 0.00127601
810 0.00123457 0.59478 0.810934 -0.441479 0.00142041
811 0.00123305 0.59478 0.810934 -0.441479 0.00132571
812 0.00123153 0.594914 0.811305 -0.439506 0.00128708
813 0.00123001 0.594172 0.810559 -0.439568 0.00129489
814 0.0012285 0.593733 0.811204 -0.440317 0.00151692
815 0.00122699 0.593964 0.811528 -0.440065 0.00136918
816 0.00122549 0.594352 0.81213 -0.440313 0.0013782
817 0.00122399 0.594352 0.81213 -0.440313 0.0014337
818 0.00122249 0.594091 0.811598 -0.439997 0.00136836
819 0.001221 0.594155 0.811745 -0.441673 0.00129292
820 0.00121951 0.594155 0.811745 -0.441673 0.00136103
821 0.00121803 0.594344 0.812884 -0.441322 0.00133799
822 0.00121655 0.594344 0.812884 -0.441322 0.00139384
823 0.00121507 0.594505 0.813463 -0.442486 0.00129616
824 0.00121359 0.594505 0.813463 -0.442486 0.00147674
825 0.00121212 0.594505 0.813463 -0.442486 0.00132545
826 0.00121065 0.594505 0.813463 -0.442486 0.00129427
827 0.00120919 0.594505 0.813463 -0.442486 0.00122663
828 0.00120773 0.594505 0.813463 -0.442486 0.00136256
829 0.00120627 0.594505 0.813463 -0.442486 0.0013354
830 0.00120482 0.594505 0.813463 -0.442486 0.00133311
831 0.00120337 0.59365 0.81304 -0.441892 0.00125165
832 0.00120192 0.59365 0.81304 -0.441892 0.0013204
833 0.00120048 0.594026 0.812946 -0.439881 0.00135721
834 0.00119904 0.594026 0.812946 -0.439881 0.00122185
835 0.0011976 0.594599 0.812902 -0.440344 0.00122335
836 0.00119617 0.594599 0.812902 -0.440344 0.00121938
837 0.00119474 0.593845 0.813171 -0.439397 0.00134004
838 0.00119332 0.594193 0.812708 -0.440004 0.00129314
839 0.0011919 0.594193 0.812708 -0.440004 0.00127426
840 0.00119048 0.592962 0.812431 -0.440535 0.00146319
841 0.00118906 0.592962 0.812431 -0.440535 0.00142504
842 0.00118765 0.592962 0.812431 -0.440535 0.00146661
843 0.00118624 0.592516 0.811852 -0.438253 0.00139808
844 0.00118483 0.592572 0.812258 -0.43667 0.00165302
845 0.00118343 0.592112 0.812503 -0.43756 0.00132133
846 0.00118203 0.59188 0.812147 -0.438039 0.00125465
847 0.00118064 0.591668 0.812429 -0.43795 0.00132909
848 0.00117925 0.590591 0.812422 -0.440172 0.00126206
849 0.00117786 0.589791 0.812242 -0.437551 0.00145836
850 0.00117647 0.589419 0.812254 -0.438475 0.0013709
851 0.00117509 0.589315 0.811395 -0.43882 0.00127223
852 0.00117371 0.589315 0.811395 -0.43882 0.00133736
853 0.00117233 0.588983 0.810621 -0.43828 0.00144383
854 0.00117096 0.589583 0.810876 -0.437806 0.00126072
855 0.00116959 0.590406 0.811248 -0.438654 0.00141583
856 0.00116822 0.589828 0.812094 -0.439337 0.00131818
857 0.00116686 0.589828 0.812094 -0.439337 0.00149566
858 0.0011655 0.589828 0.812094 -0.439337 0.00136422
859 0.00116414 0.589692 0.812508 -0.438677 0.00132377
860 0.00116279 0.589396 0.813418 -0.438523 0.00128448
861 0.00116144 0.588916 0.81384 -0.438276 0.00135649
862 0.00116009 0.588916 0.81384 -0.438276 0.00148388
863 0.00115875 0.588858 0.814217 -0.438789 0.00132809
864 0.00115741 0.588858 0.814217 -0.438789 0.0013202
865 0.00115607 0.588282 0.813348 -0.438509 0.001245
866 0.00115473 0.588417 0.813636 -0.439847 0.00147972
867 0.0011534 0.588417 0.813636 -0.439847 0.00136041
868 0.00115207 0.588417 0.813636 -0.439847 0.00131469
869 0.00115075 0.588417 0.813636 -0.439847 0.00124259
870 0.00114943 0.588417 0.813636 -0.439847 0.00132305
871 0.00114811 0.588417 0.813636 -0.439847 0.00143184
872 0.00114679 0.58878 0.813884 -0.438795 0.00123765
873 0.00114548 0.58878 0.813884 -0.438795 0.00127593
874 0.00114416 0.588887 0.81436 -0.437712 0.0012572
875 0.00114286 0.589546 0.814082 -0.43811 0.00130424
876 0.00114155 0.59033 0.813867 -0.441103 0.00132114
877 0.00114025 0.59033 0.813867 -0.441103 0.00144783
878 0.00113895 0.590822 0.814874 -0.439485 0.00131334
879 0.00113766 0.591437 0.815254 -0.438309 0.00130794
880 0.00113636 0.591944 0.815295 -0.439291 0.00156961
881 0.00113507 0.591944 0.815295 -0.439291 0.0014635
882 0.00113379 0.592038 0.815473 -0.439612 0.00128554
883 0.0011325 0.592385 0.815368 -0.439191 0.00127517
884 0.00113122 0.592385 0.815368 -0.439191 0.00141892
885 0.00112994 0.592385 0.815368 -0.439191 0.00127604
886 0.00112867 0.592592 0.815049 -0.439533 0.00131648
887 0.0011274 0.592499 0.81479 -0.442366 0.0012953
888 0.00112613 0.59261 0.814118 -0.440561 0.00128984
889 0.00112486 0.593939 0.81396 -0.440387 0.00126863
890 0.0011236 0.593558 0.813924 -0.439055 0.00142322
891 0.00112233 0.59338 0.814605 -0.439482 0.00137397
892 0.00112108 0.59338 0.814605 -0.439482 0.0013745
893 0.00111982 0.593685 0.814515 -0.438637 0.00123856
894 0.00111857 0.593685 0.815555 -0.439922 0.00144482
895 0.00111732 0.593972 0.815095 -0.442639 0.00128766
896 0.00111607 0.593972 0.815095 -0.442639 0.00145026
897 0.00111483 0.593972 0.815095 -0.442639 0.00145017
898 0.00111359 0.593972 0.815095 -0.442639 0.00137483
899 0.00111235 0.593972 0.815095 -0.442639 0.00123359
900 0.00111111 0.593972 0.815095 -0.442639 0.00125014
901 0.00110988 0.593972 0.815095 -0.442639 0.00143378
902 0.00110865 0.593972 0.815095 -0.442639 0.00154855
903 0.00110742 0.593972 0.815095 -0.442639 0.00133331
904 0.00110619 0.593972 0.815095 -0.442639 0.00125498
905 0.00110497 0.593972 0.815095 -0.442639 0.00118578
906 0.00110375 0.593972 0.815095 -0.442639 0.00137647
907 0.00110254 0.593972 0.815095 -0.442639 0.00125684
908 0.00110132 0.593972 0.815095 -0.442639 0.00152451
909 0.00110011 0.593972 0.815095 -0.442639 0.00143664
910 0.0010989 0.593972 0.815095 -0.442639 0.00134112
911 0.00109769 0.593972 0.815095 -0.442639 0.00126395
912 0.00109649 0.593972 0.815095 -0.442639 0.00131951
913 0.00109529 0.59279 0.815112 -0.441408 0.0015709
914 0.00109409 0.592836 0.815272 -0.438323 0.00125393
915 0.0010929 0.592018 0.815104 -0.442023 0.0013436
916 0.0010917 0.592018 0.815104 -0.442023 0.00146626
917 0.00109051 0.592388 0.814584 -0.439926 0.00143293
918 0.00108932 0.592388 0.814584 -0.439926 0.00117721
919 0.00108814 0.592388 0.814584 -0.439926 0.00142689
920 0.00108696 0.593255 0.814176 -0.440699 0.00139794
921 0.00108578 0.592797 0.813371 -0.440412 0.0014194
922 0.0010846 0.592797 0.813371 -0.440412 0.00134466
